emotion,phrase,language
nervous,nerbiyoso ko sa account ko,hil
nervous,nerbiyoso ko sa appointment,hil
nervous,nerbiyoso ko sa password,hil
nervous,nerbiyoso ko sa medconnect,hil
nervous,nerbiyoso ko sa pag-book,hil
nervous,nerbiyoso ko sa registration,hil
nervous,nerbiyoso ko parte sa appointment,hil
nervous,nerbiyoso ko sa akon kahimsog,hil
nervous,gid nerbiyoso ko,hil
nervous,nerbiyoso ko gid,hil
nervous,kaayo nerbiyoso ko,hil
nervous,nerbiyoso ko kaayo,hil
nervous,grabe nerbiyoso ko,hil
nervous,nerbiyoso ko grabe,hil
nervous,super nerbiyoso ko,hil
nervous,nerbiyoso ko super,hil
nervous,talaga nerbiyoso ko,hil
nervous,nerbiyoso ko talaga,hil
nervous,nervous ko,hil
nervous,nervous ko sa login,hil
nervous,nervous ko sa account ko,hil
nervous,nervous ko sa appointment,hil
nervous,nervous ko sa password,hil
nervous,nervous ko sa medconnect,hil
nervous,nervous ko sa pag-book,hil
nervous,nervous ko sa registration,hil
nervous,nervous ko parte sa appointment,hil
nervous,nervous ko sa akon kahimsog,hil
nervous,gid nervous ko,hil
nervous,nervous ko gid,hil
nervous,kaayo nervous ko,hil
nervous,nervous ko kaayo,hil
nervous,grabe nervous ko,hil
nervous,nervous ko grabe,hil
nervous,super nervous ko,hil
nervous,nervous ko super,hil
nervous,talaga nervous ko,hil
nervous,nervous ko talaga,hil
nervous,kaba gid,hil
nervous,kaba gid sa login,hil
nervous,kaba gid sa account ko,hil
nervous,kaba gid sa appointment,hil
nervous,kaba gid sa password,hil
nervous,kaba gid sa medconnect,hil
nervous,kaba gid sa pag-book,hil
nervous,kaba gid sa registration,hil
nervous,kaba gid parte sa appointment,hil
nervous,kaba gid sa akon kahimsog,hil
nervous,gid kaba gid,hil
nervous,kaba gid gid,hil
nervous,kaayo kaba gid,hil
nervous,kaba gid kaayo,hil
nervous,grabe kaba gid,hil
nervous,kaba gid grabe,hil
nervous,super kaba gid,hil
nervous,kaba gid super,hil
nervous,talaga kaba gid,hil
nervous,kaba gid talaga,hil
nervous,kinakabahan ko,hil
nervous,kinakabahan ko sa login,hil
nervous,kinakabahan ko sa account ko,hil
nervous,kinakabahan ko sa appointment,hil
nervous,kinakabahan ko sa password,hil
nervous,kinakabahan ko sa medconnect,hil
nervous,kinakabahan ko sa pag-book,hil
nervous,kinakabahan ko sa registration,hil
nervous,kinakabahan ko parte sa appointment,hil
nervous,kinakabahan ko sa akon kahimsog,hil
nervous,gid kinakabahan ko,hil
nervous,kinakabahan ko gid,hil
nervous,kaayo kinakabahan ko,hil
nervous,kinakabahan ko kaayo,hil
nervous,grabe kinakabahan ko,hil
nervous,kinakabahan ko grabe,hil
nervous,super kinakabahan ko,hil
nervous,kinakabahan ko super,hil
nervous,talaga kinakabahan ko,hil
nervous,kinakabahan ko talaga,hil
sad,sad,en
sad,sad with login,en
sad,sad with sign in,en
sad,sad with my account,en
sad,sad with appointment,en
sad,sad with booking,en
sad,sad with password,en
sad,sad with medconnect,en
sad,sad with the website,en
sad,sad with registration,en
sad,sad about my appointment,en
sad,sad about my health,en
sad,sad about my records,en
sad,sad so,en
sad,very sad,en
sad,sad very,en
sad,really sad,en
sad,sad really,en
sad,super sad,en
sad,sad super,en
sad,extremely sad,en
sad,sad extremely,en
sad,quite sad,en
sad,sad quite,en
sad,i'm sad with login,en
sad,i'm sad with sign in,en
sad,i'm sad with my account,en
sad,i'm sad with appointment,en
sad,i'm sad with booking,en
sad,i'm sad with password,en
sad,i'm sad with medconnect,en
sad,i'm sad with the website,en
sad,i'm sad with registration,en
sad,i'm sad about my appointment,en
sad,i'm sad about my health,en
sad,i'm sad about my records,en
sad,so i'm sad,en
sad,i'm sad so,en
sad,very i'm sad,en
sad,i'm sad very,en
sad,really i'm sad,en
sad,i'm sad really,en
sad,super i'm sad,en
sad,i'm sad super,en
sad,extremely i'm sad,en
sad,i'm sad extremely,en
sad,quite i'm sad,en
sad,i'm sad quite,en
sad,depressed,en
sad,depressed with login,en
sad,depressed with sign in,en
sad,depressed with my account,en
sad,depressed with appointment,en
sad,depressed with booking,en
sad,depressed with password,en
sad,depressed with medconnect,en
sad,depressed with the website,en
sad,depressed with registration,en
sad,depressed about my appointment,en
sad,depressed about my health,en
sad,depressed about my records,en
sad,so depressed,en
sad,depressed so,en
sad,very depressed,en
sad,depressed very,en
sad,really depressed,en
sad,depressed really,en
sad,super depressed,en
sad,depressed super,en
sad,extremely depressed,en
sad,depressed extremely,en
sad,quite depressed,en
sad,depressed quite,en
sad,feeling down with login,en
sad,feeling down with sign in,en
sad,feeling down with my account,en
sad,feeling down with appointment,en
sad,feeling down with booking,en
sad,feeling down with password,en
sad,feeling down with medconnect,en
sad,feeling down with the website,en
sad,feeling down with registration,en
sad,feeling down about my appointment,en
sad,feeling down about my health,en
sad,feeling down about my records,en
sad,so feeling down,en
sad,feeling down so,en
sad,very feeling down,en
sad,feeling down very,en
sad,really feeling down,en
sad,feeling down really,en
sad,super feeling down,en
sad,feeling down super,en
sad,extremely feeling down,en
sad,feeling down extremely,en
sad,quite feeling down,en
sad,feeling down quite,en
sad,so sad with login,en
sad,so sad with sign in,en
sad,so sad with my account,en
sad,so sad with appointment,en
sad,so sad with booking,en
sad,so sad with password,en
sad,so sad with medconnect,en
sad,so sad with the website,en
sad,so sad with registration,en
sad,so sad about my appointment,en
sad,so sad about my health,en
sad,so sad about my records,en
sad,so so sad,en
sad,so sad so,en
sad,very so sad,en
sad,so sad very,en
sad,really so sad,en
sad,so sad really,en
sad,super so sad,en
sad,so sad super,en
sad,extremely so sad,en
sad,so sad extremely,en
sad,quite so sad,en
sad,so sad quite,en
sad,feeling low,en
sad,feeling low with login,en
sad,feeling low with sign in,en
sad,feeling low with my account,en
sad,feeling low with appointment,en
sad,feeling low with booking,en
sad,feeling low with password,en
sad,feeling low with medconnect,en
sad,feeling low with the website,en
sad,feeling low with registration,en
sad,feeling low about my appointment,en
sad,feeling low about my health,en
sad,feeling low about my records,en
sad,so feeling low,en
sad,feeling low so,en
sad,very feeling low,en
sad,feeling low very,en
sad,really feeling low,en
sad,feeling low really,en
sad,super feeling low,en
sad,feeling low super,en
sad,extremely feeling low,en
sad,feeling low extremely,en
sad,quite feeling low,en
sad,feeling low quite,en
sad,unhappy,en
sad,unhappy with login,en
sad,unhappy with sign in,en
sad,unhappy with my account,en
sad,unhappy with appointment,en
sad,unhappy with booking,en
sad,unhappy with password,en
sad,unhappy with medconnect,en
sad,unhappy with the website,en
sad,unhappy with registration,en
sad,unhappy about my appointment,en
sad,unhappy about my health,en
sad,unhappy about my records,en
sad,so unhappy,en
sad,unhappy so,en
sad,very unhappy,en
sad,unhappy very,en
sad,really unhappy,en
sad,unhappy really,en
sad,super unhappy,en
sad,unhappy super,en
sad,extremely unhappy,en
sad,unhappy extremely,en
sad,quite unhappy,en
sad,unhappy quite,en
sad,malungkot ako sa login,fil
sad,malungkot ako sa account ko,fil
sad,malungkot ako sa appointment,fil
sad,malungkot ako sa password,fil
sad,malungkot ako sa medconnect,fil
sad,malungkot ako sa pag-book,fil
sad,malungkot ako sa registration,fil
sad,malungkot ako tungkol sa appointment,fil
sad,malungkot ako sa kalusugan ko,fil
sad,sobrang malungkot ako,fil
sad,malungkot ako sobrang,fil
sad,talaga malungkot ako,fil
sad,malungkot ako talaga,fil
sad,grabe malungkot ako,fil
sad,malungkot ako grabe,fil
sad,napaka malungkot ako,fil
sad,malungkot ako napaka,fil
sad,super malungkot ako,fil
sad,malungkot ako super,fil
sad,depressed ako sa login,fil
sad,depressed ako sa account ko,fil
sad,depressed ako sa appointment,fil
sad,depressed ako sa password,fil
sad,depressed ako sa medconnect,fil
sad,depressed ako sa pag-book,fil
sad,depressed ako sa registration,fil
sad,depressed ako tungkol sa appointment,fil
sad,depressed ako sa kalusugan ko,fil
sad,sobrang depressed ako,fil
sad,depressed ako sobrang,fil
sad,talaga depressed ako,fil
sad,depressed ako talaga,fil
sad,grabe depressed ako,fil
sad,depressed ako grabe,fil
sad,napaka depressed ako,fil
sad,depressed ako napaka,fil
sad,super depressed ako,fil
sad,depressed ako super,fil
sad,nalulungkot ako,fil
sad,nalulungkot ako sa login,fil
sad,nalulungkot ako sa account ko,fil
sad,nalulungkot ako sa appointment,fil
sad,nalulungkot ako sa password,fil
sad,nalulungkot ako sa medconnect,fil
sad,nalulungkot ako sa pag-book,fil
sad,nalulungkot ako sa registration,fil
sad,nalulungkot ako tungkol sa appointment,fil
sad,nalulungkot ako sa kalusugan ko,fil
sad,sobrang nalulungkot ako,fil
sad,nalulungkot ako sobrang,fil
sad,talaga nalulungkot ako,fil
sad,nalulungkot ako talaga,fil
sad,grabe nalulungkot ako,fil
sad,nalulungkot ako grabe,fil
sad,napaka nalulungkot ako,fil
sad,nalulungkot ako napaka,fil
sad,super nalulungkot ako,fil
sad,nalulungkot ako super,fil
sad,sad ako,fil
sad,sad ako sa login,fil
sad,sad ako sa account ko,fil
sad,sad ako sa appointment,fil
sad,sad ako sa password,fil
sad,sad ako sa medconnect,fil
sad,sad ako sa pag-book,fil
sad,sad ako sa registration,fil
sad,sad ako tungkol sa appointment,fil
sad,sad ako sa kalusugan ko,fil
sad,sobrang sad ako,fil
sad,sad ako sobrang,fil
sad,talaga sad ako,fil
sad,sad ako talaga,fil
sad,grabe sad ako,fil
sad,sad ako grabe,fil
sad,napaka sad ako,fil
sad,sad ako napaka,fil
sad,super sad ako,fil
sad,sad ako super,fil
sad,down ako,fil
sad,down ako sa login,fil
sad,down ako sa account ko,fil
sad,down ako sa appointment,fil
sad,down ako sa password,fil
sad,down ako sa medconnect,fil
sad,down ako sa pag-book,fil
sad,down ako sa registration,fil
sad,down ako tungkol sa appointment,fil
sad,down ako sa kalusugan ko,fil
sad,sobrang down ako,fil
sad,down ako sobrang,fil
sad,talaga down ako,fil
sad,down ako talaga,fil
sad,grabe down ako,fil
sad,down ako grabe,fil
sad,napaka down ako,fil
sad,down ako napaka,fil
sad,super down ako,fil
sad,down ako super,fil
sad,subo,fil
sad,subo sa login,fil
sad,subo sa account ko,fil
sad,subo sa appointment,fil
sad,subo sa password,fil
sad,subo sa medconnect,fil
sad,subo sa pag-book,fil
sad,subo sa registration,fil
sad,subo tungkol sa appointment,fil
sad,subo sa kalusugan ko,fil
sad,sobrang subo,fil
sad,subo sobrang,fil
sad,talaga subo,fil
sad,subo talaga,fil
sad,grabe subo,fil
sad,subo grabe,fil
sad,napaka subo,fil
sad,subo napaka,fil
sad,super subo,fil
sad,subo super,fil
sad,subo ko sa login,hil
sad,subo ko sa account ko,hil
sad,subo ko sa appointment,hil
sad,subo ko sa password,hil
sad,subo ko sa medconnect,hil
sad,subo ko sa pag-book,hil
sad,subo ko sa registration,hil
sad,subo ko parte sa appointment,hil
sad,subo ko sa akon kahimsog,hil
sad,gid subo ko,hil
sad,subo ko gid,hil
sad,kaayo subo ko,hil
sad,subo ko kaayo,hil
sad,grabe subo ko,hil
sad,subo ko grabe,hil
sad,super subo ko,hil
sad,subo ko super,hil
sad,talaga subo ko,hil
sad,subo ko talaga,hil
sad,kasubo gid sa login,hil
sad,kasubo gid sa account ko,hil
sad,kasubo gid sa appointment,hil
sad,kasubo gid sa password,hil
sad,kasubo gid sa medconnect,hil
sad,kasubo gid sa pag-book,hil
sad,kasubo gid sa registration,hil
sad,kasubo gid parte sa appointment,hil
sad,kasubo gid sa akon kahimsog,hil
sad,gid kasubo gid,hil
sad,kasubo gid gid,hil
sad,kaayo kasubo gid,hil
sad,kasubo gid kaayo,hil
sad,grabe kasubo gid,hil
sad,kasubo gid grabe,hil
sad,super kasubo gid,hil
sad,kasubo gid super,hil
sad,talaga kasubo gid,hil
sad,kasubo gid talaga,hil
sad,malungkot ko,hil
sad,malungkot ko sa login,hil
sad,malungkot ko sa account ko,hil
sad,malungkot ko sa appointment,hil
sad,malungkot ko sa password,hil
sad,malungkot ko sa medconnect,hil
sad,malungkot ko sa pag-book,hil
sad,malungkot ko sa registration,hil
sad,malungkot ko parte sa appointment,hil
sad,malungkot ko sa akon kahimsog,hil
sad,gid malungkot ko,hil
sad,malungkot ko gid,hil
sad,kaayo malungkot ko,hil
sad,malungkot ko kaayo,hil
sad,grabe malungkot ko,hil
sad,malungkot ko grabe,hil
sad,super malungkot ko,hil
sad,malungkot ko super,hil
sad,talaga malungkot ko,hil
sad,malungkot ko talaga,hil
sad,sad ko,hil
sad,sad ko sa login,hil
sad,sad ko sa account ko,hil
sad,sad ko sa appointment,hil
sad,sad ko sa password,hil
sad,sad ko sa medconnect,hil
sad,sad ko sa pag-book,hil
sad,sad ko sa registration,hil
sad,sad ko parte sa appointment,hil
sad,sad ko sa akon kahimsog,hil
sad,gid sad ko,hil
sad,sad ko gid,hil
sad,kaayo sad ko,hil
sad,sad ko kaayo,hil
sad,grabe sad ko,hil
sad,sad ko grabe,hil
sad,super sad ko,hil
sad,sad ko super,hil
sad,talaga sad ko,hil
sad,sad ko talaga,hil
sad,daw gusto ko maghibi sa login,hil
sad,daw gusto ko maghibi sa account ko,hil
sad,daw gusto ko maghibi sa appointment,hil
sad,daw gusto ko maghibi sa password,hil
sad,daw gusto ko maghibi sa medconnect,hil
sad,daw gusto ko maghibi sa pag-book,hil
sad,daw gusto ko maghibi sa registration,hil
sad,daw gusto ko maghibi parte sa appointment,hil
sad,daw gusto ko maghibi sa akon kahimsog,hil
sad,gid daw gusto ko maghibi,hil
sad,daw gusto ko maghibi gid,hil
sad,kaayo daw gusto ko maghibi,hil
sad,daw gusto ko maghibi kaayo,hil
sad,grabe daw gusto ko maghibi,hil
sad,daw gusto ko maghibi grabe,hil
sad,super daw gusto ko maghibi,hil
sad,daw gusto ko maghibi super,hil
sad,talaga daw gusto ko maghibi,hil
sad,daw gusto ko maghibi talaga,hil
sad,naguiliran ko sa login,hil
sad,naguiliran ko sa account ko,hil
sad,naguiliran ko sa appointment,hil
sad,naguiliran ko sa password,hil
sad,naguiliran ko sa medconnect,hil
sad,naguiliran ko sa pag-book,hil
sad,naguiliran ko sa registration,hil
sad,naguiliran ko parte sa appointment,hil
sad,naguiliran ko sa akon kahimsog,hil
sad,gid naguiliran ko,hil
sad,naguiliran ko gid,hil
sad,kaayo naguiliran ko,hil
sad,naguiliran ko kaayo,hil
sad,grabe naguiliran ko,hil
sad,naguiliran ko grabe,hil
sad,super naguiliran ko,hil
sad,naguiliran ko super,hil
sad,talaga naguiliran ko,hil
sad,naguiliran ko talaga,hil
sad,nasubo ko sa login,hil
sad,nasubo ko sa account ko,hil
sad,nasubo ko sa appointment,hil
sad,nasubo ko sa password,hil
sad,nasubo ko sa medconnect,hil
sad,nasubo ko sa pag-book,hil
sad,nasubo ko sa registration,hil
sad,nasubo ko parte sa appointment,hil
sad,nasubo ko sa akon kahimsog,hil
sad,gid nasubo ko,hil
sad,nasubo ko gid,hil
sad,kaayo nasubo ko,hil
sad,nasubo ko kaayo,hil
sad,grabe nasubo ko,hil
sad,nasubo ko grabe,hil
sad,super nasubo ko,hil
sad,nasubo ko super,hil
sad,talaga nasubo ko,hil
sad,nasubo ko talaga,hil
lonely,lonely,en
lonely,lonely with login,en
lonely,lonely with sign in,en
lonely,lonely with my account,en
lonely,lonely with appointment,en
lonely,lonely with booking,en
lonely,lonely with password,en
lonely,lonely with medconnect,en
lonely,lonely with the website,en
lonely,lonely with registration,en
lonely,lonely about my appointment,en
lonely,lonely about my health,en
lonely,lonely about my records,en
lonely,lonely so,en
lonely,very lonely,en
lonely,lonely very,en
lonely,really lonely,en
lonely,lonely really,en
lonely,super lonely,en
lonely,lonely super,en
lonely,extremely lonely,en
lonely,lonely extremely,en
lonely,quite lonely,en
lonely,lonely quite,en
lonely,i feel lonely with login,en
lonely,i feel lonely with sign in,en
lonely,i feel lonely with my account,en
lonely,i feel lonely with appointment,en
lonely,i feel lonely with booking,en
lonely,i feel lonely with password,en
lonely,i feel lonely with medconnect,en
lonely,i feel lonely with the website,en
lonely,i feel lonely with registration,en
lonely,i feel lonely about my appointment,en
lonely,i feel lonely about my health,en
lonely,i feel lonely about my records,en
lonely,so i feel lonely,en
lonely,i feel lonely so,en
lonely,very i feel lonely,en
lonely,i feel lonely very,en
lonely,really i feel lonely,en
lonely,i feel lonely really,en
lonely,super i feel lonely,en
lonely,i feel lonely super,en
lonely,extremely i feel lonely,en
lonely,i feel lonely extremely,en
lonely,quite i feel lonely,en
lonely,i feel lonely quite,en
lonely,i'm alone with login,en
lonely,i'm alone with sign in,en
lonely,i'm alone with my account,en
lonely,i'm alone with appointment,en
lonely,i'm alone with booking,en
lonely,i'm alone with password,en
lonely,i'm alone with medconnect,en
lonely,i'm alone with the website,en
lonely,i'm alone with registration,en
lonely,i'm alone about my appointment,en
lonely,i'm alone about my health,en
lonely,i'm alone about my records,en
lonely,so i'm alone,en
lonely,i'm alone so,en
lonely,very i'm alone,en
lonely,i'm alone very,en
lonely,really i'm alone,en
lonely,i'm alone really,en
lonely,super i'm alone,en
lonely,i'm alone super,en
lonely,extremely i'm alone,en
lonely,i'm alone extremely,en
lonely,quite i'm alone,en
lonely,i'm alone quite,en
lonely,so lonely with login,en
lonely,so lonely with sign in,en
lonely,so lonely with my account,en
lonely,so lonely with appointment,en
lonely,so lonely with booking,en
lonely,so lonely with password,en
lonely,so lonely with medconnect,en
lonely,so lonely with the website,en
lonely,so lonely with registration,en
lonely,so lonely about my appointment,en
lonely,so lonely about my health,en
lonely,so lonely about my records,en
lonely,so so lonely,en
lonely,so lonely so,en
lonely,very so lonely,en
lonely,so lonely very,en
lonely,really so lonely,en
lonely,so lonely really,en
lonely,super so lonely,en
lonely,so lonely super,en
lonely,extremely so lonely,en
lonely,so lonely extremely,en
lonely,quite so lonely,en
lonely,so lonely quite,en
lonely,feel alone,en
lonely,feel alone with login,en
lonely,feel alone with sign in,en
lonely,feel alone with my account,en
lonely,feel alone with appointment,en
lonely,feel alone with booking,en
lonely,feel alone with password,en
lonely,feel alone with medconnect,en
lonely,feel alone with the website,en
lonely,feel alone with registration,en
lonely,feel alone about my appointment,en
lonely,feel alone about my health,en
lonely,feel alone about my records,en
lonely,so feel alone,en
lonely,feel alone so,en
lonely,very feel alone,en
lonely,feel alone very,en
lonely,really feel alone,en
lonely,feel alone really,en
lonely,super feel alone,en
lonely,feel alone super,en
lonely,extremely feel alone,en
lonely,feel alone extremely,en
lonely,quite feel alone,en
lonely,feel alone quite,en
lonely,no one to talk to,en
lonely,no one to talk to with login,en
lonely,no one to talk to with sign in,en
lonely,no one to talk to with my account,en
lonely,no one to talk to with appointment,en
lonely,no one to talk to with booking,en
lonely,no one to talk to with password,en
lonely,no one to talk to with medconnect,en
lonely,no one to talk to with the website,en
lonely,no one to talk to with registration,en
lonely,no one to talk to about my appointment,en
lonely,no one to talk to about my health,en
lonely,no one to talk to about my records,en
lonely,so no one to talk to,en
lonely,no one to talk to so,en
lonely,very no one to talk to,en
lonely,no one to talk to very,en
lonely,really no one to talk to,en
lonely,no one to talk to really,en
lonely,super no one to talk to,en
lonely,no one to talk to super,en
lonely,extremely no one to talk to,en
lonely,no one to talk to extremely,en
lonely,quite no one to talk to,en
lonely,no one to talk to quite,en
lonely,malungkot mag-isa sa login,fil
lonely,malungkot mag-isa sa account ko,fil
lonely,malungkot mag-isa sa appointment,fil
lonely,malungkot mag-isa sa password,fil
lonely,malungkot mag-isa sa medconnect,fil
lonely,malungkot mag-isa sa pag-book,fil
lonely,malungkot mag-isa sa registration,fil
lonely,malungkot mag-isa tungkol sa appointment,fil
lonely,malungkot mag-isa sa kalusugan ko,fil
lonely,sobrang malungkot mag-isa,fil
lonely,malungkot mag-isa sobrang,fil
lonely,talaga malungkot mag-isa,fil
lonely,malungkot mag-isa talaga,fil
lonely,grabe malungkot mag-isa,fil
lonely,malungkot mag-isa grabe,fil
lonely,napaka malungkot mag-isa,fil
lonely,malungkot mag-isa napaka,fil
lonely,super malungkot mag-isa,fil
lonely,malungkot mag-isa super,fil
lonely,wala akong kasama sa login,fil
lonely,wala akong kasama sa account ko,fil
lonely,wala akong kasama sa appointment,fil
lonely,wala akong kasama sa password,fil
lonely,wala akong kasama sa medconnect,fil
lonely,wala akong kasama sa pag-book,fil
lonely,wala akong kasama sa registration,fil
lonely,wala akong kasama tungkol sa appointment,fil
lonely,wala akong kasama sa kalusugan ko,fil
lonely,sobrang wala akong kasama,fil
lonely,wala akong kasama sobrang,fil
lonely,talaga wala akong kasama,fil
lonely,wala akong kasama talaga,fil
lonely,grabe wala akong kasama,fil
lonely,wala akong kasama grabe,fil
lonely,napaka wala akong kasama,fil
lonely,wala akong kasama napaka,fil
lonely,super wala akong kasama,fil
lonely,wala akong kasama super,fil
lonely,alone ako,fil
lonely,alone ako sa login,fil
lonely,alone ako sa account ko,fil
lonely,alone ako sa appointment,fil
lonely,alone ako sa password,fil
lonely,alone ako sa medconnect,fil
lonely,alone ako sa pag-book,fil
lonely,alone ako sa registration,fil
lonely,alone ako tungkol sa appointment,fil
lonely,alone ako sa kalusugan ko,fil
lonely,sobrang alone ako,fil
lonely,alone ako sobrang,fil
lonely,talaga alone ako,fil
lonely,alone ako talaga,fil
lonely,grabe alone ako,fil
lonely,alone ako grabe,fil
lonely,napaka alone ako,fil
lonely,alone ako napaka,fil
lonely,super alone ako,fil
lonely,alone ako super,fil
lonely,lonely ako,fil
lonely,lonely ako sa login,fil
lonely,lonely ako sa account ko,fil
lonely,lonely ako sa appointment,fil
lonely,lonely ako sa password,fil
lonely,lonely ako sa medconnect,fil
lonely,lonely ako sa pag-book,fil
lonely,lonely ako sa registration,fil
lonely,lonely ako tungkol sa appointment,fil
lonely,lonely ako sa kalusugan ko,fil
lonely,sobrang lonely ako,fil
lonely,lonely ako sobrang,fil
lonely,talaga lonely ako,fil
lonely,lonely ako talaga,fil
lonely,grabe lonely ako,fil
lonely,lonely ako grabe,fil
lonely,napaka lonely ako,fil
lonely,lonely ako napaka,fil
lonely,super lonely ako,fil
lonely,lonely ako super,fil
lonely,mag-isa lang ako,fil
lonely,mag-isa lang ako sa login,fil
lonely,mag-isa lang ako sa account ko,fil
lonely,mag-isa lang ako sa appointment,fil
lonely,mag-isa lang ako sa password,fil
lonely,mag-isa lang ako sa medconnect,fil
lonely,mag-isa lang ako sa pag-book,fil
lonely,mag-isa lang ako sa registration,fil
lonely,mag-isa lang ako tungkol sa appointment,fil
lonely,mag-isa lang ako sa kalusugan ko,fil
lonely,sobrang mag-isa lang ako,fil
lonely,mag-isa lang ako sobrang,fil
lonely,talaga mag-isa lang ako,fil
lonely,mag-isa lang ako talaga,fil
lonely,grabe mag-isa lang ako,fil
lonely,mag-isa lang ako grabe,fil
lonely,napaka mag-isa lang ako,fil
lonely,mag-isa lang ako napaka,fil
lonely,super mag-isa lang ako,fil
lonely,mag-isa lang ako super,fil
lonely,wala ko sang upod sa login,hil
lonely,wala ko sang upod sa account ko,hil
lonely,wala ko sang upod sa appointment,hil
lonely,wala ko sang upod sa password,hil
lonely,wala ko sang upod sa medconnect,hil
lonely,wala ko sang upod sa pag-book,hil
lonely,wala ko sang upod sa registration,hil
lonely,wala ko sang upod parte sa appointment,hil
lonely,wala ko sang upod sa akon kahimsog,hil
lonely,gid wala ko sang upod,hil
lonely,wala ko sang upod gid,hil
lonely,kaayo wala ko sang upod,hil
lonely,wala ko sang upod kaayo,hil
lonely,grabe wala ko sang upod,hil
lonely,wala ko sang upod grabe,hil
lonely,super wala ko sang upod,hil
lonely,wala ko sang upod super,hil
lonely,talaga wala ko sang upod,hil
lonely,wala ko sang upod talaga,hil
lonely,daw ako lang isa sa login,hil
lonely,daw ako lang isa sa account ko,hil
lonely,daw ako lang isa sa appointment,hil
lonely,daw ako lang isa sa password,hil
lonely,daw ako lang isa sa medconnect,hil
lonely,daw ako lang isa sa pag-book,hil
lonely,daw ako lang isa sa registration,hil
lonely,daw ako lang isa parte sa appointment,hil
lonely,daw ako lang isa sa akon kahimsog,hil
lonely,gid daw ako lang isa,hil
lonely,daw ako lang isa gid,hil
lonely,kaayo daw ako lang isa,hil
lonely,daw ako lang isa kaayo,hil
lonely,grabe daw ako lang isa,hil
lonely,daw ako lang isa grabe,hil
lonely,super daw ako lang isa,hil
lonely,daw ako lang isa super,hil
lonely,talaga daw ako lang isa,hil
lonely,daw ako lang isa talaga,hil
lonely,alone lang ko sa login,hil
lonely,alone lang ko sa account ko,hil
lonely,alone lang ko sa appointment,hil
lonely,alone lang ko sa password,hil
lonely,alone lang ko sa medconnect,hil
lonely,alone lang ko sa pag-book,hil
lonely,alone lang ko sa registration,hil
lonely,alone lang ko parte sa appointment,hil
lonely,alone lang ko sa akon kahimsog,hil
lonely,gid alone lang ko,hil
lonely,alone lang ko gid,hil
lonely,kaayo alone lang ko,hil
lonely,alone lang ko kaayo,hil
lonely,grabe alone lang ko,hil
lonely,alone lang ko grabe,hil
lonely,super alone lang ko,hil
lonely,alone lang ko super,hil
lonely,talaga alone lang ko,hil
lonely,alone lang ko talaga,hil
lonely,lonely ko,hil
lonely,lonely ko sa login,hil
lonely,lonely ko sa account ko,hil
lonely,lonely ko sa appointment,hil
lonely,lonely ko sa password,hil
lonely,lonely ko sa medconnect,hil
lonely,lonely ko sa pag-book,hil
lonely,lonely ko sa registration,hil
lonely,lonely ko parte sa appointment,hil
lonely,lonely ko sa akon kahimsog,hil
lonely,gid lonely ko,hil
lonely,lonely ko gid,hil
lonely,kaayo lonely ko,hil
lonely,lonely ko kaayo,hil
lonely,grabe lonely ko,hil
lonely,lonely ko grabe,hil
lonely,super lonely ko,hil
lonely,lonely ko super,hil
lonely,talaga lonely ko,hil
lonely,lonely ko talaga,hil
lonely,isa lang ko,hil
lonely,isa lang ko sa login,hil
lonely,isa lang ko sa account ko,hil
lonely,isa lang ko sa appointment,hil
lonely,isa lang ko sa password,hil
lonely,isa lang ko sa medconnect,hil
lonely,isa lang ko sa pag-book,hil
lonely,isa lang ko sa registration,hil
lonely,isa lang ko parte sa appointment,hil
lonely,isa lang ko sa akon kahimsog,hil
lonely,gid isa lang ko,hil
lonely,isa lang ko gid,hil
lonely,kaayo isa lang ko,hil
lonely,isa lang ko kaayo,hil
lonely,grabe isa lang ko,hil
lonely,isa lang ko grabe,hil
lonely,super isa lang ko,hil
lonely,isa lang ko super,hil
lonely,talaga isa lang ko,hil
lonely,isa lang ko talaga,hil
afraid,scared,en
afraid,scared with login,en
afraid,scared with sign in,en
afraid,scared with my account,en
afraid,scared with appointment,en
afraid,scared with booking,en
afraid,scared with password,en
afraid,scared with medconnect,en
afraid,scared with the website,en
afraid,scared with registration,en
afraid,scared about my appointment,en
afraid,scared about my health,en
afraid,scared about my records,en
afraid,scared so,en
afraid,very scared,en
afraid,scared very,en
afraid,really scared,en
afraid,scared really,en
afraid,super scared,en
afraid,scared super,en
afraid,extremely scared,en
afraid,scared extremely,en
afraid,quite scared,en
afraid,scared quite,en
afraid,i'm scared with login,en
afraid,i'm scared with sign in,en
afraid,i'm scared with my account,en
afraid,i'm scared with appointment,en
afraid,i'm scared with booking,en
afraid,i'm scared with password,en
afraid,i'm scared with medconnect,en
afraid,i'm scared with the website,en
afraid,i'm scared with registration,en
afraid,i'm scared about my appointment,en
afraid,i'm scared about my health,en
afraid,i'm scared about my records,en
afraid,so i'm scared,en
afraid,i'm scared so,en
afraid,very i'm scared,en
afraid,i'm scared very,en
afraid,really i'm scared,en
afraid,i'm scared really,en
afraid,super i'm scared,en
afraid,i'm scared super,en
afraid,extremely i'm scared,en
afraid,i'm scared extremely,en
afraid,quite i'm scared,en
afraid,i'm scared quite,en
afraid,afraid,en
afraid,afraid with login,en
afraid,afraid with sign in,en
afraid,afraid with my account,en
afraid,afraid with appointment,en
