hiligaynon_term,english_term,medical_category,severity,triage_level,status
nagdugo gid bilad akon gid,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilad akon subong,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilad gid ko,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilad ko,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilad ko ako,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilad ko akon,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilad ko akon gid,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilad ko akon subong,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilad ko gid,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilad ko gid ko,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilad ko ko,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilad ko ko gid,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat ako,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat akon,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat akon gid,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat akon subong,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat gid ko,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat ko,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat ko ako,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat ko akon,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat ko akon gid,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat ko akon subong,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat ko gid,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat ko gid ko,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat ko ko,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid bilat ko ko gid,vaginal bleeding,gynecologic_symptom,Severe,urgent,active
nagdugo gid ilong ko,nosebleed,Bleeding,Medium,urgent,active
nagdugo gid kamot ko,hand bleeding,Bleeding,Medium,urgent,active
nagdugo gid pilas ko,bleeding wound,Bleeding,High,emergency,active
nagdugo gid pilas ku,bleeding wound,Bleeding,High,emergency,active
nagdugo gid tiil ko,foot bleeding,Bleeding,Medium,urgent,active
nagdugo gid tudlo ko,finger bleeding,Bleeding,Medium,urgent,active
nagdugo gid ulo ko,head bleeding,Bleeding,High,emergency,active
nagdugo gid ulo ku,head bleeding,Bleeding,High,emergency,active
nagdugo ilong ko,nosebleed,Bleeding,Medium,urgent,active
nagdugo kamot ko,hand bleeding,Bleeding,Medium,urgent,active
nagdugo pilas ko,bleeding wound,Wound,High,emergency,active
nagdugo pilas ko kag ginahilanat ko,bleeding wound with fever,Infection,High,emergency,active
nagdugo pilas ko sa batiis,leg wound,Wound,Medium,urgent,active
nagdugo pilas ko sa buuk,arm wound,Wound,Medium,urgent,active
nagdugo pilas ko sa kamot,hand wound,Wound,Medium,urgent,active
nagdugo pilas ko sa likod,back wound,Wound,Medium,urgent,active
nagdugo pilas ko sa paa,foot wound,Wound,Medium,urgent,active
nagdugo pilas ko sa tiil,foot wound,Wound,Medium,urgent,active
nagdugo pilas ko sa tiyan,abdominal wound,Wound,Medium,urgent,active
nagdugo pilas ko sa tudlo,finger wound,Wound,Medium,urgent,active
nagdugo pilas ko sa ulo,head wound,Wound,Medium,urgent,active
nagdugo pilas ko upod sang ginahilanat ko,bleeding wound with fever,Infection,High,emergency,active
nagdugo pilas ku,bleeding wound,Wound,High,emergency,active
nagdugo pilas sa batiis ko,leg wound,Wound,Medium,urgent,active
nagdugo pilas sa buuk ko,arm wound,Wound,Medium,urgent,active
nagdugo pilas sa kamot ko,hand wound,Wound,Medium,urgent,active
nagdugo pilas sa likod ko,back wound,Wound,Medium,urgent,active
nagdugo pilas sa paa ko,foot wound,Wound,Medium,urgent,active
nagdugo pilas sa tiil ko,foot wound,Wound,Medium,urgent,active
nagdugo pilas sa tiyan ko,abdominal wound,Wound,Medium,urgent,active
nagdugo pilas sa tudlo ko,finger wound,Wound,Medium,urgent,active
nagdugo pilas sa ulo ko,head wound,Wound,Medium,urgent,active
nagdugo tiil ko,foot bleeding,Bleeding,Medium,urgent,active
nagdugo tudlo ko,finger bleeding,Bleeding,Medium,urgent,active
nagdugo ulo ko,head bleeding,Trauma,Critical,emergency,active
nagdugo ulo ko kag nahilo ko,head bleeding with dizziness,Trauma,Critical,emergency,active
nagdugo ulo ko pagkatapos natumba,head bleeding after fall,Trauma,Critical,emergency,active
nagdugo ulo ko upod sang nahilo ko,head bleeding with dizziness,Trauma,Critical,emergency,active
nagdugo ulo ku,head bleeding,Trauma,Critical,emergency,active
nagdugo ulo ku pagkatapos natumba,head bleeding after fall,Trauma,Critical,emergency,active
nahuad ko,fall injury,Trauma,Medium,urgent,active
naipit ang kamot ko,crush injury,Trauma,High,urgent,active
naipit ko,crush injury,Trauma,High,urgent,active
naka-inom ko sang lason,poisoning,Emergency,Critical,emergency,active
naka-inom sang tambal sobra,medication overdose,Emergency,Critical,emergency,active
nakuryente ako,electrical injury,Trauma,Critical,emergency,active
nakuryente gamay ko,minor electrical shock,Trauma,Medium,urgent,active
nakuryente gid ko,electrical injury,Trauma,Critical,emergency,active
nakuryente gid ku,electrical injury,Trauma,Critical,emergency,active
nakuryente ko,electrical injury,Trauma,Critical,emergency,active
nakuryente ko sang kuryente,electrical injury,Trauma,Critical,emergency,active
nakuryente ku,electrical injury,Trauma,Critical,emergency,active
nakuryente ku sang kuryente,electrical injury,Trauma,Critical,emergency,active
nalumos ko,drowning,Emergency,Critical,emergency,active
nana ari,penile infection,infection,High,urgent,active
nana bilat,vaginal infection,infection,High,urgent,active
nasunog akon balat,skin burn,Burn,Medium,urgent,active
nasunog akon batiis,leg burn,Burn,Medium,urgent,active
nasunog akon buuk,arm burn,Burn,Medium,urgent,active
nasunog akon kamot,hand burn,Burn,Medium,urgent,active
nasunog akon lawas,body burn,Burn,High,urgent,active
nasunog akon mata,eye burn,Burn,High,emergency,active
nasunog akon tiil,foot burn,Burn,Medium,urgent,active
nasunog akon tiyan,abdominal burn,Burn,Medium,urgent,active
nasunog balat ko,skin burn,Burn,Medium,urgent,active
nasunog batiis ko,leg burn,Burn,Medium,urgent,active
nasunog buuk ko,arm burn,Burn,Medium,urgent,active
nasunog gid balat ko,skin burn,Burn,Medium,urgent,active
nasunog gid batiis ko,leg burn,Burn,Medium,urgent,active
nasunog gid buuk ko,arm burn,Burn,Medium,urgent,active
nasunog gid kamot ko,hand burn,Burn,Medium,urgent,active
nasunog gid lawas ko,body burn,Burn,High,urgent,active
nasunog gid mata ko,eye burn,Burn,High,emergency,active
nasunog gid tiil ko,foot burn,Burn,Medium,urgent,active
nasunog gid tiyan ko,abdominal burn,Burn,Medium,urgent,active
nasunog kamot ko,hand burn,Burn,Medium,urgent,active
nasunog ko ang balat,skin burn,Burn,Medium,urgent,active
nasunog ko ang batiis,leg burn,Burn,Medium,urgent,active
nasunog ko ang buuk,arm burn,Burn,Medium,urgent,active
nasunog ko ang kamot,hand burn,Burn,Medium,urgent,active
nasunog ko ang lawas,body burn,Burn,High,urgent,active
nasunog ko ang mata,eye burn,Burn,High,emergency,active
nasunog ko ang tiil,foot burn,Burn,Medium,urgent,active
nasunog ko ang tiyan,abdominal burn,Burn,Medium,urgent,active
nasunog lawas ko,body burn,Burn,High,urgent,active
nasunog mata ko,eye burn,Burn,High,emergency,active
nasunog tiil ko,foot burn,Burn,Medium,urgent,active
nasunog tiyan ko,abdominal burn,Burn,Medium,urgent,active
natabunan ko,choking,Emergency,Critical,emergency,active
natabunan sang pagkaon,choking on food,Emergency,Critical,emergency,active
natumba ko,fall injury,Trauma,Medium,urgent,active
natumba ko kag nasamdan ulo ko,head injury from fall,Trauma,Critical,emergency,active
natumba ku kag nasamdan ulo ko,head injury from fall,Trauma,Critical,emergency,active
nautod acun buuk,amputated arm,Trauma,Critical,emergency,active
nautod acun kamot,amputated hand,Trauma,Critical,emergency,active
nautod acun kuko,nail avulsion,Trauma,Critical,emergency,active
nautod acun paa,amputated foot,Trauma,Critical,emergency,active
nautod acun tiil,amputated foot,Trauma,Critical,emergency,active
nautod acun tudlo,amputated finger,Trauma,Critical,emergency,active
nautod akon buuk,amputated arm,Trauma,Critical,emergency,active
nautod akon kamot,amputated hand,Trauma,Critical,emergency,active
nautod akon kuko,nail avulsion,Trauma,Critical,emergency,active
nautod akon paa,amputated foot,Trauma,Critical,emergency,active
nautod akon tiil,amputated foot,Trauma,Critical,emergency,active
nautod akon tudlo,amputated finger,Trauma,Critical,emergency,active
nautod ang acun buuk,amputated arm,Trauma,Critical,emergency,active
nautod ang acun kamot,amputated hand,Trauma,Critical,emergency,active
nautod ang acun kuko,nail avulsion,Trauma,Critical,emergency,active
nautod ang acun paa,amputated foot,Trauma,Critical,emergency,active
nautod ang acun tiil,amputated foot,Trauma,Critical,emergency,active
nautod ang acun tudlo,amputated finger,Trauma,Critical,emergency,active
nautod ang akon buuk,amputated arm,Trauma,Critical,emergency,active
nautod ang akon kamot,amputated hand,Trauma,Critical,emergency,active
nautod ang akon kuko,nail avulsion,Trauma,Critical,emergency,active
nautod ang akon paa,amputated foot,Trauma,Critical,emergency,active
nautod ang akon tiil,amputated foot,Trauma,Critical,emergency,active
nautod ang akon tudlo,amputated finger,Trauma,Critical,emergency,active
nautod ang buuk ko,amputated arm,Trauma,Critical,emergency,active
nautod ang buuk ku,amputated arm,Trauma,Critical,emergency,active
nautod ang kamot ko,amputated hand,Trauma,Critical,emergency,active
nautod ang kamot ku,amputated hand,Trauma,Critical,emergency,active
nautod ang kuko ko,nail avulsion,Trauma,Critical,emergency,active
nautod ang kuko ku,nail avulsion,Trauma,Critical,emergency,active
nautod ang paa ko,amputated foot,Trauma,Critical,emergency,active
nautod ang paa ku,amputated foot,Trauma,Critical,emergency,active
nautod ang tiil ko,amputated foot,Trauma,Critical,emergency,active
nautod ang tiil ku,amputated foot,Trauma,Critical,emergency,active
nautod ang tudlo ko,amputated finger,Trauma,Critical,emergency,active
nautod ang tudlo ku,amputated finger,Trauma,Critical,emergency,active
nautod ari ko,penile amputation,trauma,Critical,emergency,active
nautod ari ko,penis amputation,trauma,Critical,emergency,active
nautod ari ko ko,penis amputation,trauma,Critical,emergency,active
nautod ary ko,penis amputation,trauma,Critical,emergency,active
nautod ary ko ko,penis amputation,trauma,Critical,emergency,active
nautod bilad ko,vagina amputation,trauma,Critical,emergency,active
nautod bilad ko ko,vagina amputation,trauma,Critical,emergency,active
nautod bilat ko,vagina amputation,trauma,Critical,emergency,active
nautod bilat ko ko,vagina amputation,trauma,Critical,emergency,active
nautod buuk ko,amputated arm,Trauma,Critical,emergency,active
nautod buuk ku,amputated arm,Trauma,Critical,emergency,active
nautod gid acun buuk,amputated arm,Trauma,Critical,emergency,active
nautod gid acun kamot,amputated hand,Trauma,Critical,emergency,active
nautod gid acun kuko,nail avulsion,Trauma,Critical,emergency,active
nautod gid acun paa,amputated foot,Trauma,Critical,emergency,active
nautod gid acun tiil,amputated foot,Trauma,Critical,emergency,active
nautod gid acun tudlo,amputated finger,Trauma,Critical,emergency,active
nautod gid akon buuk,amputated arm,Trauma,Critical,emergency,active
nautod gid akon kamot,amputated hand,Trauma,Critical,emergency,active
nautod gid akon kuko,nail avulsion,Trauma,Critical,emergency,active
nautod gid akon paa,amputated foot,Trauma,Critical,emergency,active
nautod gid akon tiil,amputated foot,Trauma,Critical,emergency,active
nautod gid akon tudlo,amputated finger,Trauma,Critical,emergency,active
nautod gid buuk ko,amputated arm,Trauma,Critical,emergency,active
nautod gid buuk ku,amputated arm,Trauma,Critical,emergency,active
nautod gid kamot ko,amputated hand,Trauma,Critical,emergency,active
nautod gid kamot ku,amputated hand,Trauma,Critical,emergency,active
nautod gid kuko ko,nail avulsion,Trauma,Critical,emergency,active
nautod gid kuko ku,nail avulsion,Trauma,Critical,emergency,active
nautod gid paa ko,amputated foot,Trauma,Critical,emergency,active
nautod gid paa ku,amputated foot,Trauma,Critical,emergency,active
nautod gid tiil ko,amputated foot,Trauma,Critical,emergency,active
nautod gid tiil ku,amputated foot,Trauma,Critical,emergency,active
nautod gid tudlo ko,amputated finger,Trauma,Critical,emergency,active
nautod gid tudlo ku,amputated finger,Trauma,Critical,emergency,active
nautod itlog ko,testicle amputation,trauma,Critical,emergency,active
nautod itlog ko ko,testicle amputation,trauma,Critical,emergency,active
nautod itlug ko,testicle amputation,trauma,Critical,emergency,active
nautod itlug ko ko,testicle amputation,trauma,Critical,emergency,active
nautod kamot ko,amputated hand,Trauma,Critical,emergency,active
nautod kamot ku,amputated hand,Trauma,Critical,emergency,active
nautod ko ang acun buuk,amputated arm,Trauma,Critical,emergency,active
nautod ko ang acun kamot,amputated hand,Trauma,Critical,emergency,active
nautod ko ang acun kuko,nail avulsion,Trauma,Critical,emergency,active
nautod ko ang acun paa,amputated foot,Trauma,Critical,emergency,active
nautod ko ang acun tiil,amputated foot,Trauma,Critical,emergency,active
nautod ko ang acun tudlo,amputated finger,Trauma,Critical,emergency,active
nautod ko ang akon buuk,amputated arm,Trauma,Critical,emergency,active
nautod ko ang akon kamot,amputated hand,Trauma,Critical,emergency,active
nautod ko ang akon kuko,nail avulsion,Trauma,Critical,emergency,active
nautod ko ang akon paa,amputated foot,Trauma,Critical,emergency,active
nautod ko ang akon tiil,amputated foot,Trauma,Critical,emergency,active
nautod ko ang akon tudlo,amputated finger,Trauma,Critical,emergency,active
nautod ko ang buuk ko,amputated arm,Trauma,Critical,emergency,active
nautod ko ang kamot ko,amputated hand,Trauma,Critical,emergency,active
nautod ko ang kuko ko,nail avulsion,Trauma,Critical,emergency,active
nautod ko ang paa ko,amputated foot,Trauma,Critical,emergency,active
nautod ko ang tiil ko,amputated foot,Trauma,Critical,emergency,active
nautod ko ang tudlo ko,amputated finger,Trauma,Critical,emergency,active
nautod ku ang akon buuk,amputated arm,Trauma,Critical,emergency,active
nautod ku ang akon kamot,amputated hand,Trauma,Critical,emergency,active
nautod ku ang akon kuko,nail avulsion,Trauma,Critical,emergency,active
nautod ku ang akon paa,amputated foot,Trauma,Critical,emergency,active
nautod ku ang akon tiil,amputated foot,Trauma,Critical,emergency,active
nautod ku ang akon tudlo,amputated finger,Trauma,Critical,emergency,active
nautod ku ang buuk ko,amputated arm,Trauma,Critical,emergency,active
nautod ku ang kamot ko,amputated hand,Trauma,Critical,emergency,active
nautod ku ang kuko ko,nail avulsion,Trauma,Critical,emergency,active
nautod ku ang paa ko,amputated foot,Trauma,Critical,emergency,active
nautod ku ang tiil ko,amputated foot,Trauma,Critical,emergency,active
nautod ku ang tudlo ko,amputated finger,Trauma,Critical,emergency,active
nautod kuko ko,nail avulsion,Trauma,Critical,emergency,active
nautod kuko ku,nail avulsion,Trauma,Critical,emergency,active
nautod na akon buuk,amputated arm,Trauma,Critical,emergency,active
nautod na akon kamot,amputated hand,Trauma,Critical,emergency,active
nautod na akon kuko,nail avulsion,Trauma,Critical,emergency,active
nautod na akon paa,amputated foot,Trauma,Critical,emergency,active
nautod na akon tiil,amputated foot,Trauma,Critical,emergency,active
nautod na akon tudlo,amputated finger,Trauma,Critical,emergency,active
nautod na ang akon buuk,amputated arm,Trauma,Critical,emergency,active
nautod na ang akon kamot,amputated hand,Trauma,Critical,emergency,active
nautod na ang akon kuko,nail avulsion,Trauma,Critical,emergency,active
nautod na ang akon paa,amputated foot,Trauma,Critical,emergency,active
nautod na ang akon tiil,amputated foot,Trauma,Critical,emergency,active
nautod na ang akon tudlo,amputated finger,Trauma,Critical,emergency,active
nautod na ang buuk ko,amputated arm,Trauma,Critical,emergency,active
nautod na ang kamot ko,amputated hand,Trauma,Critical,emergency,active
nautod na ang kuko ko,nail avulsion,Trauma,Critical,emergency,active
nautod na ang paa ko,amputated foot,Trauma,Critical,emergency,active
nautod na ang tiil ko,amputated foot,Trauma,Critical,emergency,active
nautod na ang tudlo ko,amputated finger,Trauma,Critical,emergency,active
nautod na buuk ko,amputated arm,Trauma,Critical,emergency,active
nautod na gid akon buuk,amputated arm,Trauma,Critical,emergency,active
nautod na gid akon kamot,amputated hand,Trauma,Critical,emergency,active
nautod na gid akon kuko,nail avulsion,Trauma,Critical,emergency,active
nautod na gid akon paa,amputated foot,Trauma,Critical,emergency,active
nautod na gid akon tiil,amputated foot,Trauma,Critical,emergency,active
nautod na gid akon tudlo,amputated finger,Trauma,Critical,emergency,active
nautod na gid buuk ko,amputated arm,Trauma,Critical,emergency,active
nautod na gid kamot ko,amputated hand,Trauma,Critical,emergency,active
nautod na gid kuko ko,nail avulsion,Trauma,Critical,emergency,active
nautod na gid paa ko,amputated foot,Trauma,Critical,emergency,active
nautod na gid tiil ko,amputated foot,Trauma,Critical,emergency,active
nautod na gid tudlo ko,amputated finger,Trauma,Critical,emergency,active
nautod na kamot ko,amputated hand,Trauma,Critical,emergency,active
nautod na ko ang akon buuk,amputated arm,Trauma,Critical,emergency,active
nautod na ko ang akon kamot,amputated hand,Trauma,Critical,emergency,active
nautod na ko ang akon kuko,nail avulsion,Trauma,Critical,emergency,active
nautod na ko ang akon paa,amputated foot,Trauma,Critical,emergency,active
nautod na ko ang akon tiil,amputated foot,Trauma,Critical,emergency,active
nautod na ko ang akon tudlo,amputated finger,Trauma,Critical,emergency,active
nautod na ko ang buuk ko,amputated arm,Trauma,Critical,emergency,active
nautod na ko ang kamot ko,amputated hand,Trauma,Critical,emergency,active
nautod na ko ang kuko ko,nail avulsion,Trauma,Critical,emergency,active
nautod na ko ang paa ko,amputated foot,Trauma,Critical,emergency,active
nautod na ko ang tiil ko,amputated foot,Trauma,Critical,emergency,active
nautod na ko ang tudlo ko,amputated finger,Trauma,Critical,emergency,active
nautod na kuko ko,nail avulsion,Trauma,Critical,emergency,active
nautod na paa ko,amputated foot,Trauma,Critical,emergency,active
nautod na tiil ko,amputated foot,Trauma,Critical,emergency,active
nautod na tudlo ko,amputated finger,Trauma,Critical,emergency,active
nautod na tudlo ko sang makina,amputated finger,Trauma,Critical,emergency,active
nautod paa ko,amputated foot,Trauma,Critical,emergency,active
nautod paa ku,amputated foot,Trauma,Critical,emergency,active
nautod tiil ko,amputated foot,Trauma,Critical,emergency,active
nautod tiil ku,amputated foot,Trauma,Critical,emergency,active
nautod tudlo ko,amputated finger,Trauma,Critical,emergency,active
nautod tudlo ko sang makina,amputated finger,Trauma,Critical,emergency,active
nautod tudlo ku,amputated finger,Trauma,Critical,emergency,active
nautod tudlo ku sang makina,amputated finger,Trauma,Critical,emergency,active
parotitis,mumps,Infectious,Medium,urgent,active
perme budlay magginhawa ko,difficulty breathing,Respiratory,Critical,emergency,active
perme gasakit dughan ko,chest pain,Cardiovascular,High,emergency,active
perme ginkagat sang ido ko,dog bite,Bite,Critical,emergency,active
perme may nana akon mata,eye infection,Infection,High,urgent,active
perme nabali kamot ko,hand fracture,Fracture,High,emergency,active
perme nagdugo ulo ko,head bleeding,Bleeding,Critical,emergency,active
perme nga budlay magginhawa ko,difficulty breathing,Respiratory,Critical,emergency,active
perme nga gasakit dughan ko,chest pain,Cardiovascular,High,emergency,active
perme nga ginkagat sang ido ko,dog bite,Bite,Critical,emergency,active
perme nga may nana akon mata,eye infection,Infection,High,urgent,active
perme nga nabali kamot ko,hand fracture,Fracture,High,emergency,active
perme nga nagdugo ulo ko,head bleeding,Bleeding,Critical,emergency,active
pneumonia,pneumonia,Respiratory,Critical,emergency,active
posible budlay magginhawa ko,difficulty breathing,Respiratory,Critical,emergency,active
posible gasakit dughan ko,chest pain,Cardiovascular,High,emergency,active
posible ginkagat sang ido ko,dog bite,Bite,Critical,emergency,active
posible may nana akon mata,eye infection,Infection,High,urgent,active
posible nabali kamot ko,hand fracture,Fracture,High,emergency,active
posible nagdugo ulo ko,head bleeding,Bleeding,Critical,emergency,active
posible nga budlay magginhawa ko,difficulty breathing,Respiratory,Critical,emergency,active
posible nga gasakit dughan ko,chest pain,Cardiovascular,High,emergency,active
posible nga ginkagat sang ido ko,dog bite,Bite,Critical,emergency,active
posible nga may nana akon mata,eye infection,Infection,High,urgent,active
posible nga nabali kamot ko,hand fracture,Fracture,High,emergency,active
posible nga nagdugo ulo ko,head bleeding,Bleeding,Critical,emergency,active
pulmonya,pneumonia,Respiratory,Critical,emergency,active
rayuma,arthritis,Musculoskeletal,Medium,urgent,active
rheumatism,arthritis,Musculoskeletal,Medium,urgent,active
sakit bato,kidney disease,Urinary,High,urgent,active
sakit dughan ko kag dula ginhawa ko,chest pain with shortness of breath,Cardiovascular,Critical,emergency,active
sakit dughan ko kag gahika ko,chest pain with cough,Cardiovascular,Critical,emergency,active
sakit dughan ko upod sang dula ginhawa ko,chest pain with shortness of breath,Cardiovascular,Critical,emergency,active
sakit dughan ko upod sang gahika ko,chest pain with cough,Cardiovascular,Critical,emergency,active
sakit puso,heart disease,Cardiovascular,High,urgent,active
sakit sa kidney,kidney disease,Urinary,High,urgent,active
sakit sa sikmura ulcer,peptic ulcer,Digestive,Medium,urgent,active
sakit sa tagipusuon,heart disease,Cardiovascular,High,urgent,active
semana na may nana akon mata,eye infection,Infection,High,urgent,active
semana na may pilas ko sa kamot,hand wound,Wound,Medium,urgent,active
sip-on,common cold,Respiratory,Mild,non_urgent,active
sipon,common cold,Respiratory,Mild,non_urgent,active
skin infection,skin infection,Infection,Medium,urgent,active
stroke,stroke,Neurological,Critical,emergency,active
subong gadugo bilat ko,vaginal bleeding,gynecologic_symptom,High,urgent,active
subong gahubag kamot ko kag nagdugo kamot ko,hand swelling with bleeding,Trauma,High,emergency,active
subong gahubag lawas ko kag gakatol lawas ko,body swelling with itching,Allergy,High,emergency,active
subong gahubag tungod ko kag ginahilanat ko,throat swelling with fever,ENT,High,emergency,active
subong gin kagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
subong gin kagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
subong gin kagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
subong gin kagat sang ido ko kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
subong gin kagat sang ido ko kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ko kag nag dugo gid,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ko kag nag dugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ko kag nag dugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ko kag nag dugo man,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ko kag nag dugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ku kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ku kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ku kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ku kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
subong ginkagat sang ido ku kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
subong ginsumbag ko kag nabun-og ulo gid,physical assault with head bruise,Trauma,High,emergency,active
subong ginsumbag ko kag nabun-og ulo gid ko,physical assault with head bruise,Trauma,High,emergency,active
subong ginsumbag ko kag nabun-og ulo ko gid,physical assault with head bruise,Trauma,High,emergency,active
subong ginsumbag ko kag nabun-og ulo man,physical assault with head bruise,Trauma,High,emergency,active
subong ginsumbag ko kag nabun-og ulo na gid,physical assault with head bruise,Trauma,High,emergency,active
subong ginsumbag ku kag nabun-og ulo gid,physical assault with head bruise,Trauma,High,emergency,active
subong ginsumbag ku kag nabun-og ulo gid ko,physical assault with head bruise,Trauma,High,emergency,active
subong ginsumbag ku kag nabun-og ulo ko gid,physical assault with head bruise,Trauma,High,emergency,active
subong ginsumbag ku kag nabun-og ulo man,physical assault with head bruise,Trauma,High,emergency,active
subong ginsumbag ku kag nabun-og ulo na gid,physical assault with head bruise,Trauma,High,emergency,active
subong lang may nana akon mata,eye infection,Infection,High,urgent,active
subong lang may pilas ko sa kamot,hand wound,Wound,Medium,urgent,active
subong may nana akon mata subong gid,eye infection,Infection,High,urgent,active
subong may nana akon mata subong gid ko,eye infection,Infection,High,urgent,active
subong may nana akon mata subong ko gid,eye infection,Infection,High,urgent,active
subong may nana akon mata subong man,eye infection,Infection,High,urgent,active
subong may nana akon mata subong na gid,eye infection,Infection,High,urgent,active
subong may nana sa bilat ko,vaginal infection,infection,High,urgent,active
subong may pilas ko sa kamot kag nag dugo gid,bleeding hand wound,Wound,High,emergency,active
subong may pilas ko sa kamot kag nag dugo gid ko,bleeding hand wound,Wound,High,emergency,active
subong may pilas ko sa kamot kag nag dugo ko gid,bleeding hand wound,Wound,High,emergency,active
subong may pilas ko sa kamot kag nag dugo man,bleeding hand wound,Wound,High,emergency,active
subong may pilas ko sa kamot kag nag dugo na gid,bleeding hand wound,Wound,High,emergency,active
subong may pilas ko sa kamot kag nagdugo gid,bleeding hand wound,Wound,High,emergency,active
subong may pilas ko sa kamot kag nagdugo gid ko,bleeding hand wound,Wound,High,emergency,active
subong may pilas ko sa kamot kag nagdugo ko gid,bleeding hand wound,Wound,High,emergency,active
subong may pilas ko sa kamot kag nagdugo man,bleeding hand wound,Wound,High,emergency,active
subong may pilas ko sa kamot kag nagdugo na gid,bleeding hand wound,Wound,High,emergency,active
subong may pilas ku sa kamot kag nagdugo gid,bleeding hand wound,Wound,High,emergency,active
subong may pilas ku sa kamot kag nagdugo gid ko,bleeding hand wound,Wound,High,emergency,active
subong may pilas ku sa kamot kag nagdugo ko gid,bleeding hand wound,Wound,High,emergency,active
subong may pilas ku sa kamot kag nagdugo man,bleeding hand wound,Wound,High,emergency,active
subong may pilas ku sa kamot kag nagdugo na gid,bleeding hand wound,Wound,High,emergency,active
subong nabali kamot ko sang natumba gid,hand fracture,Fracture,High,emergency,active
subong nabali kamot ko sang natumba gid ko,hand fracture,Fracture,High,emergency,active
subong nabali kamot ko sang natumba ko gid,hand fracture,Fracture,High,emergency,active
subong nabali kamot ko sang natumba man,hand fracture,Fracture,High,emergency,active
subong nabali kamot ko sang natumba na gid,hand fracture,Fracture,High,emergency,active
subong nabali kamot ku sang natumba gid,hand fracture,Fracture,High,emergency,active
subong nabali kamot ku sang natumba gid ko,hand fracture,Fracture,High,emergency,active
subong nabali kamot ku sang natumba ko gid,hand fracture,Fracture,High,emergency,active
subong nabali kamot ku sang natumba man,hand fracture,Fracture,High,emergency,active
subong nabali kamot ku sang natumba na gid,hand fracture,Fracture,High,emergency,active
subong nabali na kamot ko sang natumba gid,hand fracture,Fracture,High,emergency,active
subong nabali na kamot ko sang natumba gid ko,hand fracture,Fracture,High,emergency,active
