id,hiligaynon_complaint,normalized_symptom,english_translation,medical_term,body_part,pain_category,severity_level,alternative_spellings
2418,pareho grabe gid kirot abaga subong,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2419,pareho grabe gid sakit abaga gid,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2420,pareho hapdi abaga gid ko subong gid ko,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2421,pareho hapdi abaga ko man,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2422,pareho kirot abaga ko daw malala,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2423,pareho masakit grabeh akon abaga gid,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2424,pareho masakit grabeh akon abaga na gid,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2425,pareho may ara ko ginasakit abaga kagapon na gid,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2426,pareho may ara ko kirot abaga karon ako,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2427,pareho sakit abaga ko halin sang aga,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2428,pareho shoulder pain gid ko ko,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2429,pirmi ko masakit abaga ko,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2430,pirmi ko sakit abaga ko,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2431,saket abaga,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2432,sakit abaga,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2433,sakit abaga bah,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2434,sakit abaga gid,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2435,sakit abaga gid ko,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2436,sakit abaga ko,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2437,sakit abaga man,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2438,sakit abaga no,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2439,shoulder pain gid ko ako,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2440,skit abaga,shoulder pain,shoulder pain,shoulder pain,shoulder,musculoskeletal pain,medium,ginasakit abaga;masakit abaga;kirot abaga;sakit abaga;hapdi abaga
2441,ako sakit tutunlan karon gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2442,basin ako ginasakit tutunlan halin sang aga ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2443,basin daw ginasakit tutunlan gid ko ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2444,basin feel ko nga ginasakit tutunlan ko gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2445,basin ginasakit tutunlan ko ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2446,basin hapdi tutunlan ko ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2447,basin kirot tutunlan ko malala gid na gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2448,basin may throat pain ko na gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2449,basin nagasakit tutunlan ko ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2450,basin nagasakit tutunlan ko na gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2451,basin sakit tutunlan ko halin sang aga,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2452,basin throat pain gid ko ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2453,budlay tulon,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2454,budlay tulon bah,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2455,budlay tulon gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2456,budlay tulon gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2457,budlay tulon ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2458,budlay tulon man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2459,budlay tulon no,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2460,budlay tulon skit,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2461,budlay tutokn,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2462,daw ako sakit tutunlan sige,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2463,daw daw hapdi tutunlan gid ko ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2464,daw daw sakit tutunlan gid ko ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2465,daw feel ko nga sore throat ko ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2466,daw feel ko nga sore throat ko gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2467,daw masakit gid akon tutunlan gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2468,daw nagasakit tutunlan ko man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2469,daw sakit tutunlan ko pirmi man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2470,daw throat pain gid ko ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2471,feel ko nga feel ko nga hapdi tutunlan ko na gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2472,feel ko nga ginasakit tutunlan ko gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2473,feel ko nga ginasakit tutunlan ko ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2474,feel ko nga grabe gid hapdi tutunlan man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2475,feel ko nga grabe gid sore throat ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2476,feel ko nga hapdi tutunlan ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2477,feel ko nga kirot tutunlan ko daw malala,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2478,feel ko nga kirot tutunlan ko grabeh subong,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2479,feel ko nga masakit gid akon tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2480,feel ko nga masakit sing malala akon tutunlan subong,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2481,feel ko nga masakit sobra akon tutunlan gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2482,feel ko nga may ara ko hapdi tutunlan kagapon ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2483,feel ko nga may ara ko sakit tutunlan subong ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2484,feel ko nga may ara ko sore throat pirmi ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2485,feel ko nga may ara ko sore throat pirmi subong,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2486,feel ko nga nagasakit tutunlan ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2487,feel ko nga sakit tutunlan ko subong ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2488,feel ko nga throat pain gid ko man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2489,feel ko nga throat pain gid ko na gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2490,ginasaket tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2491,ginasakit tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2492,ginasakit tutunlan bah,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2493,ginasakit tutunlan gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2494,ginasakit tutunlan gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2495,ginasakit tutunlan ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2496,ginasakit tutunlan ko gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2497,ginasakit tutunlan ko subong,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2498,ginasakit tutunlan man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2499,ginasakit tutunlan no,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2500,ginaskit tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2501,grabe gid budlay tulon gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2502,grabe gid budlay tutokn gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2503,hapde tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2504,hapdi tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2505,hapdi tutunlan bah,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2506,hapdi tutunlan gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2507,hapdi tutunlan gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2508,hapdi tutunlan ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2509,hapdi tutunlan ko subong,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2510,hapdi tutunlan man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2511,hapdi tutunlan no,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2512,hapdi tutunlan skit,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2513,kirot tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2514,kirot tutunlan bah,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2515,kirot tutunlan gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2516,kirot tutunlan gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2517,kirot tutunlan gid ko subong ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2518,kirot tutunlan ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2519,kirot tutunlan ko grabeh subong,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2520,kirot tutunlan ko sing malala na gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2521,kirot tutunlan man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2522,kirot tutunlan no,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2523,kirot tutunlan skit,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2524,kirt tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2525,masaket tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2526,Masaket tutunlan ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2527,masakit grabeh akon tutunlan subong,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2528,masakit tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2529,masakit tutunlan bah,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2530,masakit tutunlan gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2531,masakit tutunlan gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2532,Masakit tutunlan ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2533,masakit tutunlan man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2534,masakit tutunlan no,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2535,masakti tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2536,maskit tutunlan,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2537,may ara ko masakit tutunlan sige gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2538,may ara ko nga daw kirot tutunlan gid ko gid ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2539,may ara ko nga daw kirot tutunlan gid ko man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2540,may ara ko nga daw masakit tutunlan gid ko man,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2541,may ara ko nga feel ko nga masakit tutunlan ko subong,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2542,may ara ko nga ginasakit tutunlan ko,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2543,may ara ko nga grabe gid kirot tutunlan ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2544,may ara ko nga hapdi tutunlan ko ako,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2545,may ara ko nga kirot tutunlan ko gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
2546,may ara ko nga kirot tutunlan ko grabe gid,throat pain,throat pain,pharyngitis,throat,pharyngeal pain,medium,ginasakit tutunlan;masakit tutunlan;hapdi tutunlan;sakit tutunlan;kirot tutunlan;budlay tulon;sore throat
