hiligaynon_term,english_term,medical_category,severity,triage_level,status,body_part,symptom
grabe gid ginakapos bilad akon ko,vagina difficulty breathing,respiratory,Critical,emergency,active,vagina,difficulty breathing
bilad ginakapos,vagina difficulty breathing,respiratory,Critical,emergency,active,vagina,difficulty breathing
ginakapos lawas ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos lawas akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos lawas ko akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos lawas akon ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos ko lawas,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos akon lawas,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos ko akon lawas,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos akon ko lawas,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos gid lawas ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos grabe lawas ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos grabe gid lawas ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos gid lawas akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos grabe lawas akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos grabe gid lawas akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos gid lawas ko akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos grabe lawas ko akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos grabe gid lawas ko akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos gid lawas akon ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos grabe lawas akon ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos grabe gid lawas akon ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos lawas,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos gid lawas,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos grabe lawas,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos grabe gid lawas,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
may ginakapos sa lawas ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
may ginakapos sa lawas akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
may ginakapos sa lawas ko akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
may ginakapos sa lawas akon ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
may ginakapos lawas ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
may ginakapos lawas akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
may ginakapos lawas ko akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
may ginakapos lawas akon ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
lawas ko ginakapos,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
lawas akon ginakapos,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
lawas ko akon ginakapos,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
lawas akon ko ginakapos,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ko lawas ginakapos,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
akon lawas ginakapos,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ko akon lawas ginakapos,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
akon ko lawas ginakapos,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos gid ko lawas,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos gid akon lawas,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos gid ko akon lawas,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos gid akon ko lawas,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
gid ginakapos lawas ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
grabe ginakapos lawas ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
grabe gid ginakapos lawas ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
gid ginakapos lawas akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
grabe ginakapos lawas akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
grabe gid ginakapos lawas akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
gid ginakapos lawas ko akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
grabe ginakapos lawas ko akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
grabe gid ginakapos lawas ko akon,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
gid ginakapos lawas akon ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
grabe ginakapos lawas akon ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
grabe gid ginakapos lawas akon ko,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
lawas ginakapos,body difficulty breathing,respiratory,Critical,emergency,active,body,difficulty breathing
ginakapos bayag ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos bayag akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos bayag ko akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos bayag akon ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos ko bayag,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos akon bayag,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos ko akon bayag,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos akon ko bayag,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos gid bayag ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos grabe bayag ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos grabe gid bayag ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos gid bayag akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos grabe bayag akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos grabe gid bayag akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos gid bayag ko akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos grabe bayag ko akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos grabe gid bayag ko akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos gid bayag akon ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos grabe bayag akon ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos grabe gid bayag akon ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos bayag,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos gid bayag,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos grabe bayag,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos grabe gid bayag,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
may ginakapos sa bayag ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
may ginakapos sa bayag akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
may ginakapos sa bayag ko akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
may ginakapos sa bayag akon ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
may ginakapos bayag ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
may ginakapos bayag akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
may ginakapos bayag ko akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
may ginakapos bayag akon ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
bayag ko ginakapos,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
bayag akon ginakapos,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
bayag ko akon ginakapos,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
bayag akon ko ginakapos,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ko bayag ginakapos,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
akon bayag ginakapos,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ko akon bayag ginakapos,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
akon ko bayag ginakapos,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos gid ko bayag,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos gid akon bayag,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos gid ko akon bayag,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos gid akon ko bayag,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
gid ginakapos bayag ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
grabe ginakapos bayag ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
grabe gid ginakapos bayag ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
gid ginakapos bayag akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
grabe ginakapos bayag akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
grabe gid ginakapos bayag akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
gid ginakapos bayag ko akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
grabe ginakapos bayag ko akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
grabe gid ginakapos bayag ko akon,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
gid ginakapos bayag akon ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
grabe ginakapos bayag akon ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
grabe gid ginakapos bayag akon ko,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
bayag ginakapos,scrotum difficulty breathing,respiratory,Critical,emergency,active,scrotum,difficulty breathing
ginakapos kipay ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos kipay akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos kipay ko akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos kipay akon ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos ko kipay,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos akon kipay,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos ko akon kipay,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos akon ko kipay,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos gid kipay ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos grabe kipay ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos grabe gid kipay ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos gid kipay akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos grabe kipay akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos grabe gid kipay akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos gid kipay ko akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos grabe kipay ko akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos grabe gid kipay ko akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos gid kipay akon ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos grabe kipay akon ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos grabe gid kipay akon ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos kipay,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos gid kipay,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos grabe kipay,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos grabe gid kipay,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
may ginakapos sa kipay ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
may ginakapos sa kipay akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
may ginakapos sa kipay ko akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
may ginakapos sa kipay akon ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
may ginakapos kipay ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
may ginakapos kipay akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
may ginakapos kipay ko akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
may ginakapos kipay akon ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
kipay ko ginakapos,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
kipay akon ginakapos,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
kipay ko akon ginakapos,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
kipay akon ko ginakapos,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ko kipay ginakapos,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
akon kipay ginakapos,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ko akon kipay ginakapos,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
akon ko kipay ginakapos,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos gid ko kipay,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos gid akon kipay,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos gid ko akon kipay,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos gid akon ko kipay,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
gid ginakapos kipay ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
grabe ginakapos kipay ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
grabe gid ginakapos kipay ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
gid ginakapos kipay akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
grabe ginakapos kipay akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
grabe gid ginakapos kipay akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
gid ginakapos kipay ko akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
grabe ginakapos kipay ko akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
grabe gid ginakapos kipay ko akon,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
gid ginakapos kipay akon ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
grabe ginakapos kipay akon ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
grabe gid ginakapos kipay akon ko,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
kipay ginakapos,vulva difficulty breathing,respiratory,Critical,emergency,active,vulva,difficulty breathing
ginakapos mata ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos mata akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos mata ko akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos mata akon ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos ko mata,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos akon mata,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos ko akon mata,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos akon ko mata,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos gid mata ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos grabe mata ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos grabe gid mata ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos gid mata akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos grabe mata akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos grabe gid mata akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos gid mata ko akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos grabe mata ko akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos grabe gid mata ko akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos gid mata akon ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos grabe mata akon ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos grabe gid mata akon ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos mata,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos gid mata,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos grabe mata,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos grabe gid mata,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
may ginakapos sa mata ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
may ginakapos sa mata akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
may ginakapos sa mata ko akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
may ginakapos sa mata akon ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
may ginakapos mata ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
may ginakapos mata akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
may ginakapos mata ko akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
may ginakapos mata akon ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
mata ko ginakapos,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
mata akon ginakapos,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
mata ko akon ginakapos,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
mata akon ko ginakapos,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ko mata ginakapos,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
akon mata ginakapos,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ko akon mata ginakapos,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
akon ko mata ginakapos,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos gid ko mata,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos gid akon mata,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos gid ko akon mata,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos gid akon ko mata,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
gid ginakapos mata ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
grabe ginakapos mata ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
grabe gid ginakapos mata ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
gid ginakapos mata akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
grabe ginakapos mata akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
grabe gid ginakapos mata akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
gid ginakapos mata ko akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
grabe ginakapos mata ko akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
grabe gid ginakapos mata ko akon,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
gid ginakapos mata akon ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
grabe ginakapos mata akon ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
grabe gid ginakapos mata akon ko,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
mata ginakapos,eye difficulty breathing,respiratory,Critical,emergency,active,eye,difficulty breathing
ginakapos baba ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos baba akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos baba ko akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos baba akon ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos ko baba,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos akon baba,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos ko akon baba,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos akon ko baba,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos gid baba ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos grabe baba ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos grabe gid baba ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos gid baba akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos grabe baba akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos grabe gid baba akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos gid baba ko akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos grabe baba ko akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos grabe gid baba ko akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos gid baba akon ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos grabe baba akon ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos grabe gid baba akon ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos baba,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos gid baba,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos grabe baba,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos grabe gid baba,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
may ginakapos sa baba ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
may ginakapos sa baba akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
may ginakapos sa baba ko akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
may ginakapos sa baba akon ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
may ginakapos baba ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
may ginakapos baba akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
may ginakapos baba ko akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
may ginakapos baba akon ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
baba ko ginakapos,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
baba akon ginakapos,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
baba ko akon ginakapos,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
baba akon ko ginakapos,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ko baba ginakapos,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
akon baba ginakapos,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ko akon baba ginakapos,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
akon ko baba ginakapos,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos gid ko baba,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos gid akon baba,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos gid ko akon baba,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
ginakapos gid akon ko baba,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
gid ginakapos baba ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
grabe ginakapos baba ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
grabe gid ginakapos baba ko,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
gid ginakapos baba akon,chin difficulty breathing,respiratory,Critical,emergency,active,chin,difficulty breathing
