phrase,english,concept,language,status
abnormal platelet phosphatidylserine exposure,Abnormal Platelet Phosphatidylserine Exposure,abnormal_platelet_phosphatidylserine_exposure,english,active
abnormal platelet shape,Abnormal Platelet Shape,abnormal_platelet_shape,english,active
abnormal platelet volume,Abnormal Platelet Volume,abnormal_platelet_volume,english,active
abnormal platysma muscle morphology,Abnormal Platysma Muscle Morphology,abnormal_platysma_muscle_morphology,english,active
abnormal play,Abnormal Play,abnormal_play,english,active
abnormal pleura morphology,Abnormal Pleura Morphology,abnormal_pleura_morphology,english,active
abnormal pns synaptic transmission,Abnormal PNS Synaptic Transmission,abnormal_pns_synaptic_transmission,english,active
abnormal podocyte morphology,Abnormal Podocyte Morphology,abnormal_podocyte_morphology,english,active
abnormal pons morphology,Abnormal Pons Morphology,abnormal_pons_morphology,english,active
abnormal portal venous system morphology,Abnormal Portal Venous System Morphology,abnormal_portal_venous_system_morphology,english,active
abnormal position of hair whorl,Abnormal Position of Hair Whorl,abnormal_position_of_hair_whorl,english,active
abnormal position of the lacrimal punctum,Abnormal Position of the Lacrimal Punctum,abnormal_position_of_the_lacrimal_punctum,english,active
abnormal posterior circulating artery morphology,Abnormal Posterior Circulating Artery Morphology,abnormal_posterior_circulating_artery_morphology,english,active
abnormal posterior cranial fossa morphology,Abnormal Posterior Cranial Fossa Morphology,abnormal_posterior_cranial_fossa_morphology,english,active
abnormal posterior eye segment morphology,Abnormal Posterior Eye Segment Morphology,abnormal_posterior_eye_segment_morphology,english,active
abnormal posterior periventricular white matter morphology,Abnormal Posterior Periventricular White Matter Morphology,abnormal_posterior_periventricular_white_matter_morphology,english,active
abnormal posterior pituitary morphogenesis,Abnormal Posterior Pituitary Morphogenesis,abnormal_posterior_pituitary_morphogenesis,english,active
abnormal posterior segment imaging,Abnormal Posterior Segment Imaging,abnormal_posterior_segment_imaging,english,active
abnormal posterior semicircular canal morphology,Abnormal Posterior Semicircular Canal Morphology,abnormal_posterior_semicircular_canal_morphology,english,active
abnormal postural reaction,Abnormal Postural Reaction,abnormal_postural_reaction,english,active
abnormal postural reflex,Abnormal Postural Reflex,abnormal_postural_reflex,english,active
abnormal posture,Abnormal Posture,abnormal_posture,english,active
abnormal posturing,Abnormal Posturing,abnormal_posturing,english,active
abnormal pr interval,Abnormal PR Interval,abnormal_pr_interval,english,active
abnormal pr segment,Abnormal PR Segment,abnormal_pr_segment,english,active
abnormal preimplantation embryonic development,Abnormal Preimplantation Embryonic Development,abnormal_preimplantation_embryonic_development,english,active
abnormal premolar morphology,Abnormal Premolar Morphology,abnormal_premolar_morphology,english,active
abnormal preoccupation,Abnormal Preoccupation,abnormal_preoccupation,english,active
abnormal preputium morphology,Abnormal Preputium Morphology,abnormal_preputium_morphology,english,active
abnormal presence of ultra-large von willebrand factor multimers,Abnormal Presence of Ultra-large Von Willebrand Factor Multimers,abnormal_presence_of_ultra-large_von_willebrand_factor_multi,english,active
abnormal primary molar morphology,Abnormal Primary Molar Morphology,abnormal_primary_molar_morphology,english,active
abnormal prints on feet,Abnormal Prints On Feet,abnormal_prints_on_feet,english,active
abnormal probe-to-bone test,Abnormal Probe-to-bone Test,abnormal_probe-to-bone_test,english,active
abnormal proerythroblast morphology,Abnormal Proerythroblast Morphology,abnormal_proerythroblast_morphology,english,active
abnormal prolactin level,Abnormal Prolactin Level,abnormal_prolactin_level,english,active
abnormal prominence of the crus of the ear,Abnormal Prominence of the Crus of the Ear,abnormal_prominence_of_the_crus_of_the_ear,english,active
abnormal proportion of cd19+/cd21low b cells,Abnormal Proportion of CD19+/CD21low B Cells,abnormal_proportion_of_cd19+/cd21low_b_cells,english,active
abnormal proportion of cd19+cd27+igd- cells,Abnormal Proportion of CD19+CD27+IgD- Cells,abnormal_proportion_of_cd19+cd27+igd-_cells,english,active
abnormal proportion of cd19+cd38+igm+ cells,Abnormal Proportion of CD19+CD38+IgM+ Cells,abnormal_proportion_of_cd19+cd38+igm+_cells,english,active
abnormal proportion of cd4+ memory t cells,Abnormal Proportion of CD4+ Memory T Cells,abnormal_proportion_of_cd4+_memory_t_cells,english,active
abnormal proportion of cd4+ t cells,Abnormal Proportion of CD4+ T Cells,abnormal_proportion_of_cd4+_t_cells,english,active
abnormal proportion of cd4+cd29+ cells,Abnormal Proportion of CD4+CD29+ Cells,abnormal_proportion_of_cd4+cd29+_cells,english,active
abnormal proportion of cd4+cd45ra+ cells,Abnormal Proportion of CD4+CD45RA+ Cells,abnormal_proportion_of_cd4+cd45ra+_cells,english,active
abnormal proportion of cd4-positive helper t cells,Abnormal Proportion of CD4-positive Helper T Cells,abnormal_proportion_of_cd4-positive_helper_t_cells,english,active
abnormal proportion of cd4-positive memory t cells,Abnormal Proportion of CD4-positive Memory T Cells,abnormal_proportion_of_cd4-positive_memory_t_cells,english,active
abnormal proportion of cd4-positive t cells,Abnormal Proportion of CD4-positive T Cells,abnormal_proportion_of_cd4-positive_t_cells,english,active
"abnormal proportion of cd4-positive, alpha-beta t cells","Abnormal Proportion of CD4-positive, Alpha-beta T Cells","abnormal_proportion_of_cd4-positive,_alpha-beta_t_cells",english,active
abnormal proportion of cd8+ t cells,Abnormal Proportion of CD8+ T Cells,abnormal_proportion_of_cd8+_t_cells,english,active
abnormal proportion of cd8-positive memory t cells,Abnormal Proportion of CD8-positive Memory T Cells,abnormal_proportion_of_cd8-positive_memory_t_cells,english,active
abnormal proportion of cd8-positive t cells,Abnormal Proportion of CD8-positive T Cells,abnormal_proportion_of_cd8-positive_t_cells,english,active
abnormal proportion of cd8-positive temra t cells,Abnormal Proportion of CD8-positive TEMRA T Cells,abnormal_proportion_of_cd8-positive_temra_t_cells,english,active
"abnormal proportion of cd8-positive, alpha-beta t cells","Abnormal Proportion of CD8-positive, Alpha-beta T Cells","abnormal_proportion_of_cd8-positive,_alpha-beta_t_cells",english,active
abnormal proportion of central memory cd8-positive t cells,Abnormal Proportion of Central Memory CD8-positive T Cells,abnormal_proportion_of_central_memory_cd8-positive_t_cells,english,active
abnormal proportion of circulating t-helper cells,Abnormal Proportion of Circulating T-helper Cells,abnormal_proportion_of_circulating_t-helper_cells,english,active
abnormal proportion of class-switched memory b cells,Abnormal Proportion of Class-switched Memory B Cells,abnormal_proportion_of_class-switched_memory_b_cells,english,active
abnormal proportion of double-negative regulatory t cell,Abnormal Proportion of Double-negative Regulatory T Cell,abnormal_proportion_of_double-negative_regulatory_t_cell,english,active
abnormal proportion of effector memory cd8-positive t cells,Abnormal Proportion of Effector Memory CD8-positive T Cells,abnormal_proportion_of_effector_memory_cd8-positive_t_cells,english,active
abnormal proportion of exhausted t cells,Abnormal Proportion of Exhausted T Cells,abnormal_proportion_of_exhausted_t_cells,english,active
abnormal proportion of gamma-delta t cells,Abnormal Proportion of Gamma-delta T Cells,abnormal_proportion_of_gamma-delta_t_cells,english,active
abnormal proportion of gamma-delta t lymphocytes,Abnormal Proportion of Gamma-delta T Lymphocytes,abnormal_proportion_of_gamma-delta_t_lymphocytes,english,active
abnormal proportion of gammadelta t cells,Abnormal Proportion of Gammadelta T Cells,abnormal_proportion_of_gammadelta_t_cells,english,active
abnormal proportion of hla dr+ cd4+ t cells,Abnormal Proportion of HLA DR+ CD4+ T Cells,abnormal_proportion_of_hla_dr+_cd4+_t_cells,english,active
abnormal proportion of hla dr+ cd8+ t cells,Abnormal Proportion of HLA DR+ CD8+ T Cells,abnormal_proportion_of_hla_dr+_cd8+_t_cells,english,active
abnormal proportion of immature b cells,Abnormal Proportion of Immature B Cells,abnormal_proportion_of_immature_b_cells,english,active
abnormal proportion of marginal zone b cells,Abnormal Proportion of Marginal Zone B Cells,abnormal_proportion_of_marginal_zone_b_cells,english,active
abnormal proportion of memory b cells,Abnormal Proportion of Memory B Cells,abnormal_proportion_of_memory_b_cells,english,active
abnormal proportion of memory t cells,Abnormal Proportion of Memory T Cells,abnormal_proportion_of_memory_t_cells,english,active
abnormal proportion of naive b cells,Abnormal Proportion of Naive B Cells,abnormal_proportion_of_naive_b_cells,english,active
abnormal proportion of naive cd4 t cells,Abnormal Proportion of Naive CD4 T Cells,abnormal_proportion_of_naive_cd4_t_cells,english,active
abnormal proportion of naive cd8 t cells,Abnormal Proportion of Naive CD8 T Cells,abnormal_proportion_of_naive_cd8_t_cells,english,active
abnormal proportion of naive t cells,Abnormal Proportion of Naive T Cells,abnormal_proportion_of_naive_t_cells,english,active
"abnormal proportion of naive thymus-derived cd4-positive, alpha-beta t cells","Abnormal Proportion of Naive Thymus-derived CD4-positive, Alpha-beta T Cells","abnormal_proportion_of_naive_thymus-derived_cd4-positive,_al",english,active
"abnormal proportion of naive thymus-derived, alpha-beta t cells","Abnormal Proportion of Naive Thymus-derived, Alpha-beta T Cells","abnormal_proportion_of_naive_thymus-derived,_alpha-beta_t_ce",english,active
abnormal proportion of non-class-switched memory b cells,Abnormal Proportion of Non-class-switched Memory B Cells,abnormal_proportion_of_non-class-switched_memory_b_cells,english,active
abnormal proportion of regulatory t cells,Abnormal Proportion of Regulatory T Cells,abnormal_proportion_of_regulatory_t_cells,english,active
abnormal proportion of rte cd4+ t cells,Abnormal Proportion of RTE CD4+ T Cells,abnormal_proportion_of_rte_cd4+_t_cells,english,active
abnormal proportion of transitional b cells,Abnormal Proportion of Transitional B Cells,abnormal_proportion_of_transitional_b_cells,english,active
abnormal proportion of unswitched memory b cells,Abnormal Proportion of Unswitched Memory B Cells,abnormal_proportion_of_unswitched_memory_b_cells,english,active
abnormal prosody,Abnormal Prosody,abnormal_prosody,english,active
abnormal prostate morphology,Abnormal Prostate Morphology,abnormal_prostate_morphology,english,active
abnormal protein glycosylation,Abnormal Protein Glycosylation,abnormal_protein_glycosylation,english,active
abnormal protein n-linked glycosylation,Abnormal Protein N-linked Glycosylation,abnormal_protein_n-linked_glycosylation,english,active
abnormal protein o-linked glycosylation,Abnormal Protein O-linked Glycosylation,abnormal_protein_o-linked_glycosylation,english,active
abnormal prothrombin time,Abnormal Prothrombin Time,abnormal_prothrombin_time,english,active
abnormal proximal convoluted tubule morphology,Abnormal Proximal Convoluted Tubule Morphology,abnormal_proximal_convoluted_tubule_morphology,english,active
abnormal proximal femoral metaphysis morphology,Abnormal Proximal Femoral Metaphysis Morphology,abnormal_proximal_femoral_metaphysis_morphology,english,active
abnormal proximal phalanx morphology of the hand,Abnormal Proximal Phalanx Morphology of the Hand,abnormal_proximal_phalanx_morphology_of_the_hand,english,active
abnormal proximal radial epiphysis morphology,Abnormal Proximal Radial Epiphysis Morphology,abnormal_proximal_radial_epiphysis_morphology,english,active
abnormal proximal ulnar epiphysis morphology,Abnormal Proximal Ulnar Epiphysis Morphology,abnormal_proximal_ulnar_epiphysis_morphology,english,active
abnormal psychotic pattern,Abnormal Psychotic Pattern,abnormal_psychotic_pattern,english,active
abnormal pt,Abnormal PT,abnormal_pt,english,active
abnormal pubic bone morphology,Abnormal Pubic Bone Morphology,abnormal_pubic_bone_morphology,english,active
abnormal pulmonary alveolar system development,Abnormal Pulmonary Alveolar System Development,abnormal_pulmonary_alveolar_system_development,english,active
abnormal pulmonary alveolar system morphology,Abnormal Pulmonary Alveolar System Morphology,abnormal_pulmonary_alveolar_system_morphology,english,active
abnormal pulmonary artery morphology,Abnormal Pulmonary Artery Morphology,abnormal_pulmonary_artery_morphology,english,active
abnormal pulmonary artery physiology,Abnormal Pulmonary Artery Physiology,abnormal_pulmonary_artery_physiology,english,active
abnormal pulmonary circulation,Abnormal Pulmonary Circulation,abnormal_pulmonary_circulation,english,active
abnormal pulmonary fissure architecture,Abnormal Pulmonary Fissure Architecture,abnormal_pulmonary_fissure_architecture,english,active
abnormal pulmonary fissure count,Abnormal Pulmonary Fissure Count,abnormal_pulmonary_fissure_count,english,active
abnormal pulmonary fissure morphology,Abnormal Pulmonary Fissure Morphology,abnormal_pulmonary_fissure_morphology,english,active
abnormal pulmonary function test,Abnormal Pulmonary Function Test,abnormal_pulmonary_function_test,english,active
abnormal pulmonary interstitial morphology,Abnormal Pulmonary Interstitial Morphology,abnormal_pulmonary_interstitial_morphology,english,active
abnormal pulmonary lobation,Abnormal Pulmonary Lobation,abnormal_pulmonary_lobation,english,active
abnormal pulmonary lymphatics,Abnormal Pulmonary Lymphatics,abnormal_pulmonary_lymphatics,english,active
abnormal pulmonary situs morphology,Abnormal Pulmonary Situs Morphology,abnormal_pulmonary_situs_morphology,english,active
abnormal pulmonary thoracic imaging finding,Abnormal Pulmonary Thoracic Imaging Finding,abnormal_pulmonary_thoracic_imaging_finding,english,active
abnormal pulmonary type ii cell morphology,Abnormal Pulmonary Type II Cell Morphology,abnormal_pulmonary_type_ii_cell_morphology,english,active
abnormal pulmonary valve cusp morphology,Abnormal Pulmonary Valve Cusp Morphology,abnormal_pulmonary_valve_cusp_morphology,english,active
abnormal pulmonary valve morphology,Abnormal Pulmonary Valve Morphology,abnormal_pulmonary_valve_morphology,english,active
abnormal pulmonary valve physiology,Abnormal Pulmonary Valve Physiology,abnormal_pulmonary_valve_physiology,english,active
abnormal pulmonary vein morphology,Abnormal Pulmonary Vein Morphology,abnormal_pulmonary_vein_morphology,english,active
abnormal pulmonary vein physiology,Abnormal Pulmonary Vein Physiology,abnormal_pulmonary_vein_physiology,english,active
abnormal pulse,Abnormal Pulse,abnormal_pulse,english,active
abnormal pulse pressure,Abnormal Pulse Pressure,abnormal_pulse_pressure,english,active
abnormal pupil morphology,Abnormal Pupil Morphology,abnormal_pupil_morphology,english,active
abnormal pupil shape,Abnormal Pupil Shape,abnormal_pupil_shape,english,active
abnormal pupillary function,Abnormal Pupillary Function,abnormal_pupillary_function,english,active
abnormal pupillary light reflex,Abnormal Pupillary Light Reflex,abnormal_pupillary_light_reflex,english,active
abnormal pupillary morphology,Abnormal Pupillary Morphology,abnormal_pupillary_morphology,english,active
abnormal putamen morphology,Abnormal Putamen Morphology,abnormal_putamen_morphology,english,active
abnormal pyramidal sign,Abnormal Pyramidal Sign,abnormal_pyramidal_sign,english,active
abnormal pyramidal tract morphology,Abnormal Pyramidal Tract Morphology,abnormal_pyramidal_tract_morphology,english,active
abnormal pyruvate-family amino acid levels in cerebrospinal fluid,Abnormal Pyruvate-family Amino Acid Levels in Cerebrospinal Fluid,abnormal_pyruvate-family_amino_acid_levels_in_cerebrospinal_,english,active
abnormal q wave,Abnormal Q Wave,abnormal_q_wave,english,active
abnormal qrs axis,Abnormal QRS Axis,abnormal_qrs_axis,english,active
abnormal qrs complex,Abnormal QRS Complex,abnormal_qrs_complex,english,active
abnormal qrs voltage,Abnormal QRS Voltage,abnormal_qrs_voltage,english,active
abnormal qt interval,Abnormal QT Interval,abnormal_qt_interval,english,active
abnormal quality of facial expression,Abnormal Quality of Facial Expression,abnormal_quality_of_facial_expression,english,active
abnormal r wave,Abnormal R Wave,abnormal_r_wave,english,active
abnormal radial artery morphology,Abnormal Radial Artery Morphology,abnormal_radial_artery_morphology,english,active
abnormal radial epiphysis morphology,Abnormal Radial Epiphysis Morphology,abnormal_radial_epiphysis_morphology,english,active
abnormal radial metaphysis morphology,Abnormal Radial Metaphysis Morphology,abnormal_radial_metaphysis_morphology,english,active
abnormal radial ray morphology,Abnormal Radial Ray Morphology,abnormal_radial_ray_morphology,english,active
abnormal radioactive iodine uptake test result,Abnormal Radioactive Iodine Uptake Test Result,abnormal_radioactive_iodine_uptake_test_result,english,active
abnormal radiologic findings on dx imaging of left kidney,Abnormal Radiologic Findings On Dx Imaging of Left Kidney,abnormal_radiologic_findings_on_dx_imaging_of_left_kidney,english,active
abnormal radiologic findings on dx imaging of left testicle,Abnormal Radiologic Findings On Dx Imaging of Left Testicle,abnormal_radiologic_findings_on_dx_imaging_of_left_testicle,english,active
abnormal radiologic findings on dx imaging of r kidney,Abnormal Radiologic Findings On Dx Imaging of R Kidney,abnormal_radiologic_findings_on_dx_imaging_of_r_kidney,english,active
abnormal radiologic findings on dx imaging of right testicle,Abnormal Radiologic Findings On Dx Imaging of Right Testicle,abnormal_radiologic_findings_on_dx_imaging_of_right_testicle,english,active
abnormal radiologic findings on dx imaging of unsp kidney,Abnormal Radiologic Findings On Dx Imaging of Unsp Kidney,abnormal_radiologic_findings_on_dx_imaging_of_unsp_kidney,english,active
abnormal radiologic findings on dx imaging of unsp testicle,Abnormal Radiologic Findings On Dx Imaging of Unsp Testicle,abnormal_radiologic_findings_on_dx_imaging_of_unsp_testicle,english,active
"abnormal radlgc findings on dx imaging of testicles, bi","Abnormal Radlgc Findings On Dx Imaging of Testicles, Bi","abnormal_radlgc_findings_on_dx_imaging_of_testicles,_bi",english,active
abnormal rapid eye movement sleep,Abnormal Rapid Eye Movement Sleep,abnormal_rapid_eye_movement_sleep,english,active
abnormal rbc count,Abnormal RBC Count,abnormal_rbc_count,english,active
abnormal rectum morphology,Abnormal Rectum Morphology,abnormal_rectum_morphology,english,active
abnormal rectus muscle physiology,Abnormal Rectus Muscle Physiology,abnormal_rectus_muscle_physiology,english,active
abnormal red blood cell count,Abnormal Red Blood Cell Count,abnormal_red_blood_cell_count,english,active
abnormal red nucleus morphology,Abnormal Red Nucleus Morphology,abnormal_red_nucleus_morphology,english,active
abnormal reflex,Abnormal Reflex,abnormal_reflex,english,active
abnormal regional left ventricular contraction,Abnormal Regional Left Ventricular Contraction,abnormal_regional_left_ventricular_contraction,english,active
abnormal regulatory t cell proportion,Abnormal Regulatory T Cell Proportion,abnormal_regulatory_t_cell_proportion,english,active
abnormal relationship,Abnormal Relationship,abnormal_relationship,english,active
abnormal rem sleep,Abnormal REM Sleep,abnormal_rem_sleep,english,active
abnormal renal arteriole endothelium morphology,Abnormal Renal Arteriole Endothelium Morphology,abnormal_renal_arteriole_endothelium_morphology,english,active
abnormal renal arteriole intima/media morphology,Abnormal Renal Arteriole Intima/media Morphology,abnormal_renal_arteriole_intima/media_morphology,english,active
abnormal renal arteriole lumen morphology,Abnormal Renal Arteriole Lumen Morphology,abnormal_renal_arteriole_lumen_morphology,english,active
abnormal renal arteriole morphology,Abnormal Renal Arteriole Morphology,abnormal_renal_arteriole_morphology,english,active
abnormal renal artery morphology,Abnormal Renal Artery Morphology,abnormal_renal_artery_morphology,english,active
abnormal renal calyx morphology,Abnormal Renal Calyx Morphology,abnormal_renal_calyx_morphology,english,active
abnormal renal collecting system morphology,Abnormal Renal Collecting System Morphology,abnormal_renal_collecting_system_morphology,english,active
abnormal renal corpuscle morphology,Abnormal Renal Corpuscle Morphology,abnormal_renal_corpuscle_morphology,english,active
abnormal renal cortex morphology,Abnormal Renal Cortex Morphology,abnormal_renal_cortex_morphology,english,active
abnormal renal corticomedullary differentiation,Abnormal Renal Corticomedullary Differentiation,abnormal_renal_corticomedullary_differentiation,english,active
abnormal renal echogenicity,Abnormal Renal Echogenicity,abnormal_renal_echogenicity,english,active
abnormal renal function,Abnormal Renal Function,abnormal_renal_function,english,active
abnormal renal glomerular capsule morphology,Abnormal Renal Glomerular Capsule Morphology,abnormal_renal_glomerular_capsule_morphology,english,active
abnormal renal glomerulus morphology,Abnormal Renal Glomerulus Morphology,abnormal_renal_glomerulus_morphology,english,active
abnormal renal interstitial morphology,Abnormal Renal Interstitial Morphology,abnormal_renal_interstitial_morphology,english,active
abnormal renal medulla morphology,Abnormal Renal Medulla Morphology,abnormal_renal_medulla_morphology,english,active
abnormal renal morphology,Abnormal Renal Morphology,abnormal_renal_morphology,english,active
abnormal renal pelvis morphology,Abnormal Renal Pelvis Morphology,abnormal_renal_pelvis_morphology,english,active
abnormal renal physiology,Abnormal Renal Physiology,abnormal_renal_physiology,english,active
abnormal renal resorption,Abnormal Renal Resorption,abnormal_renal_resorption,english,active
abnormal renal tubular epithelial morphology,Abnormal Renal Tubular Epithelial Morphology,abnormal_renal_tubular_epithelial_morphology,english,active
abnormal renal tubular lumen morphology,Abnormal Renal Tubular Lumen Morphology,abnormal_renal_tubular_lumen_morphology,english,active
abnormal renal tubular luminal morphology,Abnormal Renal Tubular Luminal Morphology,abnormal_renal_tubular_luminal_morphology,english,active
abnormal renal tubular resorption,Abnormal Renal Tubular Resorption,abnormal_renal_tubular_resorption,english,active
abnormal renal tubule morphology,Abnormal Renal Tubule Morphology,abnormal_renal_tubule_morphology,english,active
abnormal renal vascular morphology,Abnormal Renal Vascular Morphology,abnormal_renal_vascular_morphology,english,active
abnormal repetitive mannerism,Abnormal Repetitive Mannerism,abnormal_repetitive_mannerism,english,active
abnormal reproductive system morphology,Abnormal Reproductive System Morphology,abnormal_reproductive_system_morphology,english,active
abnormal residual volume,Abnormal Residual Volume,abnormal_residual_volume,english,active
abnormal respiration,Abnormal Respiration,abnormal_respiration,english,active
abnormal respiratory epithelium morphology,Abnormal Respiratory Epithelium Morphology,abnormal_respiratory_epithelium_morphology,english,active
abnormal respiratory motile cilium morphology,Abnormal Respiratory Motile Cilium Morphology,abnormal_respiratory_motile_cilium_morphology,english,active
abnormal respiratory motile cilium physiology,Abnormal Respiratory Motile Cilium Physiology,abnormal_respiratory_motile_cilium_physiology,english,active
abnormal respiratory patterns,Abnormal Respiratory Patterns,abnormal_respiratory_patterns,english,active
abnormal respiratory system morphology,Abnormal Respiratory System Morphology,abnormal_respiratory_system_morphology,english,active
abnormal respiratory system physiology,Abnormal Respiratory System Physiology,abnormal_respiratory_system_physiology,english,active
abnormal response to acth stimulation test,Abnormal Response to ACTH Stimulation Test,abnormal_response_to_acth_stimulation_test,english,active
abnormal response to adrenocorticotropic-hormone stimulation test,Abnormal Response to Adrenocorticotropic-hormone Stimulation Test,abnormal_response_to_adrenocorticotropic-hormone_stimulation,english,active
abnormal response to corticotropin releasing hormone stimulation test,Abnormal Response to Corticotropin Releasing Hormone Stimulation Test,abnormal_response_to_corticotropin_releasing_hormone_stimula,english,active
abnormal response to corticotropin stimulation test,Abnormal Response to Corticotropin Stimulation Test,abnormal_response_to_corticotropin_stimulation_test,english,active
abnormal response to crh stimulation test,Abnormal Response to CRH Stimulation Test,abnormal_response_to_crh_stimulation_test,english,active
abnormal response to endocrine stimulation test,Abnormal Response to Endocrine Stimulation Test,abnormal_response_to_endocrine_stimulation_test,english,active
abnormal response to glucagon stimulation test,Abnormal Response to Glucagon Stimulation Test,abnormal_response_to_glucagon_stimulation_test,english,active
abnormal response to gnrh stimulation test,Abnormal Response to GnRH Stimulation Test,abnormal_response_to_gnrh_stimulation_test,english,active
abnormal response to gonadotropin-releasing hormone stimulation test,Abnormal Response to Gonadotropin-releasing Hormone Stimulation Test,abnormal_response_to_gonadotropin-releasing_hormone_stimulat,english,active
abnormal response to hcg stimulation test,Abnormal Response to HCG Stimulation Test,abnormal_response_to_hcg_stimulation_test,english,active
abnormal response to human chorionic gonadotrophin stimulation test,Abnormal Response to Human Chorionic Gonadotrophin Stimulation Test,abnormal_response_to_human_chorionic_gonadotrophin_stimulati,english,active
abnormal response to insulin tolerance test,Abnormal Response to Insulin Tolerance Test,abnormal_response_to_insulin_tolerance_test,english,active
"abnormal response to nerve stimulation, unspecified","Abnormal Response to Nerve Stimulation, Unspecified","abnormal_response_to_nerve_stimulation,_unspecified",english,active
abnormal response to short acting pulmonary vasodilator,Abnormal Response to Short Acting Pulmonary Vasodilator,abnormal_response_to_short_acting_pulmonary_vasodilator,english,active
abnormal response to social norms,Abnormal Response to Social Norms,abnormal_response_to_social_norms,english,active
abnormal resting energy expenditure from metabolic cart test,Abnormal Resting Energy Expenditure From Metabolic Cart Test,abnormal_resting_energy_expenditure_from_metabolic_cart_test,english,active
"abnormal result of cardiovascular function study, unsp","Abnormal Result of Cardiovascular Function Study, Unsp","abnormal_result_of_cardiovascular_function_study,_unsp",english,active
abnormal result of other cardiovascular function study,Abnormal Result of Other Cardiovascular Function Study,abnormal_result_of_other_cardiovascular_function_study,english,active
abnormal results of function studies of cnsl,Abnormal Results of Function Studies of Cnsl,abnormal_results_of_function_studies_of_cnsl,english,active
abnormal results of function studies of organs and systems,Abnormal Results of Function Studies of Organs and Systems,abnormal_results_of_function_studies_of_organs_and_systems,english,active
abnormal results of function studies of prph nervous sys,Abnormal Results of Function Studies of Prph Nervous Sys,abnormal_results_of_function_studies_of_prph_nervous_sys,english,active
abnormal results of kidney function studies,Abnormal Results of Kidney Function Studies,abnormal_results_of_kidney_function_studies,english,active
abnormal results of liver function studies,Abnormal Results of Liver Function Studies,abnormal_results_of_liver_function_studies,english,active
abnormal results of other endocrine function studies,Abnormal Results of Other Endocrine Function Studies,abnormal_results_of_other_endocrine_function_studies,english,active
abnormal results of other function studies of eye,Abnormal Results of Other Function Studies of Eye,abnormal_results_of_other_function_studies_of_eye,english,active
abnormal results of pulmonary function studies,Abnormal Results of Pulmonary Function Studies,abnormal_results_of_pulmonary_function_studies,english,active
abnormal results of thyroid function studies,Abnormal Results of Thyroid Function Studies,abnormal_results_of_thyroid_function_studies,english,active
abnormal rete ridge morphology,Abnormal Rete Ridge Morphology,abnormal_rete_ridge_morphology,english,active
abnormal reticulocyte morphology,Abnormal Reticulocyte Morphology,abnormal_reticulocyte_morphology,english,active
abnormal retina,Abnormal Retina,abnormal_retina,english,active
abnormal retinal arterial/arteriolar morphology,Abnormal Retinal Arterial/arteriolar Morphology,abnormal_retinal_arterial/arteriolar_morphology,english,active
abnormal retinal arteriole morphology,Abnormal Retinal Arteriole Morphology,abnormal_retinal_arteriole_morphology,english,active
abnormal retinal artery morphology,Abnormal Retinal Artery Morphology,abnormal_retinal_artery_morphology,english,active
abnormal retinal morphology,Abnormal Retinal Morphology,abnormal_retinal_morphology,english,active
abnormal retinal morphology on macular oct,Abnormal Retinal Morphology On Macular OCT,abnormal_retinal_morphology_on_macular_oct,english,active
abnormal retinal nerve fiber layer morphology,Abnormal Retinal Nerve Fiber Layer Morphology,abnormal_retinal_nerve_fiber_layer_morphology,english,active
abnormal retinal nerve fibre layer morphology,Abnormal Retinal Nerve Fibre Layer Morphology,abnormal_retinal_nerve_fibre_layer_morphology,english,active
abnormal retinal pigmentation,Abnormal Retinal Pigmentation,abnormal_retinal_pigmentation,english,active
abnormal retinal vascular morphology,Abnormal Retinal Vascular Morphology,abnormal_retinal_vascular_morphology,english,active
abnormal retinal vein morphology,Abnormal Retinal Vein Morphology,abnormal_retinal_vein_morphology,english,active
abnormal rhythmic movements of ankle,Abnormal Rhythmic Movements of Ankle,abnormal_rhythmic_movements_of_ankle,english,active
abnormal rib cage morphology,Abnormal Rib Cage Morphology,abnormal_rib_cage_morphology,english,active
abnormal rib morphology,Abnormal Rib Morphology,abnormal_rib_morphology,english,active
abnormal rib ossification,Abnormal Rib Ossification,abnormal_rib_ossification,english,active
abnormal right atrium morphology,Abnormal Right Atrium Morphology,abnormal_right_atrium_morphology,english,active
abnormal right hemidiaphragm morphology,Abnormal Right Hemidiaphragm Morphology,abnormal_right_hemidiaphragm_morphology,english,active
abnormal right ventricle morphology,Abnormal Right Ventricle Morphology,abnormal_right_ventricle_morphology,english,active
abnormal right ventricular function,Abnormal Right Ventricular Function,abnormal_right_ventricular_function,english,active
abnormal rituals,Abnormal Rituals,abnormal_rituals,english,active
abnormal rod and cone electroretinogram,Abnormal Rod and Cone Electroretinogram,abnormal_rod_and_cone_electroretinogram,english,active
abnormal rotation of the kidneys,Abnormal Rotation of the Kidneys,abnormal_rotation_of_the_kidneys,english,active
abnormal rte cd4+ t cell proportion,Abnormal RTE CD4+ T Cell Proportion,abnormal_rte_cd4+_t_cell_proportion,english,active
abnormal rv/tlc ratio,Abnormal RV/TLC Ratio,abnormal_rv/tlc_ratio,english,active
abnormal s wave,Abnormal S Wave,abnormal_s_wave,english,active
abnormal saccadic eye movements,Abnormal Saccadic Eye Movements,abnormal_saccadic_eye_movements,english,active
abnormal saccule morphology,Abnormal Saccule Morphology,abnormal_saccule_morphology,english,active
