combo_id,symptom_a,symptom_b,variant,classification,severity_points,rationale,status
SC06682,skin_infection_spreading,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: skin_infection_spreading + poor_feeding_infant,active
SC06683,skin_infection_spreading,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: skin_infection_spreading + decreased_wet_diapers,active
SC06684,skin_infection_spreading,bulging_fontanelle,clinical,URGENT,7,Clinical combination: skin_infection_spreading + bulging_fontanelle,active
SC06685,skin_infection_spreading,irritable_infant,clinical,NON-URGENT,3,Clinical combination: skin_infection_spreading + irritable_infant,active
SC06686,tinnitus,hearing_change,clinical,NON-URGENT,3,Clinical combination: tinnitus + hearing_change,active
SC06687,tinnitus,tonsillar_swelling,clinical,NON-URGENT,3,Clinical combination: tinnitus + tonsillar_swelling,active
SC06688,tinnitus,dental_pain,clinical,NON-URGENT,3,Clinical combination: tinnitus + dental_pain,active
SC06689,tinnitus,jaw_pain,clinical,NON-URGENT,3,Clinical combination: tinnitus + jaw_pain,active
SC06690,tinnitus,facial_pain,clinical,NON-URGENT,3,Clinical combination: tinnitus + facial_pain,active
SC06691,tinnitus,mouth_sores,clinical,NON-URGENT,3,Clinical combination: tinnitus + mouth_sores,active
SC06692,tinnitus,facial_swelling,clinical,NON-URGENT,3,Clinical combination: tinnitus + facial_swelling,active
SC06693,tinnitus,red_eye,clinical,NON-URGENT,3,Clinical combination: tinnitus + red_eye,active
SC06694,tinnitus,vision_change,clinical,NON-URGENT,3,Clinical combination: tinnitus + vision_change,active
SC06695,tinnitus,eye_discharge,clinical,NON-URGENT,3,Clinical combination: tinnitus + eye_discharge,active
SC06696,tinnitus,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: tinnitus + foreign_body_eye,active
SC06697,tinnitus,photophobia,clinical,NON-URGENT,3,Clinical combination: tinnitus + photophobia,active
SC06698,tinnitus,sudden_vision_loss,clinical,URGENT,7,Clinical combination: tinnitus + sudden_vision_loss,active
SC06699,tinnitus,urinary_retention,clinical,NON-URGENT,3,Clinical combination: tinnitus + urinary_retention,active
SC06700,tinnitus,hematuria,clinical,NON-URGENT,3,Clinical combination: tinnitus + hematuria,active
SC06701,tinnitus,flank_pain,clinical,NON-URGENT,3,Clinical combination: tinnitus + flank_pain,active
SC06702,tinnitus,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: tinnitus + kidney_stone_pain,active
SC06703,tinnitus,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: tinnitus + urinary_frequency,active
SC06704,tinnitus,incontinence,clinical,NON-URGENT,3,Clinical combination: tinnitus + incontinence,active
SC06705,tinnitus,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: tinnitus + scrotal_pain,active
SC06706,tinnitus,testicular_pain,clinical,NON-URGENT,3,Clinical combination: tinnitus + testicular_pain,active
SC06707,tinnitus,testicular_torsion,clinical,URGENT,7,Clinical combination: tinnitus + testicular_torsion,active
SC06708,tinnitus,penile_discharge,clinical,NON-URGENT,3,Clinical combination: tinnitus + penile_discharge,active
SC06709,tinnitus,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: tinnitus + anxiety_attack,active
SC06710,tinnitus,panic_attack,clinical,NON-URGENT,3,Clinical combination: tinnitus + panic_attack,active
SC06711,tinnitus,depression_severe,clinical,NON-URGENT,3,Clinical combination: tinnitus + depression_severe,active
SC06712,tinnitus,agitation,clinical,NON-URGENT,3,Clinical combination: tinnitus + agitation,active
SC06713,tinnitus,aggression,clinical,NON-URGENT,3,Clinical combination: tinnitus + aggression,active
SC06714,tinnitus,hallucinations,clinical,URGENT,7,Clinical combination: tinnitus + hallucinations,active
SC06715,tinnitus,substance_withdrawal,clinical,URGENT,7,Clinical combination: tinnitus + substance_withdrawal,active
SC06716,tinnitus,self_harm,clinical,URGENT,7,Clinical combination: tinnitus + self_harm,active
SC06717,tinnitus,psychosis,clinical,URGENT,7,Clinical combination: tinnitus + psychosis,active
SC06718,tinnitus,infant_fever,clinical,NON-URGENT,3,Clinical combination: tinnitus + infant_fever,active
SC06719,tinnitus,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: tinnitus + poor_feeding_infant,active
SC06720,tinnitus,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: tinnitus + decreased_wet_diapers,active
SC06721,tinnitus,bulging_fontanelle,clinical,URGENT,7,Clinical combination: tinnitus + bulging_fontanelle,active
SC06722,tinnitus,irritable_infant,clinical,NON-URGENT,3,Clinical combination: tinnitus + irritable_infant,active
SC06723,hearing_change,tonsillar_swelling,clinical,NON-URGENT,3,Clinical combination: hearing_change + tonsillar_swelling,active
SC06724,hearing_change,dental_pain,clinical,NON-URGENT,3,Clinical combination: hearing_change + dental_pain,active
SC06725,hearing_change,jaw_pain,clinical,NON-URGENT,3,Clinical combination: hearing_change + jaw_pain,active
SC06726,hearing_change,facial_pain,clinical,NON-URGENT,3,Clinical combination: hearing_change + facial_pain,active
SC06727,hearing_change,mouth_sores,clinical,NON-URGENT,3,Clinical combination: hearing_change + mouth_sores,active
SC06728,hearing_change,facial_swelling,clinical,NON-URGENT,3,Clinical combination: hearing_change + facial_swelling,active
SC06729,hearing_change,red_eye,clinical,NON-URGENT,3,Clinical combination: hearing_change + red_eye,active
SC06730,hearing_change,vision_change,clinical,NON-URGENT,3,Clinical combination: hearing_change + vision_change,active
SC06731,hearing_change,eye_discharge,clinical,NON-URGENT,3,Clinical combination: hearing_change + eye_discharge,active
SC06732,hearing_change,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: hearing_change + foreign_body_eye,active
SC06733,hearing_change,photophobia,clinical,NON-URGENT,3,Clinical combination: hearing_change + photophobia,active
SC06734,hearing_change,sudden_vision_loss,clinical,URGENT,7,Clinical combination: hearing_change + sudden_vision_loss,active
SC06735,hearing_change,urinary_retention,clinical,NON-URGENT,3,Clinical combination: hearing_change + urinary_retention,active
SC06736,hearing_change,hematuria,clinical,NON-URGENT,3,Clinical combination: hearing_change + hematuria,active
SC06737,hearing_change,flank_pain,clinical,NON-URGENT,3,Clinical combination: hearing_change + flank_pain,active
SC06738,hearing_change,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: hearing_change + kidney_stone_pain,active
SC06739,hearing_change,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: hearing_change + urinary_frequency,active
SC06740,hearing_change,incontinence,clinical,NON-URGENT,3,Clinical combination: hearing_change + incontinence,active
SC06741,hearing_change,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: hearing_change + scrotal_pain,active
SC06742,hearing_change,testicular_pain,clinical,NON-URGENT,3,Clinical combination: hearing_change + testicular_pain,active
SC06743,hearing_change,testicular_torsion,clinical,URGENT,7,Clinical combination: hearing_change + testicular_torsion,active
SC06744,hearing_change,penile_discharge,clinical,NON-URGENT,3,Clinical combination: hearing_change + penile_discharge,active
SC06745,hearing_change,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: hearing_change + anxiety_attack,active
SC06746,hearing_change,panic_attack,clinical,NON-URGENT,3,Clinical combination: hearing_change + panic_attack,active
SC06747,hearing_change,depression_severe,clinical,NON-URGENT,3,Clinical combination: hearing_change + depression_severe,active
SC06748,hearing_change,agitation,clinical,NON-URGENT,3,Clinical combination: hearing_change + agitation,active
SC06749,hearing_change,aggression,clinical,NON-URGENT,3,Clinical combination: hearing_change + aggression,active
SC06750,hearing_change,hallucinations,clinical,URGENT,7,Clinical combination: hearing_change + hallucinations,active
SC06751,hearing_change,substance_withdrawal,clinical,URGENT,7,Clinical combination: hearing_change + substance_withdrawal,active
SC06752,hearing_change,self_harm,clinical,URGENT,7,Clinical combination: hearing_change + self_harm,active
SC06753,hearing_change,psychosis,clinical,URGENT,7,Clinical combination: hearing_change + psychosis,active
SC06754,hearing_change,infant_fever,clinical,NON-URGENT,3,Clinical combination: hearing_change + infant_fever,active
SC06755,hearing_change,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: hearing_change + poor_feeding_infant,active
SC06756,hearing_change,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: hearing_change + decreased_wet_diapers,active
SC06757,hearing_change,bulging_fontanelle,clinical,URGENT,7,Clinical combination: hearing_change + bulging_fontanelle,active
SC06758,hearing_change,irritable_infant,clinical,NON-URGENT,3,Clinical combination: hearing_change + irritable_infant,active
SC06759,tonsillar_swelling,dental_pain,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + dental_pain,active
SC06760,tonsillar_swelling,jaw_pain,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + jaw_pain,active
SC06761,tonsillar_swelling,facial_pain,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + facial_pain,active
SC06762,tonsillar_swelling,mouth_sores,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + mouth_sores,active
SC06763,tonsillar_swelling,facial_swelling,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + facial_swelling,active
SC06764,tonsillar_swelling,red_eye,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + red_eye,active
SC06765,tonsillar_swelling,vision_change,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + vision_change,active
SC06766,tonsillar_swelling,eye_discharge,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + eye_discharge,active
SC06767,tonsillar_swelling,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + foreign_body_eye,active
SC06768,tonsillar_swelling,photophobia,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + photophobia,active
SC06769,tonsillar_swelling,sudden_vision_loss,clinical,URGENT,7,Clinical combination: tonsillar_swelling + sudden_vision_loss,active
SC06770,tonsillar_swelling,urinary_retention,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + urinary_retention,active
SC06771,tonsillar_swelling,hematuria,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + hematuria,active
SC06772,tonsillar_swelling,flank_pain,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + flank_pain,active
SC06773,tonsillar_swelling,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + kidney_stone_pain,active
SC06774,tonsillar_swelling,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + urinary_frequency,active
SC06775,tonsillar_swelling,incontinence,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + incontinence,active
SC06776,tonsillar_swelling,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + scrotal_pain,active
SC06777,tonsillar_swelling,testicular_pain,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + testicular_pain,active
SC06778,tonsillar_swelling,testicular_torsion,clinical,URGENT,7,Clinical combination: tonsillar_swelling + testicular_torsion,active
SC06779,tonsillar_swelling,penile_discharge,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + penile_discharge,active
SC06780,tonsillar_swelling,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + anxiety_attack,active
SC06781,tonsillar_swelling,panic_attack,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + panic_attack,active
SC06782,tonsillar_swelling,depression_severe,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + depression_severe,active
SC06783,tonsillar_swelling,agitation,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + agitation,active
SC06784,tonsillar_swelling,aggression,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + aggression,active
SC06785,tonsillar_swelling,hallucinations,clinical,URGENT,7,Clinical combination: tonsillar_swelling + hallucinations,active
SC06786,tonsillar_swelling,substance_withdrawal,clinical,URGENT,7,Clinical combination: tonsillar_swelling + substance_withdrawal,active
SC06787,tonsillar_swelling,self_harm,clinical,URGENT,7,Clinical combination: tonsillar_swelling + self_harm,active
SC06788,tonsillar_swelling,psychosis,clinical,URGENT,7,Clinical combination: tonsillar_swelling + psychosis,active
SC06789,tonsillar_swelling,infant_fever,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + infant_fever,active
SC06790,tonsillar_swelling,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + poor_feeding_infant,active
SC06791,tonsillar_swelling,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + decreased_wet_diapers,active
SC06792,tonsillar_swelling,bulging_fontanelle,clinical,URGENT,7,Clinical combination: tonsillar_swelling + bulging_fontanelle,active
SC06793,tonsillar_swelling,irritable_infant,clinical,NON-URGENT,3,Clinical combination: tonsillar_swelling + irritable_infant,active
SC06794,dental_pain,jaw_pain,clinical,NON-URGENT,3,Clinical combination: dental_pain + jaw_pain,active
SC06795,dental_pain,facial_pain,clinical,NON-URGENT,3,Clinical combination: dental_pain + facial_pain,active
SC06796,dental_pain,mouth_sores,clinical,NON-URGENT,3,Clinical combination: dental_pain + mouth_sores,active
SC06797,dental_pain,facial_swelling,clinical,NON-URGENT,3,Clinical combination: dental_pain + facial_swelling,active
SC06798,dental_pain,red_eye,clinical,NON-URGENT,3,Clinical combination: dental_pain + red_eye,active
SC06799,dental_pain,vision_change,clinical,NON-URGENT,3,Clinical combination: dental_pain + vision_change,active
SC06800,dental_pain,eye_discharge,clinical,NON-URGENT,3,Clinical combination: dental_pain + eye_discharge,active
SC06801,dental_pain,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: dental_pain + foreign_body_eye,active
SC06802,dental_pain,photophobia,clinical,NON-URGENT,3,Clinical combination: dental_pain + photophobia,active
SC06803,dental_pain,sudden_vision_loss,clinical,URGENT,7,Clinical combination: dental_pain + sudden_vision_loss,active
SC06804,dental_pain,urinary_retention,clinical,NON-URGENT,3,Clinical combination: dental_pain + urinary_retention,active
SC06805,dental_pain,hematuria,clinical,NON-URGENT,3,Clinical combination: dental_pain + hematuria,active
SC06806,dental_pain,flank_pain,clinical,NON-URGENT,3,Clinical combination: dental_pain + flank_pain,active
SC06807,dental_pain,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: dental_pain + kidney_stone_pain,active
SC06808,dental_pain,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: dental_pain + urinary_frequency,active
SC06809,dental_pain,incontinence,clinical,NON-URGENT,3,Clinical combination: dental_pain + incontinence,active
SC06810,dental_pain,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: dental_pain + scrotal_pain,active
SC06811,dental_pain,testicular_pain,clinical,NON-URGENT,3,Clinical combination: dental_pain + testicular_pain,active
SC06812,dental_pain,testicular_torsion,clinical,URGENT,7,Clinical combination: dental_pain + testicular_torsion,active
SC06813,dental_pain,penile_discharge,clinical,NON-URGENT,3,Clinical combination: dental_pain + penile_discharge,active
SC06814,dental_pain,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: dental_pain + anxiety_attack,active
SC06815,dental_pain,panic_attack,clinical,NON-URGENT,3,Clinical combination: dental_pain + panic_attack,active
SC06816,dental_pain,depression_severe,clinical,NON-URGENT,3,Clinical combination: dental_pain + depression_severe,active
SC06817,dental_pain,agitation,clinical,NON-URGENT,3,Clinical combination: dental_pain + agitation,active
SC06818,dental_pain,aggression,clinical,NON-URGENT,3,Clinical combination: dental_pain + aggression,active
SC06819,dental_pain,hallucinations,clinical,URGENT,7,Clinical combination: dental_pain + hallucinations,active
SC06820,dental_pain,substance_withdrawal,clinical,URGENT,7,Clinical combination: dental_pain + substance_withdrawal,active
SC06821,dental_pain,self_harm,clinical,URGENT,7,Clinical combination: dental_pain + self_harm,active
SC06822,dental_pain,psychosis,clinical,URGENT,7,Clinical combination: dental_pain + psychosis,active
SC06823,dental_pain,infant_fever,clinical,NON-URGENT,3,Clinical combination: dental_pain + infant_fever,active
SC06824,dental_pain,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: dental_pain + poor_feeding_infant,active
SC06825,dental_pain,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: dental_pain + decreased_wet_diapers,active
SC06826,dental_pain,bulging_fontanelle,clinical,URGENT,7,Clinical combination: dental_pain + bulging_fontanelle,active
SC06827,dental_pain,irritable_infant,clinical,NON-URGENT,3,Clinical combination: dental_pain + irritable_infant,active
SC06828,jaw_pain,facial_pain,clinical,NON-URGENT,3,Clinical combination: jaw_pain + facial_pain,active
SC06829,jaw_pain,mouth_sores,clinical,NON-URGENT,3,Clinical combination: jaw_pain + mouth_sores,active
SC06830,jaw_pain,facial_swelling,clinical,NON-URGENT,3,Clinical combination: jaw_pain + facial_swelling,active
SC06831,jaw_pain,red_eye,clinical,NON-URGENT,3,Clinical combination: jaw_pain + red_eye,active
SC06832,jaw_pain,vision_change,clinical,NON-URGENT,3,Clinical combination: jaw_pain + vision_change,active
SC06833,jaw_pain,eye_discharge,clinical,NON-URGENT,3,Clinical combination: jaw_pain + eye_discharge,active
SC06834,jaw_pain,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: jaw_pain + foreign_body_eye,active
SC06835,jaw_pain,photophobia,clinical,NON-URGENT,3,Clinical combination: jaw_pain + photophobia,active
SC06836,jaw_pain,sudden_vision_loss,clinical,URGENT,7,Clinical combination: jaw_pain + sudden_vision_loss,active
SC06837,jaw_pain,urinary_retention,clinical,NON-URGENT,3,Clinical combination: jaw_pain + urinary_retention,active
SC06838,jaw_pain,hematuria,clinical,NON-URGENT,3,Clinical combination: jaw_pain + hematuria,active
SC06839,jaw_pain,flank_pain,clinical,NON-URGENT,3,Clinical combination: jaw_pain + flank_pain,active
SC06840,jaw_pain,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: jaw_pain + kidney_stone_pain,active
SC06841,jaw_pain,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: jaw_pain + urinary_frequency,active
SC06842,jaw_pain,incontinence,clinical,NON-URGENT,3,Clinical combination: jaw_pain + incontinence,active
SC06843,jaw_pain,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: jaw_pain + scrotal_pain,active
SC06844,jaw_pain,testicular_pain,clinical,NON-URGENT,3,Clinical combination: jaw_pain + testicular_pain,active
SC06845,jaw_pain,testicular_torsion,clinical,URGENT,7,Clinical combination: jaw_pain + testicular_torsion,active
SC06846,jaw_pain,penile_discharge,clinical,NON-URGENT,3,Clinical combination: jaw_pain + penile_discharge,active
SC06847,jaw_pain,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: jaw_pain + anxiety_attack,active
SC06848,jaw_pain,panic_attack,clinical,NON-URGENT,3,Clinical combination: jaw_pain + panic_attack,active
SC06849,jaw_pain,depression_severe,clinical,NON-URGENT,3,Clinical combination: jaw_pain + depression_severe,active
SC06850,jaw_pain,agitation,clinical,NON-URGENT,3,Clinical combination: jaw_pain + agitation,active
SC06851,jaw_pain,aggression,clinical,NON-URGENT,3,Clinical combination: jaw_pain + aggression,active
SC06852,jaw_pain,hallucinations,clinical,URGENT,7,Clinical combination: jaw_pain + hallucinations,active
SC06853,jaw_pain,substance_withdrawal,clinical,URGENT,7,Clinical combination: jaw_pain + substance_withdrawal,active
SC06854,jaw_pain,self_harm,clinical,URGENT,7,Clinical combination: jaw_pain + self_harm,active
SC06855,jaw_pain,psychosis,clinical,URGENT,7,Clinical combination: jaw_pain + psychosis,active
SC06856,jaw_pain,infant_fever,clinical,NON-URGENT,3,Clinical combination: jaw_pain + infant_fever,active
SC06857,jaw_pain,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: jaw_pain + poor_feeding_infant,active
SC06858,jaw_pain,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: jaw_pain + decreased_wet_diapers,active
SC06859,jaw_pain,bulging_fontanelle,clinical,URGENT,7,Clinical combination: jaw_pain + bulging_fontanelle,active
SC06860,jaw_pain,irritable_infant,clinical,NON-URGENT,3,Clinical combination: jaw_pain + irritable_infant,active
SC06861,facial_pain,mouth_sores,clinical,NON-URGENT,3,Clinical combination: facial_pain + mouth_sores,active
SC06862,facial_pain,facial_swelling,clinical,NON-URGENT,3,Clinical combination: facial_pain + facial_swelling,active
SC06863,facial_pain,red_eye,clinical,NON-URGENT,3,Clinical combination: facial_pain + red_eye,active
SC06864,facial_pain,vision_change,clinical,NON-URGENT,3,Clinical combination: facial_pain + vision_change,active
SC06865,facial_pain,eye_discharge,clinical,NON-URGENT,3,Clinical combination: facial_pain + eye_discharge,active
SC06866,facial_pain,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: facial_pain + foreign_body_eye,active
SC06867,facial_pain,photophobia,clinical,NON-URGENT,3,Clinical combination: facial_pain + photophobia,active
SC06868,facial_pain,sudden_vision_loss,clinical,URGENT,7,Clinical combination: facial_pain + sudden_vision_loss,active
SC06869,facial_pain,urinary_retention,clinical,NON-URGENT,3,Clinical combination: facial_pain + urinary_retention,active
SC06870,facial_pain,hematuria,clinical,NON-URGENT,3,Clinical combination: facial_pain + hematuria,active
SC06871,facial_pain,flank_pain,clinical,NON-URGENT,3,Clinical combination: facial_pain + flank_pain,active
SC06872,facial_pain,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: facial_pain + kidney_stone_pain,active
SC06873,facial_pain,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: facial_pain + urinary_frequency,active
SC06874,facial_pain,incontinence,clinical,NON-URGENT,3,Clinical combination: facial_pain + incontinence,active
SC06875,facial_pain,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: facial_pain + scrotal_pain,active
SC06876,facial_pain,testicular_pain,clinical,NON-URGENT,3,Clinical combination: facial_pain + testicular_pain,active
SC06877,facial_pain,testicular_torsion,clinical,URGENT,7,Clinical combination: facial_pain + testicular_torsion,active
SC06878,facial_pain,penile_discharge,clinical,NON-URGENT,3,Clinical combination: facial_pain + penile_discharge,active
SC06879,facial_pain,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: facial_pain + anxiety_attack,active
SC06880,facial_pain,panic_attack,clinical,NON-URGENT,3,Clinical combination: facial_pain + panic_attack,active
SC06881,facial_pain,depression_severe,clinical,NON-URGENT,3,Clinical combination: facial_pain + depression_severe,active
SC06882,facial_pain,agitation,clinical,NON-URGENT,3,Clinical combination: facial_pain + agitation,active
SC06883,facial_pain,aggression,clinical,NON-URGENT,3,Clinical combination: facial_pain + aggression,active
SC06884,facial_pain,hallucinations,clinical,URGENT,7,Clinical combination: facial_pain + hallucinations,active
SC06885,facial_pain,substance_withdrawal,clinical,URGENT,7,Clinical combination: facial_pain + substance_withdrawal,active
SC06886,facial_pain,self_harm,clinical,URGENT,7,Clinical combination: facial_pain + self_harm,active
SC06887,facial_pain,psychosis,clinical,URGENT,7,Clinical combination: facial_pain + psychosis,active
SC06888,facial_pain,infant_fever,clinical,NON-URGENT,3,Clinical combination: facial_pain + infant_fever,active
SC06889,facial_pain,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: facial_pain + poor_feeding_infant,active
SC06890,facial_pain,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: facial_pain + decreased_wet_diapers,active
SC06891,facial_pain,bulging_fontanelle,clinical,URGENT,7,Clinical combination: facial_pain + bulging_fontanelle,active
SC06892,facial_pain,irritable_infant,clinical,NON-URGENT,3,Clinical combination: facial_pain + irritable_infant,active
SC06893,mouth_sores,facial_swelling,clinical,NON-URGENT,3,Clinical combination: mouth_sores + facial_swelling,active
SC06894,mouth_sores,red_eye,clinical,NON-URGENT,3,Clinical combination: mouth_sores + red_eye,active
SC06895,mouth_sores,vision_change,clinical,NON-URGENT,3,Clinical combination: mouth_sores + vision_change,active
SC06896,mouth_sores,eye_discharge,clinical,NON-URGENT,3,Clinical combination: mouth_sores + eye_discharge,active
SC06897,mouth_sores,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: mouth_sores + foreign_body_eye,active
SC06898,mouth_sores,photophobia,clinical,NON-URGENT,3,Clinical combination: mouth_sores + photophobia,active
SC06899,mouth_sores,sudden_vision_loss,clinical,URGENT,7,Clinical combination: mouth_sores + sudden_vision_loss,active
SC06900,mouth_sores,urinary_retention,clinical,NON-URGENT,3,Clinical combination: mouth_sores + urinary_retention,active
SC06901,mouth_sores,hematuria,clinical,NON-URGENT,3,Clinical combination: mouth_sores + hematuria,active
SC06902,mouth_sores,flank_pain,clinical,NON-URGENT,3,Clinical combination: mouth_sores + flank_pain,active
SC06903,mouth_sores,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: mouth_sores + kidney_stone_pain,active
SC06904,mouth_sores,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: mouth_sores + urinary_frequency,active
SC06905,mouth_sores,incontinence,clinical,NON-URGENT,3,Clinical combination: mouth_sores + incontinence,active
SC06906,mouth_sores,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: mouth_sores + scrotal_pain,active
SC06907,mouth_sores,testicular_pain,clinical,NON-URGENT,3,Clinical combination: mouth_sores + testicular_pain,active
SC06908,mouth_sores,testicular_torsion,clinical,URGENT,7,Clinical combination: mouth_sores + testicular_torsion,active
SC06909,mouth_sores,penile_discharge,clinical,NON-URGENT,3,Clinical combination: mouth_sores + penile_discharge,active
SC06910,mouth_sores,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: mouth_sores + anxiety_attack,active
SC06911,mouth_sores,panic_attack,clinical,NON-URGENT,3,Clinical combination: mouth_sores + panic_attack,active
SC06912,mouth_sores,depression_severe,clinical,NON-URGENT,3,Clinical combination: mouth_sores + depression_severe,active
SC06913,mouth_sores,agitation,clinical,NON-URGENT,3,Clinical combination: mouth_sores + agitation,active
SC06914,mouth_sores,aggression,clinical,NON-URGENT,3,Clinical combination: mouth_sores + aggression,active
SC06915,mouth_sores,hallucinations,clinical,URGENT,7,Clinical combination: mouth_sores + hallucinations,active
SC06916,mouth_sores,substance_withdrawal,clinical,URGENT,7,Clinical combination: mouth_sores + substance_withdrawal,active
SC06917,mouth_sores,self_harm,clinical,URGENT,7,Clinical combination: mouth_sores + self_harm,active
SC06918,mouth_sores,psychosis,clinical,URGENT,7,Clinical combination: mouth_sores + psychosis,active
SC06919,mouth_sores,infant_fever,clinical,NON-URGENT,3,Clinical combination: mouth_sores + infant_fever,active
SC06920,mouth_sores,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: mouth_sores + poor_feeding_infant,active
SC06921,mouth_sores,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: mouth_sores + decreased_wet_diapers,active
SC06922,mouth_sores,bulging_fontanelle,clinical,URGENT,7,Clinical combination: mouth_sores + bulging_fontanelle,active
SC06923,mouth_sores,irritable_infant,clinical,NON-URGENT,3,Clinical combination: mouth_sores + irritable_infant,active
SC06924,facial_swelling,red_eye,clinical,NON-URGENT,3,Clinical combination: facial_swelling + red_eye,active
SC06925,facial_swelling,vision_change,clinical,NON-URGENT,3,Clinical combination: facial_swelling + vision_change,active
SC06926,facial_swelling,eye_discharge,clinical,NON-URGENT,3,Clinical combination: facial_swelling + eye_discharge,active
SC06927,facial_swelling,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: facial_swelling + foreign_body_eye,active
SC06928,facial_swelling,photophobia,clinical,NON-URGENT,3,Clinical combination: facial_swelling + photophobia,active
SC06929,facial_swelling,sudden_vision_loss,clinical,URGENT,7,Clinical combination: facial_swelling + sudden_vision_loss,active
SC06930,facial_swelling,urinary_retention,clinical,NON-URGENT,3,Clinical combination: facial_swelling + urinary_retention,active
SC06931,facial_swelling,hematuria,clinical,NON-URGENT,3,Clinical combination: facial_swelling + hematuria,active
SC06932,facial_swelling,flank_pain,clinical,NON-URGENT,3,Clinical combination: facial_swelling + flank_pain,active
SC06933,facial_swelling,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: facial_swelling + kidney_stone_pain,active
