dictionary_id,local_term,english_term,category
10565,nagdugo tudlo ko,finger bleeding,condition
10566,nagdugo ulo ko,head bleeding,condition
10567,nagdugo ulo ko kag nahilo ko,head bleeding with dizziness,condition
10568,nagdugo ulo ko pagkatapos natumba,head bleeding after fall,condition
10569,nagdugo ulo ko upod sang nahilo ko,head bleeding with dizziness,condition
10570,nagdugo ulo ku,head bleeding,condition
10571,nagdugo ulo ku pagkatapos natumba,head bleeding after fall,condition
10572,naghubag abaga akon,shoulder swelling,condition
10573,naghubag abaga akon gid,shoulder swelling,condition
10574,naghubag abaga gid ko,shoulder swelling,condition
10575,naghubag abaga ko,shoulder swelling,condition
10576,naghubag abaga ko gid,shoulder swelling,condition
10577,naghubag abaga man,shoulder swelling,condition
10578,naghubag abaga subong,shoulder swelling,condition
10579,naghubag akon abaga,shoulder swelling,condition
10580,naghubag akon atay,liver swelling,condition
10581,naghubag akon awang,jaw swelling,condition
10582,naghubag akon baba,lip swelling,condition
10583,naghubag akon balat,skin swelling,condition
10584,naghubag akon batiis,leg swelling,condition
10585,naghubag akon bato,kidney swelling,condition
10586,naghubag akon baywang,waist swelling,condition
10587,naghubag akon buhok,hair swelling,condition
10588,naghubag akon bukong,forehead swelling,condition
10589,naghubag akon buuk,arm swelling,condition
10590,naghubag akon dalunggan,ear swelling,condition
10591,naghubag akon dila,swollen tongue,condition
10592,naghubag akon dughan,chest swelling,condition
10593,naghubag akon ilong,nasal swelling,condition
10594,naghubag akon kamot,hand swelling,condition
10595,naghubag akon kuko,nail swelling,condition
10596,naghubag akon lawas,body swelling,condition
10597,naghubag akon lawi,nape swelling,condition
10598,naghubag akon likod,back swelling,condition
10599,naghubag akon liog,neck swelling,condition
10600,naghubag akon mata,eye swelling,condition
10601,naghubag akon ngipon,tooth swelling,condition
10602,naghubag akon paa,foot swelling,condition
10603,naghubag akon pilas,wound swelling,condition
10604,naghubag akon pisngi,facial swelling,condition
10605,naghubag akon siko,elbow swelling,condition
10606,naghubag akon tadlong,forearm swelling,condition
10607,naghubag akon tagipusuon,heart swelling,condition
10608,naghubag akon tai,buttocks swelling,condition
10609,naghubag akon tiil,foot swelling,condition
10610,naghubag akon tikod,heel swelling,condition
10611,naghubag akon titi,breast swelling,condition
10612,naghubag akon tiyan,abdominal swelling,condition
10613,naghubag akon tudlo,finger swelling,condition
10614,naghubag akon tuhod,knee swelling,condition
10615,naghubag akon tungod,throat swelling,condition
10616,naghubag akon tungtong,ankle swelling,condition
10617,naghubag akon ulo,head swelling,condition
10618,naghubag akon utok,brain swelling,condition
10619,naghubag atay akon,liver swelling,condition
10620,naghubag atay akon gid,liver swelling,condition
10621,naghubag atay gid ko,liver swelling,condition
10622,naghubag atay ko,liver swelling,condition
10623,naghubag atay ko gid,liver swelling,condition
10624,naghubag atay man,liver swelling,condition
10625,naghubag atay subong,liver swelling,condition
10626,naghubag awang akon,jaw swelling,condition
10627,naghubag awang akon gid,jaw swelling,condition
10628,naghubag awang gid ko,jaw swelling,condition
10629,naghubag awang ko,jaw swelling,condition
10630,naghubag awang ko gid,jaw swelling,condition
10631,naghubag awang man,jaw swelling,condition
10632,naghubag awang subong,jaw swelling,condition
10633,naghubag baba akon,lip swelling,condition
10634,naghubag baba akon gid,lip swelling,condition
10635,naghubag baba gid ko,lip swelling,condition
10636,naghubag baba ko,lip swelling,condition
10637,naghubag baba ko gid,lip swelling,condition
10638,naghubag baba man,lip swelling,condition
10639,naghubag baba subong,lip swelling,condition
10640,naghubag balat akon,skin swelling,condition
10641,naghubag balat akon gid,skin swelling,condition
10642,naghubag balat gid ko,skin swelling,condition
10643,naghubag balat ko,skin swelling,condition
10644,naghubag balat ko gid,skin swelling,condition
10645,naghubag balat man,skin swelling,condition
10646,naghubag balat subong,skin swelling,condition
10647,naghubag batiis akon,leg swelling,condition
10648,naghubag batiis akon gid,leg swelling,condition
10649,naghubag batiis gid ko,leg swelling,condition
10650,naghubag batiis ko,leg swelling,condition
10651,naghubag batiis ko gid,leg swelling,condition
10652,naghubag batiis man,leg swelling,condition
10653,naghubag batiis subong,leg swelling,condition
10654,naghubag bato akon,kidney swelling,condition
10655,naghubag bato akon gid,kidney swelling,condition
10656,naghubag bato gid ko,kidney swelling,condition
10657,naghubag bato ko,kidney swelling,condition
10658,naghubag bato ko gid,kidney swelling,condition
10659,naghubag bato man,kidney swelling,condition
10660,naghubag bato subong,kidney swelling,condition
10661,naghubag baywang akon,waist swelling,condition
10662,naghubag baywang akon gid,waist swelling,condition
10663,naghubag baywang gid ko,waist swelling,condition
10664,naghubag baywang ko,waist swelling,condition
10665,naghubag baywang ko gid,waist swelling,condition
10666,naghubag baywang man,waist swelling,condition
10667,naghubag baywang subong,waist swelling,condition
10668,naghubag buhok akon,hair swelling,condition
10669,naghubag buhok akon gid,hair swelling,condition
10670,naghubag buhok gid ko,hair swelling,condition
10671,naghubag buhok ko,hair swelling,condition
10672,naghubag buhok ko gid,hair swelling,condition
10673,naghubag buhok man,hair swelling,condition
10674,naghubag buhok subong,hair swelling,condition
10675,naghubag bukong akon,forehead swelling,condition
10676,naghubag bukong akon gid,forehead swelling,condition
10677,naghubag bukong gid ko,forehead swelling,condition
10678,naghubag bukong ko,forehead swelling,condition
10679,naghubag bukong ko gid,forehead swelling,condition
10680,naghubag bukong man,forehead swelling,condition
10681,naghubag bukong subong,forehead swelling,condition
10682,naghubag buuk akon,arm swelling,condition
10683,naghubag buuk akon gid,arm swelling,condition
10684,naghubag buuk gid ko,arm swelling,condition
10685,naghubag buuk ko,arm swelling,condition
10686,naghubag buuk ko gid,arm swelling,condition
10687,naghubag buuk man,arm swelling,condition
10688,naghubag buuk subong,arm swelling,condition
10689,naghubag dalunggan akon,ear swelling,condition
10690,naghubag dalunggan akon gid,ear swelling,condition
10691,naghubag dalunggan gid ko,ear swelling,condition
10692,naghubag dalunggan ko,ear swelling,condition
10693,naghubag dalunggan ko gid,ear swelling,condition
10694,naghubag dalunggan man,ear swelling,condition
10695,naghubag dalunggan subong,ear swelling,condition
10696,naghubag dila acun,swollen tongue,condition
10697,naghubag dila acun gid,swollen tongue,condition
10698,naghubag dila akon,swollen tongue,condition
10699,naghubag dila akon gid,swollen tongue,condition
10700,naghubag dila gid ko,swollen tongue,condition
10701,naghubag dila gid ku,swollen tongue,condition
10702,naghubag dila ko,swollen tongue,condition
10703,naghubag dila ko gid,swollen tongue,condition
10704,naghubag dila ku,swollen tongue,condition
10705,naghubag dila ku gid,swollen tongue,condition
10706,naghubag dila man,swollen tongue,condition
10707,naghubag dila subong,swollen tongue,condition
10708,naghubag dughan akon,chest swelling,condition
10709,naghubag dughan akon gid,chest swelling,condition
10710,naghubag dughan gid ko,chest swelling,condition
10711,naghubag dughan ko,chest swelling,condition
10712,naghubag dughan ko gid,chest swelling,condition
10713,naghubag dughan man,chest swelling,condition
10714,naghubag dughan subong,chest swelling,condition
10715,naghubag ilong akon,nasal swelling,condition
10716,naghubag ilong akon gid,nasal swelling,condition
10717,naghubag ilong gid ko,nasal swelling,condition
10718,naghubag ilong ko,nasal swelling,condition
10719,naghubag ilong ko gid,nasal swelling,condition
10720,naghubag ilong man,nasal swelling,condition
10721,naghubag ilong subong,nasal swelling,condition
10722,naghubag kamot akon,hand swelling,condition
10723,naghubag kamot akon gid,hand swelling,condition
10724,naghubag kamot gid ko,hand swelling,condition
10725,naghubag kamot ko,hand swelling,condition
10726,naghubag kamot ko gid,hand swelling,condition
10727,naghubag kamot man,hand swelling,condition
10728,naghubag kamot subong,hand swelling,condition
10729,naghubag kuko akon,nail swelling,condition
10730,naghubag kuko akon gid,nail swelling,condition
10731,naghubag kuko gid ko,nail swelling,condition
10732,naghubag kuko ko,nail swelling,condition
10733,naghubag kuko ko gid,nail swelling,condition
10734,naghubag kuko man,nail swelling,condition
10735,naghubag kuko subong,nail swelling,condition
10736,naghubag lawas akon,body swelling,condition
10737,naghubag lawas akon gid,body swelling,condition
10738,naghubag lawas gid ko,body swelling,condition
10739,naghubag lawas ko,body swelling,condition
10740,naghubag lawas ko gid,body swelling,condition
10741,naghubag lawas man,body swelling,condition
10742,naghubag lawas subong,body swelling,condition
10743,naghubag lawi akon,nape swelling,condition
10744,naghubag lawi akon gid,nape swelling,condition
10745,naghubag lawi gid ko,nape swelling,condition
10746,naghubag lawi ko,nape swelling,condition
10747,naghubag lawi ko gid,nape swelling,condition
10748,naghubag lawi man,nape swelling,condition
10749,naghubag lawi subong,nape swelling,condition
10750,naghubag likod akon,back swelling,condition
10751,naghubag likod akon gid,back swelling,condition
10752,naghubag likod gid ko,back swelling,condition
10753,naghubag likod ko,back swelling,condition
10754,naghubag likod ko gid,back swelling,condition
10755,naghubag likod man,back swelling,condition
10756,naghubag likod subong,back swelling,condition
10757,naghubag liog akon,neck swelling,condition
10758,naghubag liog akon gid,neck swelling,condition
10759,naghubag liog gid ko,neck swelling,condition
10760,naghubag liog ko,neck swelling,condition
10761,naghubag liog ko gid,neck swelling,condition
10762,naghubag liog man,neck swelling,condition
10763,naghubag liog subong,neck swelling,condition
10764,naghubag mata akon,eye swelling,condition
10765,naghubag mata akon gid,eye swelling,condition
10766,naghubag mata gid ko,eye swelling,condition
10767,naghubag mata ko,eye swelling,condition
10768,naghubag mata ko gid,eye swelling,condition
10769,naghubag mata man,eye swelling,condition
10770,naghubag mata subong,eye swelling,condition
10771,naghubag ngipon akon,tooth swelling,condition
10772,naghubag ngipon akon gid,tooth swelling,condition
10773,naghubag ngipon gid ko,tooth swelling,condition
10774,naghubag ngipon ko,tooth swelling,condition
10775,naghubag ngipon ko gid,tooth swelling,condition
10776,naghubag ngipon man,tooth swelling,condition
10777,naghubag ngipon subong,tooth swelling,condition
10778,naghubag paa akon,foot swelling,condition
10779,naghubag paa akon gid,foot swelling,condition
10780,naghubag paa gid ko,foot swelling,condition
10781,naghubag paa ko,foot swelling,condition
10782,naghubag paa ko gid,foot swelling,condition
10783,naghubag paa man,foot swelling,condition
10784,naghubag paa subong,foot swelling,condition
10785,naghubag pilas akon,wound swelling,condition
10786,naghubag pilas akon gid,wound swelling,condition
10787,naghubag pilas gid ko,wound swelling,condition
10788,naghubag pilas ko,wound swelling,condition
10789,naghubag pilas ko gid,wound swelling,condition
10790,naghubag pilas man,wound swelling,condition
10791,naghubag pilas subong,wound swelling,condition
10792,naghubag pisngi akon,facial swelling,condition
10793,naghubag pisngi akon gid,facial swelling,condition
10794,naghubag pisngi gid ko,facial swelling,condition
10795,naghubag pisngi ko,facial swelling,condition
10796,naghubag pisngi ko gid,facial swelling,condition
10797,naghubag pisngi man,facial swelling,condition
10798,naghubag pisngi subong,facial swelling,condition
10799,naghubag siko akon,elbow swelling,condition
10800,naghubag siko akon gid,elbow swelling,condition
10801,naghubag siko gid ko,elbow swelling,condition
10802,naghubag siko ko,elbow swelling,condition
10803,naghubag siko ko gid,elbow swelling,condition
10804,naghubag siko man,elbow swelling,condition
10805,naghubag siko subong,elbow swelling,condition
10806,naghubag tadlong akon,forearm swelling,condition
10807,naghubag tadlong akon gid,forearm swelling,condition
10808,naghubag tadlong gid ko,forearm swelling,condition
10809,naghubag tadlong ko,forearm swelling,condition
10810,naghubag tadlong ko gid,forearm swelling,condition
10811,naghubag tadlong man,forearm swelling,condition
10812,naghubag tadlong subong,forearm swelling,condition
10813,naghubag tagipusuon akon,heart swelling,condition
10814,naghubag tagipusuon akon gid,heart swelling,condition
10815,naghubag tagipusuon gid ko,heart swelling,condition
10816,naghubag tagipusuon ko,heart swelling,condition
10817,naghubag tagipusuon ko gid,heart swelling,condition
10818,naghubag tagipusuon man,heart swelling,condition
10819,naghubag tagipusuon subong,heart swelling,condition
10820,naghubag tai akon,buttocks swelling,condition
10821,naghubag tai akon gid,buttocks swelling,condition
10822,naghubag tai gid ko,buttocks swelling,condition
10823,naghubag tai ko,buttocks swelling,condition
10824,naghubag tai ko gid,buttocks swelling,condition
10825,naghubag tai man,buttocks swelling,condition
10826,naghubag tai subong,buttocks swelling,condition
10827,naghubag tiil akon,foot swelling,condition
10828,naghubag tiil akon gid,foot swelling,condition
10829,naghubag tiil gid ko,foot swelling,condition
10830,naghubag tiil ko,foot swelling,condition
10831,naghubag tiil ko gid,foot swelling,condition
10832,naghubag tiil man,foot swelling,condition
10833,naghubag tiil subong,foot swelling,condition
10834,naghubag tikod akon,heel swelling,condition
10835,naghubag tikod akon gid,heel swelling,condition
10836,naghubag tikod gid ko,heel swelling,condition
10837,naghubag tikod ko,heel swelling,condition
10838,naghubag tikod ko gid,heel swelling,condition
10839,naghubag tikod man,heel swelling,condition
10840,naghubag tikod subong,heel swelling,condition
10841,naghubag titi akon,breast swelling,condition
10842,naghubag titi akon gid,breast swelling,condition
10843,naghubag titi gid ko,breast swelling,condition
10844,naghubag titi ko,breast swelling,condition
10845,naghubag titi ko gid,breast swelling,condition
10846,naghubag titi man,breast swelling,condition
10847,naghubag titi subong,breast swelling,condition
10848,naghubag tiyan akon,abdominal swelling,condition
10849,naghubag tiyan akon gid,abdominal swelling,condition
10850,naghubag tiyan gid ko,abdominal swelling,condition
10851,naghubag tiyan ko,abdominal swelling,condition
10852,naghubag tiyan ko gid,abdominal swelling,condition
10853,naghubag tiyan man,abdominal swelling,condition
10854,naghubag tiyan subong,abdominal swelling,condition
10855,naghubag tudlo akon,finger swelling,condition
10856,naghubag tudlo akon gid,finger swelling,condition
10857,naghubag tudlo gid ko,finger swelling,condition
10858,naghubag tudlo ko,finger swelling,condition
10859,naghubag tudlo ko gid,finger swelling,condition
10860,naghubag tudlo man,finger swelling,condition
10861,naghubag tudlo subong,finger swelling,condition
10862,naghubag tuhod akon,knee swelling,condition
10863,naghubag tuhod akon gid,knee swelling,condition
10864,naghubag tuhod gid ko,knee swelling,condition
10865,naghubag tuhod ko,knee swelling,condition
10866,naghubag tuhod ko gid,knee swelling,condition
10867,naghubag tuhod man,knee swelling,condition
10868,naghubag tuhod subong,knee swelling,condition
10869,naghubag tungod acun,throat swelling,condition
10870,naghubag tungod acun gid,throat swelling,condition
10871,naghubag tungod akon,throat swelling,condition
10872,naghubag tungod akon gid,throat swelling,condition
10873,naghubag tungod gid ko,throat swelling,condition
10874,naghubag tungod gid ku,throat swelling,condition
10875,naghubag tungod ko,throat swelling,condition
10876,naghubag tungod ko gid,throat swelling,condition
10877,naghubag tungod ku,throat swelling,condition
10878,naghubag tungod ku gid,throat swelling,condition
10879,naghubag tungod man,throat swelling,condition
10880,naghubag tungod subong,throat swelling,condition
10881,naghubag tungtong akon,ankle swelling,condition
10882,naghubag tungtong akon gid,ankle swelling,condition
10883,naghubag tungtong gid ko,ankle swelling,condition
10884,naghubag tungtong ko,ankle swelling,condition
10885,naghubag tungtong ko gid,ankle swelling,condition
10886,naghubag tungtong man,ankle swelling,condition
10887,naghubag tungtong subong,ankle swelling,condition
10888,naghubag ulo akon,head swelling,condition
10889,naghubag ulo akon gid,head swelling,condition
10890,naghubag ulo gid ko,head swelling,condition
10891,naghubag ulo ko,head swelling,condition
10892,naghubag ulo ko gid,head swelling,condition
10893,naghubag ulo man,head swelling,condition
10894,naghubag ulo subong,head swelling,condition
10895,naghubag utok akon,brain swelling,condition
10896,naghubag utok akon gid,brain swelling,condition
10897,naghubag utok gid ko,brain swelling,condition
10898,naghubag utok ko,brain swelling,condition
10899,naghubag utok ko gid,brain swelling,condition
10900,naghubag utok man,brain swelling,condition
10901,naghubag utok subong,brain swelling,condition
10902,nagkalbo ako,baldness,condition
10903,nagluha ngipon ko,loose tooth,condition
10904,nagsuka,vomiting,condition
10905,nagsusuka,vomiting,condition
10906,nagtumba lawas ko,syncope,condition
10907,naguyam ko,seizure,condition
10908,naguyam ko kag wala ko maka-agi,seizure,condition
10909,naguyam ku,seizure,condition
10910,nahihilo,dizziness,condition
10911,nahihilo ako,dizziness,condition
10912,nahihirapang huminga,difficulty breathing,condition
10913,nahilo,dizziness,condition
10914,nahilo ako,dizziness,condition
10915,nahilo gid ko,severe dizziness,condition
10916,nahilo ko,dizziness,condition
10917,nahilo ko kag ginahilanat ko,dizziness with fever,condition
10918,nahilo ko tungod sa asukar,hypoglycemia,condition
10919,nahilo ko upod sang ginahilanat ko,dizziness with fever,condition
10920,nahuad ko,fall injury,condition
10921,nahubasan ko sang init,heat exhaustion,condition
10922,nahulog ko,syncope,condition
10923,nahulog ku,syncope,condition
10924,naipit ang kamot ko,crush injury,condition
10925,naipit ko,crush injury,condition
10926,naka-inom ko sang lason,poisoning,condition
10927,naka-inom sang tambal sobra,medication overdose,condition
10928,nakuryente ako,electrical injury,condition
10929,nakuryente gamay ko,minor electrical shock,condition
10930,nakuryente gid ko,electrical injury,condition
10931,nakuryente gid ku,electrical injury,condition
10932,nakuryente ko,electrical injury,condition
10933,nakuryente ko sang kuryente,electrical injury,condition
10934,nakuryente ku,electrical injury,condition
10935,nakuryente ku sang kuryente,electrical injury,condition
10936,nalipong,dizziness,condition
10937,nalumos ko,drowning,condition
10938,namamaga,swelling,condition
10939,namamaga mukha,facial swelling,condition
10940,namamaga paa,leg swelling,condition
10941,namamaga tiyan,abdominal swelling,condition
10942,nana,pus,symptom
10943,nana ari,penile infection,condition
10944,nana bilat,vaginal infection,condition
10945,nana sa mata,pus in eye,symptom
10946,nanah,pus,symptom
10947,nanah pilas,infected wound,symptom
10948,nanah sa mata,pus in eye,symptom
10949,nasunog akon balat,skin burn,condition
10950,nasunog akon batiis,leg burn,condition
10951,nasunog akon buuk,arm burn,condition
10952,nasunog akon kamot,hand burn,condition
10953,nasunog akon lawas,body burn,condition
10954,nasunog akon mata,eye burn,condition
10955,nasunog akon tiil,foot burn,condition
10956,nasunog akon tiyan,abdominal burn,condition
10957,nasunog balat ko,skin burn,condition
10958,nasunog batiis ko,leg burn,condition
10959,nasunog buuk ko,arm burn,condition
10960,nasunog gid balat ko,skin burn,condition
10961,nasunog gid batiis ko,leg burn,condition
10962,nasunog gid buuk ko,arm burn,condition
10963,nasunog gid kamot ko,hand burn,condition
10964,nasunog gid lawas ko,body burn,condition
10965,nasunog gid mata ko,eye burn,condition
10966,nasunog gid tiil ko,foot burn,condition
10967,nasunog gid tiyan ko,abdominal burn,condition
10968,nasunog kamot ko,hand burn,condition
10969,nasunog ko ang balat,skin burn,condition
10970,nasunog ko ang batiis,leg burn,condition
10971,nasunog ko ang buuk,arm burn,condition
10972,nasunog ko ang kamot,hand burn,condition
10973,nasunog ko ang lawas,body burn,condition
10974,nasunog ko ang mata,eye burn,condition
10975,nasunog ko ang tiil,foot burn,condition
10976,nasunog ko ang tiyan,abdominal burn,condition
10977,nasunog ko sang kuryente,electrical burn,condition
10978,nasunog ko sang mainit nga tubig,scalding burn,condition
10979,nasunog ko sang mantika,thermal burn,condition
10980,nasunog lawas ko,body burn,condition
10981,nasunog mata ko,eye burn,condition
10982,nasunog tiil ko,foot burn,condition
10983,nasunog tiyan ko,abdominal burn,condition
10984,natabunan ko,choking,condition
10985,natabunan sang pagkaon,choking on food,condition
10986,natumba ko,fall injury,condition
10987,natumba ko kag nasamdan ulo ko,head injury from fall,condition
10988,natumba ku kag nasamdan ulo ko,head injury from fall,condition
10989,naulan,rain exposure illness,condition
10990,nausea,nausea,condition
10991,nautod acun buuk,amputated arm,condition
10992,nautod acun kamot,amputated hand,condition
10993,nautod acun kuko,nail avulsion,condition
10994,nautod acun paa,amputated foot,condition
10995,nautod acun tiil,amputated foot,condition
10996,nautod acun tudlo,amputated finger,condition
10997,nautod akon buuk,amputated arm,condition
10998,nautod akon kamot,amputated hand,condition
10999,nautod akon kuko,nail avulsion,condition
11000,nautod akon paa,amputated foot,condition
11001,nautod akon tiil,amputated foot,condition
11002,nautod akon tudlo,amputated finger,condition
11003,nautod ang acun buuk,amputated arm,condition
11004,nautod ang acun kamot,amputated hand,condition
11005,nautod ang acun kuko,nail avulsion,condition
11006,nautod ang acun paa,amputated foot,condition
11007,nautod ang acun tiil,amputated foot,condition
11008,nautod ang acun tudlo,amputated finger,condition
11009,nautod ang akon buuk,amputated arm,condition
11010,nautod ang akon kamot,amputated hand,condition
11011,nautod ang akon kuko,nail avulsion,condition
11012,nautod ang akon paa,amputated foot,condition
11013,nautod ang akon tiil,amputated foot,condition
11014,nautod ang akon tudlo,amputated finger,condition
11015,nautod ang buuk ko,amputated arm,condition
11016,nautod ang buuk ku,amputated arm,condition
11017,nautod ang kamot ko,amputated hand,condition
11018,nautod ang kamot ku,amputated hand,condition
11019,nautod ang kuko ko,nail avulsion,condition
11020,nautod ang kuko ku,nail avulsion,condition
11021,nautod ang paa ko,amputated foot,condition
11022,nautod ang paa ku,amputated foot,condition
11023,nautod ang tiil ko,amputated foot,condition
11024,nautod ang tiil ku,amputated foot,condition
11025,nautod ang tudlo ko,amputated finger,condition
11026,nautod ang tudlo ku,amputated finger,condition
11027,nautod ari ko,penile amputation,condition
11028,nautod ari ko ko,penis amputation,condition
11029,nautod ary ko,penis amputation,condition
11030,nautod ary ko ko,penis amputation,condition
11031,nautod bilad ko,vagina amputation,condition
11032,nautod bilad ko ko,vagina amputation,condition
11033,nautod bilat ko,vagina amputation,condition
11034,nautod bilat ko ko,vagina amputation,condition
11035,nautod buuk ko,amputated arm,condition
11036,nautod buuk ku,amputated arm,condition
11037,nautod gid acun buuk,amputated arm,condition
11038,nautod gid acun kamot,amputated hand,condition
11039,nautod gid acun kuko,nail avulsion,condition
11040,nautod gid acun paa,amputated foot,condition
11041,nautod gid acun tiil,amputated foot,condition
11042,nautod gid acun tudlo,amputated finger,condition
11043,nautod gid akon buuk,amputated arm,condition
11044,nautod gid akon kamot,amputated hand,condition
11045,nautod gid akon kuko,nail avulsion,condition
11046,nautod gid akon paa,amputated foot,condition
11047,nautod gid akon tiil,amputated foot,condition
11048,nautod gid akon tudlo,amputated finger,condition
11049,nautod gid buuk ko,amputated arm,condition
11050,nautod gid buuk ku,amputated arm,condition
11051,nautod gid kamot ko,amputated hand,condition
11052,nautod gid kamot ku,amputated hand,condition
11053,nautod gid kuko ko,nail avulsion,condition
11054,nautod gid kuko ku,nail avulsion,condition
11055,nautod gid paa ko,amputated foot,condition
11056,nautod gid paa ku,amputated foot,condition
11057,nautod gid tiil ko,amputated foot,condition
11058,nautod gid tiil ku,amputated foot,condition
11059,nautod gid tudlo ko,amputated finger,condition
11060,nautod gid tudlo ku,amputated finger,condition
11061,nautod itlog ko,testicle amputation,condition
11062,nautod itlog ko ko,testicle amputation,condition
11063,nautod itlug ko,testicle amputation,condition
11064,nautod itlug ko ko,testicle amputation,condition
11065,nautod kamot ko,amputated hand,condition
11066,nautod kamot ku,amputated hand,condition
11067,nautod ko ang acun buuk,amputated arm,condition
11068,nautod ko ang acun kamot,amputated hand,condition
11069,nautod ko ang acun kuko,nail avulsion,condition
11070,nautod ko ang acun paa,amputated foot,condition
11071,nautod ko ang acun tiil,amputated foot,condition
11072,nautod ko ang acun tudlo,amputated finger,condition
11073,nautod ko ang akon buuk,amputated arm,condition
11074,nautod ko ang akon kamot,amputated hand,condition
11075,nautod ko ang akon kuko,nail avulsion,condition
11076,nautod ko ang akon paa,amputated foot,condition
11077,nautod ko ang akon tiil,amputated foot,condition
11078,nautod ko ang akon tudlo,amputated finger,condition
11079,nautod ko ang buuk ko,amputated arm,condition
11080,nautod ko ang kamot ko,amputated hand,condition
11081,nautod ko ang kuko ko,nail avulsion,condition
11082,nautod ko ang paa ko,amputated foot,condition
11083,nautod ko ang tiil ko,amputated foot,condition
11084,nautod ko ang tudlo ko,amputated finger,condition
11085,nautod ku ang akon buuk,amputated arm,condition
11086,nautod ku ang akon kamot,amputated hand,condition
11087,nautod ku ang akon kuko,nail avulsion,condition
11088,nautod ku ang akon paa,amputated foot,condition
11089,nautod ku ang akon tiil,amputated foot,condition
11090,nautod ku ang akon tudlo,amputated finger,condition
11091,nautod ku ang buuk ko,amputated arm,condition
11092,nautod ku ang kamot ko,amputated hand,condition
11093,nautod ku ang kuko ko,nail avulsion,condition
11094,nautod ku ang paa ko,amputated foot,condition
11095,nautod ku ang tiil ko,amputated foot,condition
11096,nautod ku ang tudlo ko,amputated finger,condition
11097,nautod kuko ko,nail avulsion,condition
11098,nautod kuko ku,nail avulsion,condition
11099,nautod na akon buuk,amputated arm,condition
11100,nautod na akon kamot,amputated hand,condition
11101,nautod na akon kuko,nail avulsion,condition
11102,nautod na akon paa,amputated foot,condition
11103,nautod na akon tiil,amputated foot,condition
11104,nautod na akon tudlo,amputated finger,condition
11105,nautod na ang akon buuk,amputated arm,condition
11106,nautod na ang akon kamot,amputated hand,condition
11107,nautod na ang akon kuko,nail avulsion,condition
11108,nautod na ang akon paa,amputated foot,condition
11109,nautod na ang akon tiil,amputated foot,condition
11110,nautod na ang akon tudlo,amputated finger,condition
11111,nautod na ang buuk ko,amputated arm,condition
11112,nautod na ang kamot ko,amputated hand,condition
11113,nautod na ang kuko ko,nail avulsion,condition
11114,nautod na ang paa ko,amputated foot,condition
11115,nautod na ang tiil ko,amputated foot,condition
11116,nautod na ang tudlo ko,amputated finger,condition
11117,nautod na buuk ko,amputated arm,condition
11118,nautod na gid akon buuk,amputated arm,condition
11119,nautod na gid akon kamot,amputated hand,condition
11120,nautod na gid akon kuko,nail avulsion,condition
11121,nautod na gid akon paa,amputated foot,condition
11122,nautod na gid akon tiil,amputated foot,condition
11123,nautod na gid akon tudlo,amputated finger,condition
11124,nautod na gid buuk ko,amputated arm,condition
11125,nautod na gid kamot ko,amputated hand,condition
11126,nautod na gid kuko ko,nail avulsion,condition
11127,nautod na gid paa ko,amputated foot,condition
11128,nautod na gid tiil ko,amputated foot,condition
11129,nautod na gid tudlo ko,amputated finger,condition
11130,nautod na kamot ko,amputated hand,condition
11131,nautod na ko ang akon buuk,amputated arm,condition
11132,nautod na ko ang akon kamot,amputated hand,condition
11133,nautod na ko ang akon kuko,nail avulsion,condition
11134,nautod na ko ang akon paa,amputated foot,condition
11135,nautod na ko ang akon tiil,amputated foot,condition
11136,nautod na ko ang akon tudlo,amputated finger,condition
11137,nautod na ko ang buuk ko,amputated arm,condition
11138,nautod na ko ang kamot ko,amputated hand,condition
11139,nautod na ko ang kuko ko,nail avulsion,condition
11140,nautod na ko ang paa ko,amputated foot,condition
11141,nautod na ko ang tiil ko,amputated foot,condition
11142,nautod na ko ang tudlo ko,amputated finger,condition
11143,nautod na kuko ko,nail avulsion,condition
11144,nautod na paa ko,amputated foot,condition
11145,nautod na tiil ko,amputated foot,condition
11146,nautod na tudlo ko,amputated finger,condition
11147,nautod na tudlo ko sang makina,amputated finger,condition
11148,nautod ngipon ko,avulsed tooth,condition
11149,nautod paa ko,amputated foot,condition
11150,nautod paa ku,amputated foot,condition
11151,nautod tiil ko,amputated foot,condition
11152,nautod tiil ku,amputated foot,condition
11153,nautod tudlo ko,amputated finger,condition
11154,nautod tudlo ko sang makina,amputated finger,condition
11155,nautod tudlo ku,amputated finger,condition
11156,nautod tudlo ku sang makina,amputated finger,condition
11157,nawala ko panan-aw,vision loss,condition
11158,nawala ku panan-aw,vision loss,condition
11159,neomycin allergy,neomycin allergy,allergy
11160,ngipon,tooth,condition
11161,nickel allergy,nickel allergy,allergy
11162,niyog allergy,coconut allergy,allergy
11163,NKDA,no known drug allergy,allergy
11164,no allergy,no known allergies,allergy
11165,no known allergy,no known allergies,allergy
11166,none allergy,no known allergies,allergy
11167,nose bleed,epistaxis,condition
11168,nut allergy,tree nut allergy,allergy
11169,oa,osteoarthritis,condition
11170,obesity,obesity,condition
11171,on dialysis,kidney failure,condition
11172,oral allergy syndrome,oral allergy syndrome,allergy
11173,orange allergy,citrus allergy,allergy
11174,osa,sleep apnea,condition
11175,osteoarthristis,Osteoarthristis,condition
11176,osteoporosis,osteoporosis,condition
11177,overweight,obesity,condition
