term_id,term,english,concept,language,status
,sakit gid lawas gid ko,body pain,body_pain,hiligaynon,active
,sakit gid lawas ko,body pain,body_pain,hiligaynon,active
,sakit gid lawas man,body pain,body_pain,hiligaynon,active
,sakit gid lawas subong,body pain,body_pain,hiligaynon,active
,sakit gid lawi akon,nape pain,nape_pain,hiligaynon,active
,sakit gid lawi gid ko,nape pain,nape_pain,hiligaynon,active
,sakit gid lawi ko,nape pain,nape_pain,hiligaynon,active
,sakit gid lawi man,nape pain,nape_pain,hiligaynon,active
,sakit gid lawi subong,nape pain,nape_pain,hiligaynon,active
,sakit gid likod ako,back pain,back_pain,hiligaynon,active
,sakit gid likod akon,back pain,back_pain,hiligaynon,active
,sakit gid likod akon gid,back pain,back_pain,hiligaynon,active
,sakit gid likod akon subong,back pain,back_pain,hiligaynon,active
,sakit gid likod gid ko,back pain,back_pain,hiligaynon,active
,sakit gid likod ko,back pain,back_pain,hiligaynon,active
,sakit gid likod ko gid,back pain,back_pain,hiligaynon,active
,sakit gid likod ko man,back pain,back_pain,hiligaynon,active
,sakit gid likod man,back pain,back_pain,hiligaynon,active
,sakit gid likod subong,back pain,back_pain,hiligaynon,active
,sakit gid liog ako,neck pain,neck_pain,hiligaynon,active
,sakit gid liog akon,neck pain,neck_pain,hiligaynon,active
,sakit gid liog akon gid,neck pain,neck_pain,hiligaynon,active
,sakit gid liog akon subong,neck pain,neck_pain,hiligaynon,active
,sakit gid liog gid ko,neck pain,neck_pain,hiligaynon,active
,sakit gid liog ko,neck pain,neck_pain,hiligaynon,active
,sakit gid liog ko gid,neck pain,neck_pain,hiligaynon,active
,sakit gid liog ko man,neck pain,neck_pain,hiligaynon,active
,sakit gid liog man,neck pain,neck_pain,hiligaynon,active
,sakit gid liog subong,neck pain,neck_pain,hiligaynon,active
,sakit gid mata akon,eye pain,eye_pain,hiligaynon,active
,sakit gid mata gid ko,eye pain,eye_pain,hiligaynon,active
,sakit gid mata ko,eye pain,eye_pain,hiligaynon,active
,sakit gid mata man,eye pain,eye_pain,hiligaynon,active
,sakit gid mata subong,eye pain,eye_pain,hiligaynon,active
,sakit gid ngipon akon,tooth pain,tooth_pain,hiligaynon,active
,sakit gid ngipon gid ko,tooth pain,tooth_pain,hiligaynon,active
,sakit gid ngipon ko,tooth pain,tooth_pain,hiligaynon,active
,sakit gid ngipon man,tooth pain,tooth_pain,hiligaynon,active
,sakit gid ngipon subong,tooth pain,tooth_pain,hiligaynon,active
,sakit gid paa akon,foot pain,foot_pain,hiligaynon,active
,sakit gid paa gid ko,foot pain,foot_pain,hiligaynon,active
,sakit gid paa ko,foot pain,foot_pain,hiligaynon,active
,sakit gid paa man,foot pain,foot_pain,hiligaynon,active
,sakit gid paa subong,foot pain,foot_pain,hiligaynon,active
,sakit gid pilas akon,wound pain,wound_pain,hiligaynon,active
,sakit gid pilas gid ko,wound pain,wound_pain,hiligaynon,active
,sakit gid pilas ko,wound pain,wound_pain,hiligaynon,active
,sakit gid pilas man,wound pain,wound_pain,hiligaynon,active
,sakit gid pilas subong,wound pain,wound_pain,hiligaynon,active
,sakit gid pisngi akon,cheek pain,cheek_pain,hiligaynon,active
,sakit gid pisngi gid ko,cheek pain,cheek_pain,hiligaynon,active
,sakit gid pisngi ko,cheek pain,cheek_pain,hiligaynon,active
,sakit gid pisngi man,cheek pain,cheek_pain,hiligaynon,active
,sakit gid pisngi subong,cheek pain,cheek_pain,hiligaynon,active
,sakit gid siko ako,elbow pain,elbow_pain,hiligaynon,active
,sakit gid siko akon,elbow pain,elbow_pain,hiligaynon,active
,sakit gid siko akon gid,elbow pain,elbow_pain,hiligaynon,active
,sakit gid siko akon subong,elbow pain,elbow_pain,hiligaynon,active
,sakit gid siko gid ko,elbow pain,elbow_pain,hiligaynon,active
,sakit gid siko ko,elbow pain,elbow_pain,hiligaynon,active
,sakit gid siko ko gid,elbow pain,elbow_pain,hiligaynon,active
,sakit gid siko ko man,elbow pain,elbow_pain,hiligaynon,active
,sakit gid siko man,elbow pain,elbow_pain,hiligaynon,active
,sakit gid siko subong,elbow pain,elbow_pain,hiligaynon,active
,sakit gid singit ako,groin pain,groin_pain,hiligaynon,active
,sakit gid singit akon,groin pain,groin_pain,hiligaynon,active
,sakit gid singit akon gid,groin pain,groin_pain,hiligaynon,active
,sakit gid singit akon subong,groin pain,groin_pain,hiligaynon,active
,sakit gid singit gid ko,groin pain,groin_pain,hiligaynon,active
,sakit gid singit ko,groin pain,groin_pain,hiligaynon,active
,sakit gid singit ko gid,groin pain,groin_pain,hiligaynon,active
,sakit gid tadlong akon,forearm pain,forearm_pain,hiligaynon,active
,sakit gid tadlong gid ko,forearm pain,forearm_pain,hiligaynon,active
,sakit gid tadlong ko,forearm pain,forearm_pain,hiligaynon,active
,sakit gid tadlong man,forearm pain,forearm_pain,hiligaynon,active
,sakit gid tadlong subong,forearm pain,forearm_pain,hiligaynon,active
,sakit gid tagipusuon akon,heart pain,heart_pain,hiligaynon,active
,sakit gid tagipusuon gid ko,heart pain,heart_pain,hiligaynon,active
,sakit gid tagipusuon ko,heart pain,heart_pain,hiligaynon,active
,sakit gid tagipusuon man,heart pain,heart_pain,hiligaynon,active
,sakit gid tagipusuon subong,heart pain,heart_pain,hiligaynon,active
,sakit gid tai akon,buttocks pain,buttocks_pain,hiligaynon,active
,sakit gid tai gid ko,buttocks pain,buttocks_pain,hiligaynon,active
,sakit gid tai ko,buttocks pain,buttocks_pain,hiligaynon,active
,sakit gid tai man,buttocks pain,buttocks_pain,hiligaynon,active
,sakit gid tai subong,buttocks pain,buttocks_pain,hiligaynon,active
,sakit gid tiil akon,foot pain,foot_pain,hiligaynon,active
,sakit gid tiil gid ko,foot pain,foot_pain,hiligaynon,active
,sakit gid tiil ko,foot pain,foot_pain,hiligaynon,active
,sakit gid tiil man,foot pain,foot_pain,hiligaynon,active
,sakit gid tiil subong,foot pain,foot_pain,hiligaynon,active
,sakit gid tikod ako,heel pain,heel_pain,hiligaynon,active
,sakit gid tikod akon,heel pain,heel_pain,hiligaynon,active
,sakit gid tikod akon gid,heel pain,heel_pain,hiligaynon,active
,sakit gid tikod akon subong,heel pain,heel_pain,hiligaynon,active
,sakit gid tikod gid ko,heel pain,heel_pain,hiligaynon,active
,sakit gid tikod ko,heel pain,heel_pain,hiligaynon,active
,sakit gid tikod ko gid,heel pain,heel_pain,hiligaynon,active
,sakit gid tikod ko man,heel pain,heel_pain,hiligaynon,active
,sakit gid tikod man,heel pain,heel_pain,hiligaynon,active
,sakit gid tikod subong,heel pain,heel_pain,hiligaynon,active
,sakit gid titi akon,breast pain,breast_pain,hiligaynon,active
,sakit gid titi gid ko,breast pain,breast_pain,hiligaynon,active
,sakit gid titi ko,breast pain,breast_pain,hiligaynon,active
,sakit gid titi man,breast pain,breast_pain,hiligaynon,active
,sakit gid titi subong,breast pain,breast_pain,hiligaynon,active
,sakit gid tiyan akon,abdominal pain,abdominal_pain,hiligaynon,active
,sakit gid tiyan gid ko,abdominal pain,abdominal_pain,hiligaynon,active
,sakit gid tiyan ko,abdominal pain,abdominal_pain,hiligaynon,active
,sakit gid tiyan man,abdominal pain,abdominal_pain,hiligaynon,active
,sakit gid tiyan subong,abdominal pain,abdominal_pain,hiligaynon,active
,sakit gid tudlo akon,finger pain,finger_pain,hiligaynon,active
,sakit gid tudlo gid ko,finger pain,finger_pain,hiligaynon,active
,sakit gid tudlo ko,finger pain,finger_pain,hiligaynon,active
,sakit gid tudlo man,finger pain,finger_pain,hiligaynon,active
,sakit gid tudlo subong,finger pain,finger_pain,hiligaynon,active
,sakit gid tuhod akon,knee pain,knee_pain,hiligaynon,active
,sakit gid tuhod gid ko,knee pain,knee_pain,hiligaynon,active
,sakit gid tuhod ko,knee pain,knee_pain,hiligaynon,active
,sakit gid tuhod man,knee pain,knee_pain,hiligaynon,active
,sakit gid tuhod subong,knee pain,knee_pain,hiligaynon,active
,sakit gid tungod akon,throat pain,throat_pain,hiligaynon,active
,sakit gid tungod gid ko,throat pain,throat_pain,hiligaynon,active
,sakit gid tungod ko,throat pain,throat_pain,hiligaynon,active
,sakit gid tungod man,throat pain,throat_pain,hiligaynon,active
,sakit gid tungod subong,throat pain,throat_pain,hiligaynon,active
,sakit gid tungtong ako,ankle pain,ankle_pain,hiligaynon,active
,sakit gid tungtong akon,ankle pain,ankle_pain,hiligaynon,active
,sakit gid tungtong akon gid,ankle pain,ankle_pain,hiligaynon,active
,sakit gid tungtong akon subong,ankle pain,ankle_pain,hiligaynon,active
,sakit gid tungtong gid ko,ankle pain,ankle_pain,hiligaynon,active
,sakit gid tungtong ko,ankle pain,ankle_pain,hiligaynon,active
,sakit gid tungtong ko gid,ankle pain,ankle_pain,hiligaynon,active
,sakit gid tungtong ko man,ankle pain,ankle_pain,hiligaynon,active
,sakit gid tungtong man,ankle pain,ankle_pain,hiligaynon,active
,sakit gid tungtong subong,ankle pain,ankle_pain,hiligaynon,active
,sakit gid ulo akon,head pain,head_pain,hiligaynon,active
,sakit gid ulo gid ko,head pain,head_pain,hiligaynon,active
,sakit gid ulo ko,head pain,head_pain,hiligaynon,active
,sakit gid ulo man,head pain,head_pain,hiligaynon,active
,sakit gid ulo subong,head pain,head_pain,hiligaynon,active
,sakit gid utok akon,brain pain,brain_pain,hiligaynon,active
,sakit gid utok gid ko,brain pain,brain_pain,hiligaynon,active
,sakit gid utok ko,brain pain,brain_pain,hiligaynon,active
,sakit gid utok man,brain pain,brain_pain,hiligaynon,active
,sakit gid utok subong,brain pain,brain_pain,hiligaynon,active
,sakit ilong akon,nose pain,nose_pain,hiligaynon,active
,sakit ilong gid ko,nose pain,nose_pain,hiligaynon,active
,sakit ilong ko,nose pain,nose_pain,hiligaynon,active
,sakit ilong man,nose pain,nose_pain,hiligaynon,active
,sakit ilong subong,nose pain,nose_pain,hiligaynon,active
,sakit itlog,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog acun,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog acun gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog acun subong,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ako,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog akon,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog akon gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog akon subong,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog gid ko,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog gid ku,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ko,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ko acun,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ko acun gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ko acun subong,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ko ako,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ko akon,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ko akon gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ko akon subong,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ko gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ko gid ko,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ko ko,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ko ko gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ku,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ku ako,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ku akon,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ku akon gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ku akon subong,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ku gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ku gid ko,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ku ko,testicular pain,testicular_pain,hiligaynon,active
,sakit itlog ku ko gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug acun,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug acun gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug acun subong,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ako,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug akon,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug akon gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug akon subong,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug gid ko,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug gid ku,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ko,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ko acun,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ko acun gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ko acun subong,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ko ako,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ko akon,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ko akon gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ko akon subong,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ko gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ko gid ko,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ko ko,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ko ko gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ku,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ku ako,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ku akon,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ku akon gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ku akon subong,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ku gid,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ku gid ko,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ku ko,testicular pain,testicular_pain,hiligaynon,active
,sakit itlug ku ko gid,testicular pain,testicular_pain,hiligaynon,active
,sakit kamot akon,hand pain,hand_pain,hiligaynon,active
,sakit kamot gid ko,hand pain,hand_pain,hiligaynon,active
,sakit kamot ko,hand pain,hand_pain,hiligaynon,active
,sakit kamot man,hand pain,hand_pain,hiligaynon,active
,sakit kamot subong,hand pain,hand_pain,hiligaynon,active
,sakit kaunuran,muscle pain,muscle_pain,hiligaynon,active
,sakit kipay ako,vulvar pain,vulvar_pain,hiligaynon,active
,sakit kipay akon,vulvar pain,vulvar_pain,hiligaynon,active
,sakit kipay akon gid,vulvar pain,vulvar_pain,hiligaynon,active
,sakit kipay akon subong,vulvar pain,vulvar_pain,hiligaynon,active
,sakit kipay gid ko,vulvar pain,vulvar_pain,hiligaynon,active
,sakit kipay ko,vulvar pain,vulvar_pain,hiligaynon,active
,sakit kipay ko gid,vulvar pain,vulvar_pain,hiligaynon,active
,sakit kuko akon,nail pain,nail_pain,hiligaynon,active
,sakit kuko gid ko,nail pain,nail_pain,hiligaynon,active
,sakit kuko ko,nail pain,nail_pain,hiligaynon,active
,sakit kuko man,nail pain,nail_pain,hiligaynon,active
,sakit kuko subong,nail pain,nail_pain,hiligaynon,active
,sakit lawas,body pain,body_pain,hiligaynon,active
,sakit lawas akon,body pain,body_pain,hiligaynon,active
,sakit lawas gid ko,body pain,body_pain,hiligaynon,active
,sakit lawas ko,body pain,body_pain,hiligaynon,active
,sakit lawas man,body pain,body_pain,hiligaynon,active
,sakit lawas subong,body pain,body_pain,hiligaynon,active
,sakit lawi akon,nape pain,nape_pain,hiligaynon,active
,sakit lawi gid ko,nape pain,nape_pain,hiligaynon,active
,sakit lawi ko,nape pain,nape_pain,hiligaynon,active
,sakit lawi man,nape pain,nape_pain,hiligaynon,active
,sakit lawi subong,nape pain,nape_pain,hiligaynon,active
,sakit likod,back pain,back_pain,hiligaynon,active
,sakit likod ako,back pain,back_pain,hiligaynon,active
,sakit likod akon,back pain,back_pain,hiligaynon,active
,sakit likod akon gid,back pain,back_pain,hiligaynon,active
,sakit likod akon subong,back pain,back_pain,hiligaynon,active
,sakit likod gid ko,back pain,back_pain,hiligaynon,active
,sakit likod ko,back pain,back_pain,hiligaynon,active
,sakit likod ko gid,back pain,back_pain,hiligaynon,active
,sakit likod ko kag galuya ko,back pain with weakness,back_pain_with_weakness,hiligaynon,active
,sakit likod ko man,back pain,back_pain,hiligaynon,active
,sakit likod ko upod sang galuya ko,back pain with weakness,back_pain_with_weakness,hiligaynon,active
,sakit likod man,back pain,back_pain,hiligaynon,active
,sakit likod subong,back pain,back_pain,hiligaynon,active
,sakit liog ako,neck pain,neck_pain,hiligaynon,active
,sakit liog akon,neck pain,neck_pain,hiligaynon,active
,sakit liog akon gid,neck pain,neck_pain,hiligaynon,active
,sakit liog akon subong,neck pain,neck_pain,hiligaynon,active
,sakit liog gid ko,neck pain,neck_pain,hiligaynon,active
,sakit liog ko,neck pain,neck_pain,hiligaynon,active
,sakit liog ko gid,neck pain,neck_pain,hiligaynon,active
,sakit liog ko man,neck pain,neck_pain,hiligaynon,active
,sakit liog man,neck pain,neck_pain,hiligaynon,active
,sakit liog subong,neck pain,neck_pain,hiligaynon,active
,sakit mata ako,eye pain,eye_pain,hiligaynon,active
,sakit mata akon,eye pain,eye_pain,hiligaynon,active
,sakit mata akon gid,eye pain,eye_pain,hiligaynon,active
,sakit mata akon subong,eye pain,eye_pain,hiligaynon,active
,sakit mata gid ko,eye pain,eye_pain,hiligaynon,active
,sakit mata ko,eye pain,eye_pain,hiligaynon,active
,sakit mata ko ako,eye pain,eye_pain,hiligaynon,active
,sakit mata ko akon,eye pain,eye_pain,hiligaynon,active
,sakit mata ko akon gid,eye pain,eye_pain,hiligaynon,active
,sakit mata ko akon subong,eye pain,eye_pain,hiligaynon,active
,sakit mata ko gid,eye pain,eye_pain,hiligaynon,active
,sakit mata ko gid ako,eye pain,eye_pain,hiligaynon,active
,sakit mata ko gid akon,eye pain,eye_pain,hiligaynon,active
,sakit mata ko gid akon gid,eye pain,eye_pain,hiligaynon,active
,sakit mata ko gid akon subong,eye pain,eye_pain,hiligaynon,active
,sakit mata ko gid ko,eye pain,eye_pain,hiligaynon,active
,sakit mata ko gid ko gid,eye pain,eye_pain,hiligaynon,active
,sakit mata ko gid ko man,eye pain,eye_pain,hiligaynon,active
,sakit mata ko ko,eye pain,eye_pain,hiligaynon,active
,sakit mata ko ko gid,eye pain,eye_pain,hiligaynon,active
,sakit mata ko ko man,eye pain,eye_pain,hiligaynon,active
,sakit mata ko man,eye pain,eye_pain,hiligaynon,active
,sakit mata man,eye pain,eye_pain,hiligaynon,active
,sakit mata subong,eye pain,eye_pain,hiligaynon,active
,sakit nga balat,skin disease,skin_disease,hiligaynon,active
,sakit ngipon,dental pain,dental_pain,hiligaynon,active
,sakit ngipon akon,tooth pain,tooth_pain,hiligaynon,active
,sakit ngipon gid ko,tooth pain,tooth_pain,hiligaynon,active
,sakit ngipon ko,tooth pain,tooth_pain,hiligaynon,active
,sakit ngipon man,tooth pain,tooth_pain,hiligaynon,active
,sakit ngipon subong,tooth pain,tooth_pain,hiligaynon,active
,sakit olok ako,head pain,head_pain,hiligaynon,active
,sakit olok akon,head pain,head_pain,hiligaynon,active
,sakit olok akon gid,head pain,head_pain,hiligaynon,active
,sakit olok akon subong,head pain,head_pain,hiligaynon,active
,sakit olok ko,head pain,head_pain,hiligaynon,active
,sakit olok ko gid,head pain,head_pain,hiligaynon,active
,sakit olok ko man,head pain,head_pain,hiligaynon,active
,sakit paa akon,foot pain,foot_pain,hiligaynon,active
,sakit paa gid ko,foot pain,foot_pain,hiligaynon,active
,sakit paa ko,foot pain,foot_pain,hiligaynon,active
,sakit paa man,foot pain,foot_pain,hiligaynon,active
,sakit paa subong,foot pain,foot_pain,hiligaynon,active
,sakit pag-ihi,urinary tract infection,urinary_tract_infection,hiligaynon,active
,sakit pilas akon,wound pain,wound_pain,hiligaynon,active
,sakit pilas gid ko,wound pain,wound_pain,hiligaynon,active
,sakit pilas ko,wound pain,wound_pain,hiligaynon,active
,sakit pilas man,wound pain,wound_pain,hiligaynon,active
,sakit pilas subong,wound pain,wound_pain,hiligaynon,active
,sakit pisngi akon,cheek pain,cheek_pain,hiligaynon,active
,sakit pisngi gid ko,cheek pain,cheek_pain,hiligaynon,active
,sakit pisngi ko,cheek pain,cheek_pain,hiligaynon,active
,sakit pisngi man,cheek pain,cheek_pain,hiligaynon,active
,sakit pisngi subong,cheek pain,cheek_pain,hiligaynon,active
,sakit puso,heart disease,heart_disease,hiligaynon,active
,sakit sa abaga ko,shoulder pain,shoulder_pain,hiligaynon,active
,sakit sa atay,liver disease,liver_disease,hiligaynon,active
,sakit sa atay ko,liver pain,liver_pain,hiligaynon,active
,sakit sa awang ko,jaw pain,jaw_pain,hiligaynon,active
,sakit sa baba ko,mouth pain,mouth_pain,hiligaynon,active
,sakit sa baga,lung disease,lung_disease,hiligaynon,active
,sakit sa balat ko,skin pain,skin_pain,hiligaynon,active
,sakit sa batiis ko,leg pain,leg_pain,hiligaynon,active
,sakit sa bato,kidney stones,kidney_stones,hiligaynon,active
,sakit sa bato ko,kidney pain,kidney_pain,hiligaynon,active
,sakit sa batok,kidney disease,kidney_disease,hiligaynon,active
,sakit sa baywang ko,waist pain,waist_pain,hiligaynon,active
,sakit sa buhok ko,hair pain,hair_pain,hiligaynon,active
,sakit sa buko,joint pain,joint_pain,hiligaynon,active
,sakit sa buko-buko,back pain,back_pain,hiligaynon,active
,sakit sa bukong ko,forehead pain,forehead_pain,hiligaynon,active
,sakit sa buuk ko,arm pain,arm_pain,hiligaynon,active
,sakit sa dalunggan ko,ear pain,ear_pain,hiligaynon,active
,sakit sa dila ko,tongue pain,tongue_pain,hiligaynon,active
,sakit sa dughan ko,chest pain,chest_pain,hiligaynon,active
,sakit sa dugo,hypertension,hypertension,hiligaynon,active
,sakit sa ilong ko,nose pain,nose_pain,hiligaynon,active
,sakit sa kamot ko,hand pain,hand_pain,hiligaynon,active
,sakit sa kidney,kidney disease,kidney_disease,hiligaynon,active
,sakit sa kidney ko,kidney disease,kidney_disease,hiligaynon,active
,sakit sa kuko ko,nail pain,nail_pain,hiligaynon,active
,sakit sa lawas,general illness,general_illness,hiligaynon,active
,sakit sa lawas ko,body pain,body_pain,hiligaynon,active
,sakit sa lawi ko,nape pain,nape_pain,hiligaynon,active
,sakit sa likod ko,back pain,back_pain,hiligaynon,active
,sakit sa liog ko,neck pain,neck_pain,hiligaynon,active
,sakit sa liver ko,liver disease,liver_disease,hiligaynon,active
,sakit sa mata ko,eye pain,eye_pain,hiligaynon,active
,sakit sa ngipon ko,tooth pain,tooth_pain,hiligaynon,active
,sakit sa paa ko,foot pain,foot_pain,hiligaynon,active
,sakit sa pantog,bladder disease,bladder_disease,hiligaynon,active
,sakit sa pilas ko,wound pain,wound_pain,hiligaynon,active
,sakit sa pisngi ko,cheek pain,cheek_pain,hiligaynon,active
,sakit sa presyon,hypertension,hypertension,hiligaynon,active
,sakit sa puso,heart disease,heart_disease,hiligaynon,active
,sakit sa puso ko,heart disease,heart_disease,hiligaynon,active
,sakit sa siko ko,elbow pain,elbow_pain,hiligaynon,active
,sakit sa tadlong ko,forearm pain,forearm_pain,hiligaynon,active
,sakit sa tagipusuon ko,heart pain,heart_pain,hiligaynon,active
,sakit sa tai ko,buttocks pain,buttocks_pain,hiligaynon,active
,sakit sa tiil ko,foot pain,foot_pain,hiligaynon,active
,sakit sa tikod ko,heel pain,heel_pain,hiligaynon,active
,sakit sa titi ko,breast pain,breast_pain,hiligaynon,active
,sakit sa tiyan ko,stomach pain,stomach_pain,hiligaynon,active
,sakit sa tiyan pagkaon,gastritis,gastritis,hiligaynon,active
,sakit sa tudlo ko,finger pain,finger_pain,hiligaynon,active
,sakit sa tuhod,knee pain,knee_pain,hiligaynon,active
,sakit sa tuhod ko,knee pain,knee_pain,hiligaynon,active
,sakit sa tungod ko,throat pain,throat_pain,hiligaynon,active
,sakit sa tungtong ko,ankle pain,ankle_pain,hiligaynon,active
,sakit sa ulo ko,headache,headache,hiligaynon,active
,sakit sa ulo sing malala,severe headache,severe_headache,hiligaynon,active
,sakit sa utok ko,brain pain,brain_pain,hiligaynon,active
,sakit sendi,joint pain,joint_pain,hiligaynon,active
,sakit sikmura,abdominal pain,abdominal_pain,hiligaynon,active
,sakit siko ako,elbow pain,elbow_pain,hiligaynon,active
,sakit siko akon,elbow pain,elbow_pain,hiligaynon,active
,sakit siko akon gid,elbow pain,elbow_pain,hiligaynon,active
,sakit siko akon subong,elbow pain,elbow_pain,hiligaynon,active
,sakit siko gid ko,elbow pain,elbow_pain,hiligaynon,active
,sakit siko ko,elbow pain,elbow_pain,hiligaynon,active
,sakit siko ko gid,elbow pain,elbow_pain,hiligaynon,active
,sakit siko ko man,elbow pain,elbow_pain,hiligaynon,active
,sakit siko man,elbow pain,elbow_pain,hiligaynon,active
,sakit siko subong,elbow pain,elbow_pain,hiligaynon,active
,sakit singit ako,groin pain,groin_pain,hiligaynon,active
,sakit singit akon,groin pain,groin_pain,hiligaynon,active
,sakit singit akon gid,groin pain,groin_pain,hiligaynon,active
,sakit singit akon subong,groin pain,groin_pain,hiligaynon,active
,sakit singit gid ko,groin pain,groin_pain,hiligaynon,active
,sakit singit ko,groin pain,groin_pain,hiligaynon,active
,sakit singit ko gid,groin pain,groin_pain,hiligaynon,active
,sakit tadlong akon,forearm pain,forearm_pain,hiligaynon,active
,sakit tadlong gid ko,forearm pain,forearm_pain,hiligaynon,active
,sakit tadlong ko,forearm pain,forearm_pain,hiligaynon,active
,sakit tadlong man,forearm pain,forearm_pain,hiligaynon,active
,sakit tadlong subong,forearm pain,forearm_pain,hiligaynon,active
,sakit tagipusuon akon,heart pain,heart_pain,hiligaynon,active
,sakit tagipusuon gid ko,heart pain,heart_pain,hiligaynon,active
,sakit tagipusuon ko,heart pain,heart_pain,hiligaynon,active
,sakit tagipusuon man,heart pain,heart_pain,hiligaynon,active
,sakit tagipusuon subong,heart pain,heart_pain,hiligaynon,active
,sakit tai akon,buttocks pain,buttocks_pain,hiligaynon,active
,sakit tai gid ko,buttocks pain,buttocks_pain,hiligaynon,active
,sakit tai ko,buttocks pain,buttocks_pain,hiligaynon,active
,sakit tai man,buttocks pain,buttocks_pain,hiligaynon,active
,sakit tai subong,buttocks pain,buttocks_pain,hiligaynon,active
,sakit tiil akon,foot pain,foot_pain,hiligaynon,active
,sakit tiil gid ko,foot pain,foot_pain,hiligaynon,active
,sakit tiil ko,foot pain,foot_pain,hiligaynon,active
,sakit tiil man,foot pain,foot_pain,hiligaynon,active
,sakit tiil subong,foot pain,foot_pain,hiligaynon,active
,sakit tikod ako,heel pain,heel_pain,hiligaynon,active
,sakit tikod akon,heel pain,heel_pain,hiligaynon,active
,sakit tikod akon gid,heel pain,heel_pain,hiligaynon,active
,sakit tikod akon subong,heel pain,heel_pain,hiligaynon,active
,sakit tikod gid ko,heel pain,heel_pain,hiligaynon,active
,sakit tikod ko,heel pain,heel_pain,hiligaynon,active
,sakit tikod ko gid,heel pain,heel_pain,hiligaynon,active
,sakit tikod ko man,heel pain,heel_pain,hiligaynon,active
,sakit tikod man,heel pain,heel_pain,hiligaynon,active
,sakit tikod subong,heel pain,heel_pain,hiligaynon,active
,sakit tina-i ako,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tina-i akon,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tina-i akon gid,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tina-i akon subong,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tina-i ko,abdominal pain,abdominal_pain,hiligaynon,active
,sakit tina-i ko gid,abdominal pain,abdominal_pain,hiligaynon,active
