term_id,term,english,concept,language,status
,wala ku kasugtan budlay gid ko magginhawa subong ko gid,difficulty breathing,difficulty_breathing,filipino,active
,wala ku kasugtan budlay gid ko magginhawa subong man,difficulty breathing,difficulty_breathing,filipino,active
,wala ku kasugtan budlay gid ko magginhawa subong na gid,difficulty breathing,difficulty_breathing,filipino,active
,wala ku kasugtan ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,wala ku kasugtan ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,wala ku kasugtan ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,wala ku kasugtan ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,wala ku kasugtan ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,dog_bite_with_bleeding,filipino,active
,wala ku kasugtan may pilas ko sa kamot kag nagdugo gid,bleeding hand wound,bleeding_hand_wound,filipino,active
,wala ku kasugtan may pilas ko sa kamot kag nagdugo gid ko,bleeding hand wound,bleeding_hand_wound,filipino,active
,wala ku kasugtan may pilas ko sa kamot kag nagdugo ko gid,bleeding hand wound,bleeding_hand_wound,filipino,active
,wala ku kasugtan may pilas ko sa kamot kag nagdugo man,bleeding hand wound,bleeding_hand_wound,filipino,active
,wala ku kasugtan may pilas ko sa kamot kag nagdugo na gid,bleeding hand wound,bleeding_hand_wound,filipino,active
,wala ku kasugtan nabali kamot ko sang natumba gid,hand fracture,hand_fracture,filipino,active
,wala ku kasugtan nabali kamot ko sang natumba gid ko,hand fracture,hand_fracture,filipino,active
,wala ku kasugtan nabali kamot ko sang natumba ko gid,hand fracture,hand_fracture,filipino,active
,wala ku kasugtan nabali kamot ko sang natumba man,hand fracture,hand_fracture,filipino,active
,wala ku kasugtan nabali kamot ko sang natumba na gid,hand fracture,hand_fracture,filipino,active
,wala ku kasugtan nakuryente ko sang kuryente gid,electrical injury,electrical_injury,filipino,active
,wala ku kasugtan nakuryente ko sang kuryente gid ko,electrical injury,electrical_injury,filipino,active
,wala ku kasugtan nakuryente ko sang kuryente ko gid,electrical injury,electrical_injury,filipino,active
,wala ku kasugtan nakuryente ko sang kuryente man,electrical injury,electrical_injury,filipino,active
,wala ku kasugtan nakuryente ko sang kuryente na gid,electrical injury,electrical_injury,filipino,active
,wala ku kasugtan nautod tudlo ko sang makina gid,amputated finger,amputated_finger,filipino,active
,wala ku kasugtan nautod tudlo ko sang makina gid ko,amputated finger,amputated_finger,filipino,active
,wala ku kasugtan nautod tudlo ko sang makina ko gid,amputated finger,amputated_finger,filipino,active
,wala ku kasugtan nautod tudlo ko sang makina man,amputated finger,amputated_finger,filipino,active
,wala ku kasugtan nautod tudlo ko sang makina na gid,amputated finger,amputated_finger,filipino,active
,walang allergy,no known allergies,no_known_allergies,filipino,active
,walang kilalang allergy,no known allergies,no_known_allergies,filipino,active
,may nana sa,infection,infection,filipino,active
,may pilas,wound,wound,filipino,active
,bukongbukong ko,ankle,ankle,filipino,active
,ilong ko,nose,nose,filipino,active
,daw indi ko makabaton sang kamot,arm weakness,arm_weakness,filipino,active
,indi ko makabaton sang kamot ko,arm weakness,arm_weakness,filipino,active
,lemah ang kamot ko,arm weakness,arm_weakness,filipino,active
,ginkagat sang ido,dog bite,dog_bite,filipino,active
,ginkagat ko sang ido,dog bite,dog_bite,filipino,active
,masakit gid tiyan ko,severe abdominal pain,severe_abdominal_pain,filipino,active
,masakit pag-ihi,painful urination,painful_urination,filipino,active
,masakit pagihi,painful urination,painful_urination,filipino,active
,may butlig sa mata,eye irritation,eye_irritation,filipino,active
,masakit ulo,headache,headache,filipino,active
,may pasa,bruise,bruise,filipino,active
,aking ulo,headache,headache,filipino,active
,nagakonvulsyon,seizure,seizure,filipino,active
,may dugo sa ihi,blood in urine,blood_in_urine,filipino,active
,pus-on masakit,abdominal pain,abdominal_pain,filipino,active
,kilid masakit,flank pain,flank_pain,filipino,active
,singit masakit,groin pain,groin_pain,filipino,active
,itlog masakit,testicular pain,testicular_pain,filipino,active
,may nana bilat,vaginal discharge,vaginal_discharge,filipino,active
,may nana ari,penile discharge,penile_discharge,filipino,active
,nasunog sang mantika,burn,burn,filipino,active
,barado ako ilong,nasal congestion,nasal_congestion,filipino,active
,sige ako ihi,frequent urination,frequent_urination,filipino,active
,indi ako katulog,insomnia,insomnia,filipino,active
,daw may gahugot sa dughan,chest pain,chest_pain,filipino,active
,nabulol ang panulti,slurred speech,slurred_speech,filipino,active
,itim ang tae,black stool,black_stool,filipino,active
,nagsuka sang dugo,vomiting blood,vomiting_blood,filipino,active
,indi ko mabatyagan ang bata,reduced fetal movement,reduced_fetal_movement,filipino,active
,kalit nabuta ang isa ka mata,sudden vision loss,sudden_vision_loss,filipino,active
,indi makaihi sang adlaw,urinary retention,urinary_retention,filipino,active
,gamay lang ihi,low urine output,low_urine_output,filipino,active
,nagatingting dulunggan,tinnitus,tinnitus,filipino,active
,may tunog sa dalunggan,tinnitus,tinnitus,filipino,active
,asul na ang ngabil ko,cyanosis,cyanosis,filipino,active
,nabalyo ang guya ko,facial droop,facial_droop,filipino,active
,indi ko maalsa ang isa ka kamot,arm weakness,arm_weakness,filipino,active
,nagalumay ang panulti ko,slurred speech,slurred_speech,filipino,active
,may plano ako magpakamatay,suicidal ideation,suicidal_ideation,filipino,active
,mas maayo kung wala na ako,suicidal ideation,suicidal_ideation,filipino,active
,nainom sang rat poison,poisoning,poisoning,filipino,active
,nainom sang insecticide,poisoning,poisoning,filipino,active
,nasinghot sang smoke,smoke inhalation,smoke_inhalation,filipino,active
,nagaawas tubig samtang buntis,water breaking,water_breaking,filipino,active
,ginahilanat ang bata kag naguyam,febrile seizure,febrile_seizure,filipino,active
,mapula nagahapdi ang pilas,cellulitis,cellulitis,filipino,active
,gina-kagat sang man-og,snake bite,snake_bite,filipino,active
,masakit tiyan kag nagaibot itim,abdominal pain with melena,abdominal_pain_with_melena,filipino,active
,nagdugo liwat sing grabe,severe bleeding,severe_bleeding,filipino,active
,may sip-on,rhinorrhea,rhinorrhea,filipino,active
,sakit sang ulo,headache,headache,filipino,active
,ulo masakit,headache,headache,filipino,active
,masakit dibdib,chest pain,chest_pain,filipino,active
,masakit sikmura,abdominal pain,abdominal_pain,filipino,active
,ginakalipong ko,dizziness,dizziness,filipino,active
,ginahubag ang tiil,pedal edema,pedal_edema,filipino,active
,ginahubag ang tiil ko,pedal edema,pedal_edema,filipino,active
,ginahubag ang kamot,hand edema,hand_edema,filipino,active
,ginahubag ang kamot ko,hand edema,hand_edema,filipino,active
,ginahapdos ang mata,eye irritation,eye_irritation,filipino,active
,ginahapdos ang mata ko,eye irritation,eye_irritation,filipino,active
,ginakati ang panit,pruritus,pruritus,filipino,active
,ginakati ang panit ko,pruritus,pruritus,filipino,active
,may rashes,rash,rash,filipino,active
,may rashes ko,rash,rash,filipino,active
,may pantal,rash,rash,filipino,active
,ginadugo ilong ko,epistaxis,epistaxis,filipino,active
,may dugo,hemorrhage,hemorrhage,filipino,active
,may trangkaso,influenza,influenza,filipino,active
,may pneumonia,pneumonia,pneumonia,filipino,active
,may leptospirosis,leptospirosis,leptospirosis,filipino,active
,may diabetes,diabetes mellitus,diabetes_mellitus,filipino,active
,may uti,urinary tract infection,urinary_tract_infection,filipino,active
,may ulcer,peptic ulcer,peptic_ulcer,filipino,active
,may migraine,migraine,migraine,filipino,active
,bulutong tubig,chickenpox,chickenpox,filipino,active
,may tigdas,measles,measles,filipino,active
,may beke,mumps,mumps,filipino,active
,dulom sang mata,yellowing of eyes,yellowing_of_eyes,filipino,active
,yellowing of eyes,yellowing of eyes,yellowing_of_eyes,filipino,active
,dulom ang mata ko,yellowing of eyes,yellowing_of_eyes,filipino,active
,itom ang ihi,dark urine,dark_urine,filipino,active
,natulon ang mata,sunken eyes,sunken_eyes,filipino,active
,grabeng hilanat,high fever,high_fever,filipino,active
,register ako,i register,i_register,filipino,active
,good morning doc,good morning doctor,good_morning_doctor,filipino,active
,sang isa ka semana,for one week,for_one_week,filipino,active
,typing my concern,typing my concern,typing_my_concern,filipino,active
,unang reklamo,chief complaint,chief_complaint,filipino,active
,rason sang pag consult,reason for consultation,reason_for_consultation,filipino,active
,presenting complaint,presenting complaint,presenting_complaint,filipino,active
,sakit sang tiyan,abdominal pain,abdominal_pain,filipino,active
,ginasakit ang tiyan,abdominal pain,abdominal_pain,filipino,active
,masakit ang tiyan ko,abdominal pain,abdominal_pain,filipino,active
,ginabaldom ang tiyan,abdominal pain,abdominal_pain,filipino,active
,may sakit sa busong,abdominal pain,abdominal_pain,filipino,active
,nagabalati sang sakit tiyan,abdominal pain,abdominal_pain,filipino,active
,indi normal ang pamulanon,abnormal menstruation,abnormal_menstruation,filipino,active
,indi regular ang binulan,abnormal menstruation,abnormal_menstruation,filipino,active
,may problema sa regla,abnormal menstruation,abnormal_menstruation,filipino,active
,indi regular ang pamulanon,abnormal menstruation,abnormal_menstruation,filipino,active
,nagabag-o ang regla,abnormal menstruation,abnormal_menstruation,filipino,active
,may problema sa binulan,abnormal menstruation,abnormal_menstruation,filipino,active
,late ang pamulanon,abnormal menstruation,abnormal_menstruation,filipino,active
,sobra kadugo ang regla,abnormal menstruation,abnormal_menstruation,filipino,active
,ginakabog ang tiyan,acidity,acidity,filipino,active
,may asido sa tiyan,acidity,acidity,filipino,active
,nagakabog ang dughan,acidity,acidity,filipino,active
,may asido ako,acidity,acidity,filipino,active
,nagakabog ang tiyan ko,acidity,acidity,filipino,active
,maaslom ang tiyan,acidity,acidity,filipino,active
,gasido ang dughan,acidity,acidity,filipino,active
,nag-untat na ang atay sa pag-obra,acute liver failure,acute_liver_failure,filipino,active
,grabe na ang atay,acute liver failure,acute_liver_failure,filipino,active
,indi na maayo ang atay,acute liver failure,acute_liver_failure,filipino,active
,naguba ang atay,acute liver failure,acute_liver_failure,filipino,active
,daw indi maathag ang panghuna-huna,altered sensorium,altered_sensorium,filipino,active
,daw nalipong ang panumduman,altered sensorium,altered_sensorium,filipino,active
,indi klaro ang huna-huna,altered sensorium,altered_sensorium,filipino,active
,daw wala sa husto ang panumduman,altered sensorium,altered_sensorium,filipino,active
,confused ang pamatyagan,altered sensorium,altered_sensorium,filipino,active
,ginakulbaan ako,anxiety,anxiety,filipino,active
,permi nagakulba ang buot,anxiety,anxiety,filipino,active
,ginakulbaan gid ako,anxiety,anxiety,filipino,active
,may anxiety ako,anxiety,anxiety,filipino,active
,ginakabalaka ako,anxiety,anxiety,filipino,active
,wala ako kahilwayan,anxiety,anxiety,filipino,active
,sakit sang likod,back pain,back_pain,filipino,active
,ginasakit ang likod,back pain,back_pain,filipino,active
,masakit ang likod ko,back pain,back_pain,filipino,active
,ginasakit ang baywang,back pain,back_pain,filipino,active
,may sakit sa likod,back pain,back_pain,filipino,active
,ginasakit ang busong,belly pain,belly_pain,filipino,active
,sakit ang busong ko,belly pain,belly_pain,filipino,active
,may sakit sa tiyan,belly pain,belly_pain,filipino,active
,may itom nga tuldok sa panit,blackheads,blackheads,filipino,active
,may blackheads sa guya,blackheads,blackheads,filipino,active
,may itom nga heads sa panit,blackheads,blackheads,filipino,active
,indi komportable ang pantog,bladder discomfort,bladder_discomfort,filipino,active
,may kabudlayan sa pantog,bladder discomfort,bladder_discomfort,filipino,active
,sakit ang pantog,bladder discomfort,bladder_discomfort,filipino,active
,may discomfort sa pantog,bladder discomfort,bladder_discomfort,filipino,active
,may paltos sa panit,blister,blister,filipino,active
,nagapaltos ang panit,blister,blister,filipino,active
,may lintog sa panit,blister,blister,filipino,active
,may paltos ako,blister,blister,filipino,active
,may lintog,blister,blister,filipino,active
,may blister sa panit,blister,blister,filipino,active
,may dugo ang plema,blood in sputum,blood_in_sputum,filipino,active
,nagadugo ang akon plema,blood in sputum,blood_in_sputum,filipino,active
,may dugo sa plema,blood in sputum,blood_in_sputum,filipino,active
,pula ang plema,blood in sputum,blood_in_sputum,filipino,active
,may dugo ang tai,bloody stool,bloody_stool,filipino,active
,may dugo sa tai,bloody stool,bloody_stool,filipino,active
,nagadugo ang tai,bloody stool,bloody_stool,filipino,active
,pula ang tai,bloody stool,bloody_stool,filipino,active
,malubog ang panulok,blurred and distorted vision,blurred_and_distorted_vision,filipino,active
,indi maathag ang pagtan-aw,blurred and distorted vision,blurred_and_distorted_vision,filipino,active
,malubog ang mata,blurred and distorted vision,blurred_and_distorted_vision,filipino,active
,blurred ang panulok,blurred and distorted vision,blurred_and_distorted_vision,filipino,active
,ginabudlayan ako maginhawa,breathlessness,breathlessness,filipino,active
,kapos ang ginhawa,breathlessness,breathlessness,filipino,active
,ginahapo ako,breathlessness,breathlessness,filipino,active
,mahapos mabali ang kuko,brittle nails,brittle_nails,filipino,active
,manipis kag mabali ang kuko,brittle nails,brittle_nails,filipino,active
,madali mabali ang kuko,brittle nails,brittle_nails,filipino,active
,mahuyang ang kuko,brittle nails,brittle_nails,filipino,active
,naga-break ang kuko,brittle nails,brittle_nails,filipino,active
,may pasa sa lawas,bruising,bruising,filipino,active
,madali magpasa ang panit,bruising,bruising,filipino,active
,may pasa,bruising,bruising,filipino,active
,naga-bruise ang panit,bruising,bruising,filipino,active
,asul ang panit,bruising,bruising,filipino,active
,nagahapdi ang ihi,burning micturition,burning_micturition,filipino,active
,burning urination,burning micturition,burning_micturition,filipino,active
,sakit sang dughan,chest pain,chest_pain,filipino,active
,hapdi ang dughan,chest pain,chest_pain,filipino,active
,ginasakit ang dughan,chest pain,chest_pain,filipino,active
,ginasakit ang dughan ko,chest pain,chest_pain,filipino,active
,may sakit sa dughan,chest pain,chest_pain,filipino,active
,ginapanas-an ako,chills,chills,filipino,active
,nagapalamig ang lawas,chills,chills,filipino,active
,may chills,chills,chills,filipino,active
,malamig ang kamot kag tiil,cold hands and feets,cold_hands_and_feets,filipino,active
,ginalamigan ang kamot kag tiil,cold hands and feets,cold_hands_and_feets,filipino,active
,ginalamigan ang kamot,cold hands and feets,cold_hands_and_feets,filipino,active
,malamig ang tiil,cold hands and feets,cold_hands_and_feets,filipino,active
,wala na sang kalibutan,coma,coma,filipino,active
,nadulaan sang kalibutan,coma,coma,filipino,active
,wala sang kalibutan,coma,coma,filipino,active
,barado ang ilong,congestion,congestion,filipino,active
,napun-an ang ilong,congestion,congestion,filipino,active
,barado ang ilong ko,congestion,congestion,filipino,active
,matig-a ang tai,constipation,constipation,filipino,active
,wala untat ang gana mag-ihi,continuous feel of urine,continuous_feel_of_urine,filipino,active
,daw may ihi permi,continuous feel of urine,continuous_feel_of_urine,filipino,active
,nagaubo ako,cough,cough,filipino,active
,ubo ako,cough,cough,filipino,active
,ginapulikat ako,cramps,cramps,filipino,active
,may pulikat sa lawas,cramps,cramps,filipino,active
,may pulikat,cramps,cramps,filipino,active
,madulom ang ihi,dark urine,dark_urine,filipino,active
,kulang sa tubig ang lawas,dehydration,dehydration,filipino,active
,kulang tubig,dehydration,dehydration,filipino,active
,uga ang baba,dehydration,dehydration,filipino,active
,nagakalibanga ako,diarrhoea,diarrhoea,filipino,active
,permi nagalibang nga malapsi,diarrhoea,diarrhoea,filipino,active
,malapsi ang tai,diarrhoea,diarrhoea,filipino,active
,may lain nga kolor sa panit,dischromic patches,dischromic_patches,filipino,active
,may tapal nga nagbag-o ang kolor,dischromic patches,dischromic_patches,filipino,active
,may tapal sa panit,dischromic patches,dischromic_patches,filipino,active
,nagbag-o ang kolor sang panit,dischromic patches,dischromic_patches,filipino,active
,may puti ukon itom nga tapal,dischromic patches,dischromic_patches,filipino,active
,nagabusdik ang tiyan,distention of abdomen,distention_of_abdomen,filipino,active
,nagdako ang tiyan,distention of abdomen,distention_of_abdomen,filipino,active
,nagdako tiyan,distention of abdomen,distention_of_abdomen,filipino,active
,busdik ang tiyan,distention of abdomen,distention_of_abdomen,filipino,active
,nagalipong ako,dizziness,dizziness,filipino,active
,ginalipong ang ulo,dizziness,dizziness,filipino,active
,lipong ulo,dizziness,dizziness,filipino,active
,nagamala kag nagatingling ang bibig,drying and tingling lips,drying_and_tingling_lips,filipino,active
,mala kag tingling ang bibig,drying and tingling lips,drying_and_tingling_lips,filipino,active
,mala ang bibig,drying and tingling lips,drying_and_tingling_lips,filipino,active
,nagamala ang ngabil,drying and tingling lips,drying_and_tingling_lips,filipino,active
,tingling ang bibig,drying and tingling lips,drying_and_tingling_lips,filipino,active
,uga kag tingling ang lips,drying and tingling lips,drying_and_tingling_lips,filipino,active
,nagdako ang bosyo,enlarged thyroid,enlarged_thyroid,filipino,active
,may bosyo sa liog,enlarged thyroid,enlarged_thyroid,filipino,active
,may bosyo,enlarged thyroid,enlarged_thyroid,filipino,active
,hubag ang thyroid,enlarged thyroid,enlarged_thyroid,filipino,active
,sobra ang gutom bisan bag-o lang magkaon,excessive hunger,excessive_hunger,filipino,active
,may relasyon sa iban nga tawo,extra marital contacts,extra_marital_contacts,filipino,active
,indi lang isa ang kapareha,extra marital contacts,extra_marital_contacts,filipino,active
,may iban nga kapareha,extra marital contacts,extra_marital_contacts,filipino,active
,may relasyon sa gwa,extra marital contacts,extra_marital_contacts,filipino,active
,may kaso sa pamilya,family history,family_history,filipino,active
,may ara sa parentes,family history,family_history,filipino,active
,kusog ang pitik sang tagipusuon,fast heart rate,fast_heart_rate,filipino,active
,madasig ang pitik sang tagipusuon,fast heart rate,fast_heart_rate,filipino,active
,kusog pitik sang tagipusuon,fast heart rate,fast_heart_rate,filipino,active
,madasig ang heart beat,fast heart rate,fast_heart_rate,filipino,active
,nagakubakuba ang puso,fast heart rate,fast_heart_rate,filipino,active
,kapoy gid ang lawas,fatigue,fatigue,filipino,active
,ginakapoy ako,fatigue,fatigue,filipino,active
,sobra ang tubig sa lawas,fluid overload,fluid_overload,filipino,active
,mabaho ang ihi,foul smell of urine,foul_smell_of_urine,filipino,active
,may mabaho nga ihi,foul smell of urine,foul_smell_of_urine,filipino,active
,may baho ang ihi,foul smell of urine,foul_smell_of_urine,filipino,active
,foul smelling urine,foul smell of urine,foul_smell_of_urine,filipino,active
,ginasakit ang ulo,headache,headache,filipino,active
,may sakit ulo,headache,headache,filipino,active
,mainit gid ang lawas,high fever,high_fever,filipino,active
,sakit sa lutahan sang balikawang,hip joint pain,hip_joint_pain,filipino,active
,ginasakit ang balikawang,hip joint pain,hip_joint_pain,filipino,active
,ginasakit ang hip joint,hip joint pain,hip_joint_pain,filipino,active
,nagainom sang alak,history of alcohol consumption,history_of_alcohol_consumption,filipino,active
,hilig mag-inom sang alak,history of alcohol consumption,history_of_alcohol_consumption,filipino,active
,may history sa inom,history of alcohol consumption,history_of_alcohol_consumption,filipino,active
,nagdugang ang gana magkaon,increased appetite,increased_appetite,filipino,active
,mas madamo na ang ginakaon,increased appetite,increased_appetite,filipino,active
,nagdugang gana magkaon,increased appetite,increased_appetite,filipino,active
,mas gutom kaysa sang una,increased appetite,increased_appetite,filipino,active
,indi matunaw ang ginkaon,indigestion,indigestion,filipino,active
,nagabalda ang tiyan pagkatapos magkaon,indigestion,indigestion,filipino,active
,mabug-at ang tiyan,indigestion,indigestion,filipino,active
,nagahubag ang palibot sang kuko,inflammatory nails,inflammatory_nails,filipino,active
,hubag kag pula ang kuko,inflammatory nails,inflammatory_nails,filipino,active
,hubag ang kuko,inflammatory nails,inflammatory_nails,filipino,active
,pula ang palibot sang kuko,inflammatory nails,inflammatory_nails,filipino,active
,katol sa sulod sang tiyan,internal itching,internal_itching,filipino,active
,indi stable ang asukar sa dugo,irregular sugar level,irregular_sugar_level,filipino,active
,nagataas kag naganaba ang asukar,irregular sugar level,irregular_sugar_level,filipino,active
,indi stable ang asukar,irregular sugar level,irregular_sugar_level,filipino,active
,nagataas ang blood sugar,irregular sugar level,irregular_sugar_level,filipino,active
,madali ako maakig,irritability,irritability,filipino,active
,mainiton ang ulo,irritability,irritability,filipino,active
,ginakatol ang lubot,irritation in anus,irritation_in_anus,filipino,active
,may irritation sa lubot,irritation in anus,irritation_in_anus,filipino,active
,may irritation sa anus,irritation in anus,irritation_in_anus,filipino,active
,ginakatol ang panit,itching,itching,filipino,active
,makatol ang panit,itching,itching,filipino,active
,ginasakit ang lutahan,joint pain,joint_pain,filipino,active
,sakit sang tuhod,knee pain,knee_pain,filipino,active
,ginasakit ang tuhod,knee pain,knee_pain,filipino,active
,indi makapokus ang huna-huna,lack of concentration,lack_of_concentration,filipino,active
,wala ako konsentrasyon,lack of concentration,lack_of_concentration,filipino,active
,daw nagalayag ang huna-huna,lack of concentration,lack_of_concentration,filipino,active
,luya gid ang lawas,lethargy,lethargy,filipino,active
,nadula ang gana magkaon,loss of appetite,loss_of_appetite,filipino,active
,wala balanse ang lawas,loss of balance,loss_of_balance,filipino,active
,wala na ako makapanimaho,loss of smell,loss_of_smell,filipino,active
,indi maayo ang pamatyagan,malaise,malaise,filipino,active
,daw masakiton ang lawas,malaise,malaise,filipino,active
,daw masakiton,malaise,malaise,filipino,active
,gamay nga hilanat,mild fever,mild_fever,filipino,active
,gamay hilanat,mild fever,mild_fever,filipino,active
,may gamay nga init,mild fever,mild_fever,filipino,active
,nagabag-o ang buot,mood swings,mood_swings,filipino,active
,matig-a ang paghulag,movement stiffness,movement_stiffness,filipino,active
,budlay maghulag ang lawas,movement stiffness,movement_stiffness,filipino,active
,sakit ang muscle,muscle pain,muscle_pain,filipino,active
,naganiwang ang kalamnan,muscle wasting,muscle_wasting,filipino,active
,nagagamay ang mga muscle,muscle wasting,muscle_wasting,filipino,active
,naganiwang ang muscle,muscle wasting,muscle_wasting,filipino,active
,nagagamay ang kalamnan,muscle wasting,muscle_wasting,filipino,active
,maluya ang mga muscle,muscle weakness,muscle_weakness,filipino,active
,wala kusog ang mga muscle,muscle weakness,muscle_weakness,filipino,active
,wala kusog ang muscle,muscle weakness,muscle_weakness,filipino,active
,mahuyang ang kalamnan,muscle weakness,muscle_weakness,filipino,active
,daw masuka ako,nausea,nausea,filipino,active
,ginasuka-suka ang pamatyagan,nausea,nausea,filipino,active
,sakit sang liog,neck pain,neck_pain,filipino,active
,ginasakit ang liog,neck pain,neck_pain,filipino,active
,may mga bukol nga nagagwa sa panit,nodal skin eruptions,nodal_skin_eruptions,filipino,active
,nagabuswang nga bukol sa panit,nodal skin eruptions,nodal_skin_eruptions,filipino,active
,may bukol sa panit,nodal skin eruptions,nodal_skin_eruptions,filipino,active
,nagabuswang nga bukol,nodal skin eruptions,nodal_skin_eruptions,filipino,active
,sobra ang timbang,obesity,obesity,filipino,active
,matambok gid ang lawas,obesity,obesity,filipino,active
,sakit sa likod sang mata,pain behind the eyes,pain_behind_the_eyes,filipino,active
,ginasakit sa likod sang mata,pain behind the eyes,pain_behind_the_eyes,filipino,active
,ginasakit ang likod mata,pain behind the eyes,pain_behind_the_eyes,filipino,active
,pain during bowel movement,pain during bowel movements,pain_during_bowel_movements,filipino,active
,ginasakit ang lubot,pain in anal region,pain_in_anal_region,filipino,active
,hapdi ang lubot,pain in anal region,pain_in_anal_region,filipino,active
,nagakubakuba ang dughan,palpitations,palpitations,filipino,active
,daw nagalukso ang tagipusuon,palpitations,palpitations,filipino,active
,daw nagalukso ang puso,palpitations,palpitations,filipino,active
,nagapanuhot ako,passage of gases,passage_of_gases,filipino,active
,may puti nga patse sa tutunlan,patches in throat,patches_in_throat,filipino,active
,may puti nga tapal sa tutunlan,patches in throat,patches_in_throat,filipino,active
,may puti sa tutunlan,patches in throat,patches_in_throat,filipino,active
,may tapal sa throat,patches in throat,patches_in_throat,filipino,active
,may plema ako,phlegm,phlegm,filipino,active
,may plema,phlegm,phlegm,filipino,active
,may uhog,phlegm,phlegm,filipino,active
,madamo ang ihi ko,polyuria,polyuria,filipino,active
,nagabukol ang ugat sa batiis,prominent veins on calf,prominent_veins_on_calf,filipino,active
,makita gid ang ugat sa batiis,prominent veins on calf,prominent_veins_on_calf,filipino,active
,makita ang ugat sa batiis,prominent veins on calf,prominent_veins_on_calf,filipino,active
,nagahubag ang guya kag mata,puffy face and eyes,puffy_face_and_eyes,filipino,active
,hubag ang guya kag mata,puffy face and eyes,puffy_face_and_eyes,filipino,active
,nagahubag ang nawong,puffy face and eyes,puffy_face_and_eyes,filipino,active
,tagulhod nga may nana,pus filled pimples,pus_filled_pimples,filipino,active
,may nana nga tagulhod,pus filled pimples,pus_filled_pimples,filipino,active
,tagulhod may nana,pus filled pimples,pus_filled_pimples,filipino,active
,may acne nga may nana,pus filled pimples,pus_filled_pimples,filipino,active
,nakabaton sang dugo,receiving blood transfusion,receiving_blood_transfusion,filipino,active
,gin-transfusion sang dugo,receiving blood transfusion,receiving_blood_transfusion,filipino,active
,gintapnaan sang dugo,receiving blood transfusion,receiving_blood_transfusion,filipino,active
,ginturukan sang indi limpyo nga syringe,receiving unsterile injections,receiving_unsterile_injections,filipino,active
,ginturukan sang indi limpyo,receiving unsterile injections,receiving_unsterile_injections,filipino,active
,pula nga sugat sa palibot sang ilong,red sore around nose,red_sore_around_nose,filipino,active
,pula kag sugat sa palibot sang ilong,red sore around nose,red_sore_around_nose,filipino,active
,may pula nga tuldok sa lawas,red spots over body,red_spots_over_body,filipino,active
,may pula nga spots,red spots over body,red_spots_over_body,filipino,active
,pula ang mata,redness of eyes,redness_of_eyes,filipino,active
,nagapula ang mata,redness of eyes,redness_of_eyes,filipino,active
,indi ako mapahamtang,restlessness,restlessness,filipino,active
,nagatulo ang sip-on,runny nose,runny_nose,filipino,active
,may sip-on ako,runny nose,runny_nose,filipino,active
,may sip-on,runny nose,runny_nose,filipino,active
,kolor kalawang ang plema,rusty sputum,rusty_sputum,filipino,active
,daw kalawang nga plema,rusty sputum,rusty_sputum,filipino,active
,kolor kalawang plema,rusty sputum,rusty_sputum,filipino,active
,may peklat nga tapal sa panit,scurring,scurring,filipino,active
,may peklat,scurring,scurring,filipino,active
,nagakurog ako,shivering,shivering,filipino,active
,ginakurog ang lawas,shivering,shivering,filipino,active
,may pilak nga daw abo sa panit,silver like dusting,silver_like_dusting,filipino,active
,bug-at ang pamatyagan sa guya kag ilong,sinus pressure,sinus_pressure,filipino,active
,may pressure sa sinus,sinus pressure,sinus_pressure,filipino,active
,bug-at ang guya,sinus pressure,sinus_pressure,filipino,active
,nagakalas ang panit,skin peeling,skin_peeling,filipino,active
,nagapanit ang balat,skin peeling,skin_peeling,filipino,active
,may rashes sa panit,skin rash,skin_rash,filipino,active
,may rashes,skin rash,skin_rash,filipino,active
,may allergy sa panit,skin rash,skin_rash,filipino,active
,nagakulinggat ang dila kon maghambal,slurred speech,slurred_speech,filipino,active
,may gagmay nga lugum sa kuko,small dents in nails,small_dents_in_nails,filipino,active
,gagmay nga buho sa kuko,small dents in nails,small_dents_in_nails,filipino,active
,may lugum sa kuko,small dents in nails,small_dents_in_nails,filipino,active
,gagmay buho sa kuko,small dents in nails,small_dents_in_nails,filipino,active
,daw nagatuyok ang palibot,spinning movements,spinning_movements,filipino,active
,nagatuyok ang kalibutan sa panulok,spinning movements,spinning_movements,filipino,active
,tuyok ang palibot,spinning movements,spinning_movements,filipino,active
,may dugo sa ihi,spotting urination,spotting_urination,filipino,active
,may tulo nga dugo kon mag-ihi,spotting urination,spotting_urination,filipino,active
,spotting urine,spotting urination,spotting_urination,filipino,active
,may tulo dugo kon mag-ihi,spotting urination,spotting_urination,filipino,active
,matig-a ang liog,stiff neck,stiff_neck,filipino,active
,sakit kag matig-a ang liog,stiff neck,stiff_neck,filipino,active
,nagadugo ang tiyan,stomach bleeding,stomach_bleeding,filipino,active
,may pagdugo sa tiyan,stomach bleeding,stomach_bleeding,filipino,active
,ginasakit gid ang tiyan,stomach pain,stomach_pain,filipino,active
