symptom_id,symptom_name,standardized_concept,category,language,local_term,status
5983,Agenesis of Lateral Incisor,agenesis_of_lateral_incisor,general,english,,active
5984,Agenesis of Lower Incisor,agenesis_of_lower_incisor,general,english,,active
5985,Agenesis of Mandibular Central Incisor,agenesis_of_mandibular_central_incisor,general,english,,active
5986,Agenesis of Mandibular Incisor,agenesis_of_mandibular_incisor,general,english,,active
5987,Agenesis of Mandibular Lateral Incisor,agenesis_of_mandibular_lateral_incisor,general,english,,active
5988,Agenesis of Mandibular Premolar,agenesis_of_mandibular_premolar,general,english,,active
5989,Agenesis of Maxillary Bicuspid,agenesis_of_maxillary_bicuspid,general,english,,active
5990,Agenesis of Maxillary Central Incisor,agenesis_of_maxillary_central_incisor,general,english,,active
5991,Agenesis of Maxillary Incisor,agenesis_of_maxillary_incisor,general,english,,active
5992,Agenesis of Maxillary Lateral Incisor,agenesis_of_maxillary_lateral_incisor,general,english,,active
5993,Agenesis of Maxillary Premolar,agenesis_of_maxillary_premolar,general,english,,active
5994,Agenesis of Molar,agenesis_of_molar,general,english,,active
5995,Agenesis of Nasal Bridge,agenesis_of_nasal_bridge,general,english,,active
5996,Agenesis of Nasal Cartilage,agenesis_of_nasal_cartilage,general,english,,active
5997,Agenesis of Permanent Dentition,agenesis_of_permanent_dentition,general,english,,active
5998,Agenesis of Permanent Mandibular Central Incisor,agenesis_of_permanent_mandibular_central_incisor,general,english,,active
5999,Agenesis of Permanent Mandibular Lateral Incisor,agenesis_of_permanent_mandibular_lateral_incisor,general,english,,active
6000,Agenesis of Permanent Maxillary Central Incisor,agenesis_of_permanent_maxillary_central_incisor,general,english,,active
6001,Agenesis of Permanent Maxillary Lateral Incisor,agenesis_of_permanent_maxillary_lateral_incisor,general,english,,active
6002,Agenesis of Permanent Molar,agenesis_of_permanent_molar,general,english,,active
6003,Agenesis of Permanent Teeth,agenesis_of_permanent_teeth,general,english,,active
6004,Agenesis of Permanent Upper Lateral Incisor,agenesis_of_permanent_upper_lateral_incisor,general,english,,active
6005,Agenesis of Pineal Gland,agenesis_of_pineal_gland,general,english,,active
6006,Agenesis of Premolar,agenesis_of_premolar,general,english,,active
6007,Agenesis of Primary Lower Central Incisor,agenesis_of_primary_lower_central_incisor,general,english,,active
6008,Agenesis of Primary Mandibular Central Incisor,agenesis_of_primary_mandibular_central_incisor,general,english,,active
6009,Agenesis of Primary Mandibular Lateral Incisor,agenesis_of_primary_mandibular_lateral_incisor,general,english,,active
6010,Agenesis of Primary Maxillary Central Incisor,agenesis_of_primary_maxillary_central_incisor,general,english,,active
6011,Agenesis of Primary Maxillary Lateral Incisor,agenesis_of_primary_maxillary_lateral_incisor,general,english,,active
6012,Agenesis of Pulmonary Vessels,agenesis_of_pulmonary_vessels,general,english,,active
6013,Agenesis of Putamen,agenesis_of_putamen,general,english,,active
6014,Agenesis of Second Permanent Molar,agenesis_of_second_permanent_molar,general,english,,active
6015,Agenesis of Secondary Dentition,agenesis_of_secondary_dentition,general,english,,active
6016,Agenesis of Secondary Molar,agenesis_of_secondary_molar,general,english,,active
6017,Agenesis of Six Year Molar,agenesis_of_six_year_molar,general,english,,active
6018,Agenesis of the Anterior Commissure,agenesis_of_the_anterior_commissure,general,english,,active
6019,Agenesis of the Carotid Canal,agenesis_of_the_carotid_canal,general,english,,active
6020,Agenesis of the Cerebral White Matter,agenesis_of_the_cerebral_white_matter,general,english,,active
6021,Agenesis of the Corpus Callosum,agenesis_of_the_corpus_callosum,general,english,,active
6022,Agenesis of the Diaphragm,agenesis_of_the_diaphragm,general,english,,active
6023,Agenesis of the Ductus Venosus,agenesis_of_the_ductus_venosus,general,english,,active
6024,Agenesis of the Gallbladder,agenesis_of_the_gallbladder,general,english,,active
6025,Agenesis of the Halluces,agenesis_of_the_halluces,general,english,,active
6026,Agenesis of the Hippocampal Commissure,agenesis_of_the_hippocampal_commissure,general,english,,active
6027,Agenesis of the Lower Vagina,agenesis_of_the_lower_vagina,general,english,,active
6028,Agenesis of the Mandible,agenesis_of_the_mandible,general,english,,active
6029,Agenesis of the Maxilla,agenesis_of_the_maxilla,general,english,,active
6030,Agenesis of the Septum Pellucidum,agenesis_of_the_septum_pellucidum,general,english,,active
6031,Agenesis of the Small Intestine,agenesis_of_the_small_intestine,general,english,,active
6032,Agenesis of the Soft Palate,agenesis_of_the_soft_palate,general,english,,active
6033,Agenesis of Tooth Root,agenesis_of_tooth_root,general,english,,active
6034,Agenesis of Twelve Year Molar,agenesis_of_twelve_year_molar,general,english,,active
6035,Agenesis/hypoplastic Corpus Callosum,agenesis/hypoplastic_corpus_callosum,general,english,,active
6036,Ageusia,ageusia,general,english,,active
6037,Aggravated By,aggravated_by,general,english,,active
6038,Aggravated By Activity,aggravated_by_activity,general,english,,active
6039,Aggravated By Exercise,aggravated_by_exercise,general,english,,active
6040,Aggravated By Exertion,aggravated_by_exertion,general,english,,active
6041,Aggravated By Exposure to Medication,aggravated_by_exposure_to_medication,general,english,,active
6042,Aggravated By High Temperatures,aggravated_by_high_temperatures,general,english,,active
6043,Aggravated By Menstruation,aggravated_by_menstruation,general,english,,active
6044,Aggravated By Sun Exposure,aggravated_by_sun_exposure,general,english,,active
6045,Aggravated By Tobacco Use,aggravated_by_tobacco_use,general,english,,active
6046,Aggravated By Ultraviolet Radiation Exposure,aggravated_by_ultraviolet_radiation_exposure,general,english,,active
6047,Aggravated By Vitamin D Supplementation,aggravated_by_vitamin_d_supplementation,general,english,,active
6048,Aggression,aggression,general,english,,active
6049,Aggression Toward Non-caregivers,aggression_toward_non-caregivers,general,english,,active
6050,Aggression Towards Caregivers,aggression_towards_caregivers,general,english,,active
6051,Aggression Towards Others,aggression_towards_others,general,english,,active
6052,Aggressive Behavior,aggressive_behavior,general,english,,active
6053,Aggressive Fibromatosis,aggressive_fibromatosis,general,english,,active
6054,Aggressive Papillary Middle Ear Tumor,aggressive_papillary_middle_ear_tumor,general,english,,active
6055,Aggressive Papillary Middle Ear Tumour,aggressive_papillary_middle_ear_tumour,general,english,,active
6056,Aggressiveness,aggressiveness,general,english,,active
6057,Agitation,agitation,general,english,,active
6058,Aglossia,aglossia,general,english,,active
6059,Agnosia,agnosia,general,english,,active
6060,Agonadism,agonadism,general,english,,active
6061,Agoraphobia,agoraphobia,general,english,,active
6062,Agranulocytosis,agranulocytosis,general,english,,active
6063,Agraphesthesia,agraphesthesia,general,english,,active
6064,Agyria,agyria,general,english,,active
6065,Agyria Diffuse,agyria_diffuse,general,english,,active
6066,Agyrophilic Inclusion Bodies,agyrophilic_inclusion_bodies,general,english,,active
6067,Ainhum,ainhum,general,english,,active
6068,Air Bronchogram,air_bronchogram,general,english,,active
6069,Air Crescent,air_crescent,general,english,,active
6070,Air Crescent Sign,air_crescent_sign,general,english,,active
6071,Air in the Biliary System,air_in_the_biliary_system,general,english,,active
6072,Air Trapping,air_trapping,general,english,,active
6073,Airborn Particle Hypersensitivity,airborn_particle_hypersensitivity,general,english,,active
6074,Airsickness,airsickness,general,english,,active
6075,Airway Casts,airway_casts,general,english,,active
6076,Airway Chondritis,airway_chondritis,general,english,,active
6077,Airway Hemangioma,airway_hemangioma,general,english,,active
6078,Airway Hyperresponsiveness,airway_hyperresponsiveness,general,english,,active
6079,Airway Mucosal Thickening,airway_mucosal_thickening,general,english,,active
6080,Airway Obstruction,airway_obstruction,general,english,,active
6081,Akathisia,akathisia,general,english,,active
6082,AKI,aki,general,english,,active
6083,Akinesia,akinesia,general,english,,active
6084,Akinesia of the Upper Extremities,akinesia_of_the_upper_extremities,general,english,,active
6085,Akinetic Mutism,akinetic_mutism,general,english,,active
6086,"Ala Nasi, Cleft","ala_nasi,_cleft",general,english,,active
6087,"Ala Nasi, Thick","ala_nasi,_thick",general,english,,active
6088,"Ala Nasi, Underdeveloped","ala_nasi,_underdeveloped",general,english,,active
6089,Alacrima,alacrima,general,english,,active
6090,Alanine Aminotransferase Increased,alanine_aminotransferase_increased,general,english,,active
6091,Alaninuria,alaninuria,general,english,,active
6092,Alar Cartilage Hypoplasia,alar_cartilage_hypoplasia,general,english,,active
6093,Alar Clefts,alar_clefts,general,english,,active
6094,Alarm Clock Headache,alarm_clock_headache,general,english,,active
6095,Albinism,albinism,general,english,,active
6096,"Albinism, Ocular","albinism,_ocular",general,english,,active
6097,Albuminuria,albuminuria,general,english,,active
6098,ALCAPA,alcapa,general,english,,active
6099,Alcohol Addiction,alcohol_addiction,general,english,,active
6100,Alcohol During Pregnancy,alcohol_during_pregnancy,general,english,,active
6101,Alcohol Exposure Before Birth,alcohol_exposure_before_birth,general,english,,active
6102,Alcohol Exposure During Gestation,alcohol_exposure_during_gestation,general,english,,active
6103,Alcohol Exposure During Pregnancy,alcohol_exposure_during_pregnancy,general,english,,active
6104,Alcohol Exposure in Pregnancy,alcohol_exposure_in_pregnancy,general,english,,active
6105,Alcohol Use During Pregnancy,alcohol_use_during_pregnancy,general,english,,active
6106,Alcohol-induced Rhabdomyolysis,alcohol-induced_rhabdomyolysis,general,english,,active
6107,Alcoholism,alcoholism,general,english,,active
6108,Aldehyde Oxidase Deficiency,aldehyde_oxidase_deficiency,general,english,,active
6109,Alexia,alexia,general,english,,active
6110,Alexithymia,alexithymia,general,english,,active
6111,Alien Limb Phenomenon,alien_limb_phenomenon,general,english,,active
6112,Alkalemia,alkalemia,general,english,,active
6113,Alkaline Urine,alkaline_urine,general,english,,active
6114,Alkalosis,alkalosis,general,english,,active
6115,All,all,general,english,,active
6116,All Organs On Wrong Side of Body,all_organs_on_wrong_side_of_body,general,english,,active
6117,Allantoic Cyst,allantoic_cyst,general,english,,active
6118,Allergic Conjunctivitis,allergic_conjunctivitis,general,english,,active
6119,Allergic Eczema,allergic_eczema,general,english,,active
6120,Allergic Reaction to Foods,allergic_reaction_to_foods,general,english,,active
6121,Allergic Rhinitis,allergic_rhinitis,general,english,,active
6122,Allergy,allergy,general,english,,active
6123,Allergy to Alpha-gal,allergy_to_alpha-gal,general,english,,active
6124,Allergy to Animal Dander,allergy_to_animal_dander,general,english,,active
6125,Allergy to Animal Proteins,allergy_to_animal_proteins,general,english,,active
6126,Allergy to Bacteria,allergy_to_bacteria,general,english,,active
6127,Allergy to Dairy,allergy_to_dairy,general,english,,active
6128,Allergy to Drugs,allergy_to_drugs,general,english,,active
6129,Allergy to Dust Mites,allergy_to_dust_mites,general,english,,active
6130,Allergy to Eggs,allergy_to_eggs,general,english,,active
6131,Allergy to Feathers,allergy_to_feathers,general,english,,active
6132,Allergy to Fungi,allergy_to_fungi,general,english,,active
6133,Allergy to Gluten,allergy_to_gluten,general,english,,active
6134,Allergy to Insect Bites,allergy_to_insect_bites,general,english,,active
6135,Allergy to Insects,allergy_to_insects,general,english,,active
6136,Allergy to Meat Allergens,allergy_to_meat_allergens,general,english,,active
6137,Allergy to Nut Food Products,allergy_to_nut_food_products,general,english,,active
6138,Allergy to Parasites,allergy_to_parasites,general,english,,active
6139,Allergy to Plant Based Food Allergens,allergy_to_plant_based_food_allergens,general,english,,active
6140,Allergy to Plant Products,allergy_to_plant_products,general,english,,active
6141,Allergy to Seafood,allergy_to_seafood,general,english,,active
6142,Allergy to Venom,allergy_to_venom,general,english,,active
6143,Allesthesia,allesthesia,general,english,,active
6144,Allodynia,allodynia,general,english,,active
6145,Allopurinol Exposure,allopurinol_exposure,general,english,,active
6146,Almond Shaped Eyes,almond_shaped_eyes,general,english,,active
6147,Almond-shaped Opening Between the Eyelids,almond-shaped_opening_between_the_eyelids,general,english,,active
6148,Almond-shaped Palpebral Fissure,almond-shaped_palpebral_fissure,general,english,,active
6149,Alobar Holoprosencephaly,alobar_holoprosencephaly,general,english,,active
6150,Aloneness,aloneness,general,english,,active
6151,Alopecia,alopecia,general,english,,active
6152,Alopecia Areata,alopecia_areata,general,english,,active
6153,Alopecia of Scalp,alopecia_of_scalp,general,english,,active
6154,Alopecia Totalis,alopecia_totalis,general,english,,active
6155,Alopecia Universalis,alopecia_universalis,general,english,,active
6156,"Alopecia, Complete","alopecia,_complete",general,english,,active
6157,Alpha-aminoadipic Aciduria,alpha-aminoadipic_aciduria,general,english,,active
6158,Alpha-aminoadipic Semialdehyde Synthase Low in Fibroblasts,alpha-aminoadipic_semialdehyde_synthase_low_in_fibroblasts,general,english,,active
6159,Alpha-aminobutyric Aciduria,alpha-aminobutyric_aciduria,general,english,,active
6160,Alpha-EEG,alpha-eeg,general,english,,active
6161,Alpha-gal Allergy,alpha-gal_allergy,general,english,,active
6162,Alpha-ketoglutarate High in Blood,alpha-ketoglutarate_high_in_blood,general,english,,active
6163,Alpha-oxoadipic Acid High in Blood,alpha-oxoadipic_acid_high_in_blood,general,english,,active
6164,Alpha-oxoadipic Acid High in Urine,alpha-oxoadipic_acid_high_in_urine,general,english,,active
6165,Alpha-tocopherol Deficiency,alpha-tocopherol_deficiency,general,english,,active
6166,Alphabeta-crystallin High in CSF,alphabeta-crystallin_high_in_csf,general,english,,active
6167,Altered Consciousness or Cognition,altered_consciousness_or_cognition,general,english,,active
6168,Altered Location of the Longitudinal Column in the Fibrous Sheath,altered_location_of_the_longitudinal_column_in_the_fibrous_sheath,general,english,,active
6169,Altered Lymph-node Tissue Architecture,altered_lymph-node_tissue_architecture,general,english,,active
6170,"Altered Mental Status, Unspecified","altered_mental_status,_unspecified",general,english,,active
6171,Altered Sense of Taste,altered_sense_of_taste,general,english,,active
6172,Alternating Cross Eyes,alternating_cross_eyes,general,english,,active
6173,Alternating Esotropia,alternating_esotropia,general,english,,active
6174,Alternating Exotropia,alternating_exotropia,general,english,,active
6175,Alternating Hyperphoria,alternating_hyperphoria,general,english,,active
6176,Alternating Hypertropia,alternating_hypertropia,general,english,,active
6177,Alternating Hypophoria,alternating_hypophoria,general,english,,active
6178,Alternating Hypotropia,alternating_hypotropia,general,english,,active
6179,Alternating Laterality,alternating_laterality,general,english,,active
6180,Alternating Radiolucent and Radiodense Metaphyseal Lines,alternating_radiolucent_and_radiodense_metaphyseal_lines,general,english,,active
6181,Alternating Sides of the Body,alternating_sides_of_the_body,general,english,,active
6182,Alternating Strabismus,alternating_strabismus,general,english,,active
6183,Altitude Sickness,altitude_sickness,general,english,,active
6184,Altitudinal Visual Field Defect,altitudinal_visual_field_defect,general,english,,active
6185,Altman Type I Sacrococcygeal Teratoma,altman_type_i_sacrococcygeal_teratoma,general,english,,active
6186,Altman Type II Sacrococcygeal Teratoma,altman_type_ii_sacrococcygeal_teratoma,general,english,,active
6187,Altman Type III Sacrococcygeal Teratoma,altman_type_iii_sacrococcygeal_teratoma,general,english,,active
6188,Altman Type IV Sacrococcygeal Teratoma,altman_type_iv_sacrococcygeal_teratoma,general,english,,active
6189,Alveolar Bone Loss Around Teeth,alveolar_bone_loss_around_teeth,general,english,,active
6190,Alveolar Capillary Dysplasia,alveolar_capillary_dysplasia,general,english,,active
6191,Alveolar Cell Carcinoma,alveolar_cell_carcinoma,general,english,,active
6192,Alveolar Cleft,alveolar_cleft,general,english,,active
6193,Alveolar Hypoventilation,alveolar_hypoventilation,general,english,,active
6194,Alveolar Process Hypoplasia,alveolar_process_hypoplasia,general,english,,active
6195,Alveolar Proteinosis,alveolar_proteinosis,general,english,,active
6196,Alveolar Rhabdomyosarcoma,alveolar_rhabdomyosarcoma,general,english,,active
6197,Alveolar Ridge Cleft,alveolar_ridge_cleft,general,english,,active
6198,Alveolar Ridge Excess,alveolar_ridge_excess,general,english,,active
6199,Alveolar Ridge Overgrowth,alveolar_ridge_overgrowth,general,english,,active
6200,Alveolar Septal Thickening,alveolar_septal_thickening,general,english,,active
6201,Alveolar Soft Part Sarcoma,alveolar_soft_part_sarcoma,general,english,,active
6202,Alveolar Synechiae,alveolar_synechiae,general,english,,active
6203,Alzheimer Disease,alzheimer_disease,general,english,,active
6204,AMA-M2 Positive,ama-m2_positive,general,english,,active
6205,Amaurosis Fugax,amaurosis_fugax,general,english,,active
6206,Ambiguous Atrioventricular Connection,ambiguous_atrioventricular_connection,general,english,,active
6207,Ambiguous Atrioventricular Connexion,ambiguous_atrioventricular_connexion,general,english,,active
6208,Ambiguous External Genitalia,ambiguous_external_genitalia,general,english,,active
6209,Ambiguous External Genitalia At Birth,ambiguous_external_genitalia_at_birth,general,english,,active
6210,Ambiguous Facial Expression,ambiguous_facial_expression,general,english,,active
6211,Ambiguous Genitalia,ambiguous_genitalia,general,english,,active
6212,Ambiguous Genitalia in Males,ambiguous_genitalia_in_males,general,english,,active
6213,"Ambiguous Genitalia, Female","ambiguous_genitalia,_female",general,english,,active
6214,"Ambiguous Genitalia, Male","ambiguous_genitalia,_male",general,english,,active
6215,Amblyopia,amblyopia,general,english,,active
6216,Amegakaryocytic Thrombocytopenia,amegakaryocytic_thrombocytopenia,general,english,,active
6217,AMegL,amegl,general,english,,active
6218,Amelia,amelia,general,english,,active
6219,Amelia Involving the Lower Limbs,amelia_involving_the_lower_limbs,general,english,,active
6220,Amelia Involving the Upper Limbs,amelia_involving_the_upper_limbs,general,english,,active
6221,Ameliorated By,ameliorated_by,general,english,,active
6222,Ameliorated By Acetazolamide,ameliorated_by_acetazolamide,general,english,,active
6223,Ameliorated By Acetylcholinesterase Inhibitor,ameliorated_by_acetylcholinesterase_inhibitor,general,english,,active
6224,Ameliorated By Biotin,ameliorated_by_biotin,general,english,,active
6225,Ameliorated By Carbohydrate Ingestion,ameliorated_by_carbohydrate_ingestion,general,english,,active
6226,Ameliorated By Colchicine,ameliorated_by_colchicine,general,english,,active
6227,Ameliorated By Dantrolene,ameliorated_by_dantrolene,general,english,,active
6228,Ameliorated By Ethanol Ingestion,ameliorated_by_ethanol_ingestion,general,english,,active
6229,Ameliorated By Ethosuximide,ameliorated_by_ethosuximide,general,english,,active
6230,Ameliorated By Exposure to Medication,ameliorated_by_exposure_to_medication,general,english,,active
6231,Ameliorated By Flexion,ameliorated_by_flexion,general,english,,active
6232,Ameliorated By Folinic Acid,ameliorated_by_folinic_acid,general,english,,active
6233,Ameliorated By Gastric Acid-reducing Therapy,ameliorated_by_gastric_acid-reducing_therapy,general,english,,active
6234,Ameliorated By Heat,ameliorated_by_heat,general,english,,active
6235,Ameliorated By Immunosuppresion,ameliorated_by_immunosuppresion,general,english,,active
6236,Ameliorated By Ketogenic Diet,ameliorated_by_ketogenic_diet,general,english,,active
6237,Ameliorated By Leucovorin,ameliorated_by_leucovorin,general,english,,active
6238,Ameliorated By Lumbar Puncture,ameliorated_by_lumbar_puncture,general,english,,active
6239,Ameliorated By Menopause,ameliorated_by_menopause,general,english,,active
6240,Ameliorated By Naloxone,ameliorated_by_naloxone,general,english,,active
6241,Ameliorated By Nerve Block,ameliorated_by_nerve_block,general,english,,active
6242,Ameliorated By Niacin,ameliorated_by_niacin,general,english,,active
6243,Ameliorated By Nitroglycerin,ameliorated_by_nitroglycerin,general,english,,active
6244,Ameliorated By Nonsteroidal Anti-inflammatory Drug,ameliorated_by_nonsteroidal_anti-inflammatory_drug,general,english,,active
6245,Ameliorated By NSAID,ameliorated_by_nsaid,general,english,,active
6246,Ameliorated By Oral Zinc Supplementation,ameliorated_by_oral_zinc_supplementation,general,english,,active
6247,Ameliorated By Potassium Supplements,ameliorated_by_potassium_supplements,general,english,,active
6248,Ameliorated By Pregnancy,ameliorated_by_pregnancy,general,english,,active
6249,Ameliorated By Pyridoxal Phosphate,ameliorated_by_pyridoxal_phosphate,general,english,,active
6250,Ameliorated By Riboflavin,ameliorated_by_riboflavin,general,english,,active
6251,Ameliorated By Steroid Medication,ameliorated_by_steroid_medication,general,english,,active
6252,Ameliorated By Thiamine,ameliorated_by_thiamine,general,english,,active
6253,Ameliorated By Ultraviolet Light Exposure,ameliorated_by_ultraviolet_light_exposure,general,english,,active
6254,Ameliorated By Vitamin B12,ameliorated_by_vitamin_b12,general,english,,active
6255,Ameliorated By Vitamin B3,ameliorated_by_vitamin_b3,general,english,,active
6256,Ameliorated By Vitamin D,ameliorated_by_vitamin_d,general,english,,active
6257,Ameloblastoma,ameloblastoma,general,english,,active
6258,Amelogenesis Imperfecta,amelogenesis_imperfecta,general,english,,active
6259,Amenorrhea,amenorrhea,general,english,,active
6260,Amimia,amimia,general,english,,active
6261,Amine Precursor Uptake and Decarboxylation Tumors,amine_precursor_uptake_and_decarboxylation_tumors,general,english,,active
6262,Amine Precursor Uptake and Decarboxylation Tumours,amine_precursor_uptake_and_decarboxylation_tumours,general,english,,active
6263,Aminoaciduria,aminoaciduria,general,english,,active
6264,Aminoglycoside Exposure,aminoglycoside_exposure,general,english,,active
6265,Aminoglycoside-induced Hearing Loss,aminoglycoside-induced_hearing_loss,general,english,,active
6266,AML,aml,general,english,,active
6267,AML-M5,aml-m5,general,english,,active
6268,Amnesia,amnesia,general,english,,active
6269,Amnesic Aphasia,amnesic_aphasia,general,english,,active
6270,Amnestic Aphasia,amnestic_aphasia,general,english,,active
6271,Amnestic Aura,amnestic_aura,general,english,,active
6272,Amnestic Seizure,amnestic_seizure,general,english,,active
6273,Amnion-chorion Separation,amnion-chorion_separation,general,english,,active
6274,Amniotic Bands,amniotic_bands,general,english,,active
6275,Amniotic Constriction Ring,amniotic_constriction_ring,general,english,,active
6276,Amniotic Constriction Rings of Arms,amniotic_constriction_rings_of_arms,general,english,,active
6277,Amniotic Constriction Rings of Digits,amniotic_constriction_rings_of_digits,general,english,,active
6278,Amniotic Constriction Rings of Legs,amniotic_constriction_rings_of_legs,general,english,,active
6279,Amniotic Sheet,amniotic_sheet,general,english,,active
6280,Amniotic Shelf,amniotic_shelf,general,english,,active
6281,AMoL,amol,general,english,,active
6282,Amphetamine Addiction,amphetamine_addiction,general,english,,active
6283,Amphetamine Dependence,amphetamine_dependence,general,english,,active
6284,Amplification of Comfort with Casual Physical Contact,amplification_of_comfort_with_casual_physical_contact,general,english,,active
6285,Amplification of Emotional Expression,amplification_of_emotional_expression,general,english,,active
6286,Amplification of Emotional Responsiveness,amplification_of_emotional_responsiveness,general,english,,active
6287,Amplification of Interpersonal Communication,amplification_of_interpersonal_communication,general,english,,active
6288,Amplification of Relationship Seeking,amplification_of_relationship_seeking,general,english,,active
6289,Amplification of Sexual Behavior,amplification_of_sexual_behavior,general,english,,active
6290,Amplification of Social Interactions,amplification_of_social_interactions,general,english,,active
6291,Amplified Socialising,amplified_socialising,general,english,,active
6292,Amplified Socializing,amplified_socializing,general,english,,active
6293,Ampulla of Vater Carcinoma,ampulla_of_vater_carcinoma,general,english,,active
6294,Amyelia,amyelia,general,english,,active
6295,Amygdala Microinfarct,amygdala_microinfarct,general,english,,active
6296,Amygdalar Enlargement,amygdalar_enlargement,general,english,,active
6297,Amyloid Cardiomyopathy,amyloid_cardiomyopathy,general,english,,active
6298,Amyloid Deposition,amyloid_deposition,general,english,,active
6299,Amyloid Deposition By Anatomical Site,amyloid_deposition_by_anatomical_site,general,english,,active
6300,Amyloid Deposition By Type of Amyloid,amyloid_deposition_by_type_of_amyloid,general,english,,active
6301,Amyloid Deposition in the Vitreous Humor,amyloid_deposition_in_the_vitreous_humor,general,english,,active
6302,Amyloid Deposition in the Vitreous Humour,amyloid_deposition_in_the_vitreous_humour,general,english,,active
6303,Amyloid Goiter,amyloid_goiter,general,english,,active
6304,Amyloidosis of Peripheral Nerves,amyloidosis_of_peripheral_nerves,general,english,,active
6305,Amyloidosis Within Arcuate Arterial Intima/media,amyloidosis_within_arcuate_arterial_intima/media,general,english,,active
6306,Amyloidosis Within Arcuate Vein Intima/media,amyloidosis_within_arcuate_vein_intima/media,general,english,,active
6307,Amyloidosis Within Interlobular Arterial Intima/media,amyloidosis_within_interlobular_arterial_intima/media,general,english,,active
6308,Amyloidosis Within Interlobular Vein Intima/media,amyloidosis_within_interlobular_vein_intima/media,general,english,,active
6309,Amyloidosis Within Renal Arteriolar Intima/media,amyloidosis_within_renal_arteriolar_intima/media,general,english,,active
6310,Amylose-amylopectin Intolerance,amylose-amylopectin_intolerance,general,english,,active
6311,Amyoplasia,amyoplasia,general,english,,active
6312,Amyotrophic Lateral Sclerosis,amyotrophic_lateral_sclerosis,general,english,,active
6313,Amyotrophy,amyotrophy,general,english,,active
6314,Amyotrophy Involving the Extremities,amyotrophy_involving_the_extremities,general,english,,active
6315,Amyotrophy Involving the Musculature of the Hand,amyotrophy_involving_the_musculature_of_the_hand,general,english,,active
6316,Amyotrophy Involving the Shoulder Musculature,amyotrophy_involving_the_shoulder_musculature,general,english,,active
6317,Amyotrophy Involving the Thigh,amyotrophy_involving_the_thigh,general,english,,active
6318,Amyotrophy Involving the Upper Limbs,amyotrophy_involving_the_upper_limbs,general,english,,active
6319,Amyotrophy of Ankle Musculature,amyotrophy_of_ankle_musculature,general,english,,active
6320,Amyotrophy of Distal Limb Muscles,amyotrophy_of_distal_limb_muscles,general,english,,active
6321,Amyotrophy of Hand Muscles,amyotrophy_of_hand_muscles,general,english,,active
6322,Amyotrophy of the Musculature of the Pelvis,amyotrophy_of_the_musculature_of_the_pelvis,general,english,,active
6323,Amyotrophy of the Thigh Musculature,amyotrophy_of_the_thigh_musculature,general,english,,active
6324,An Opening in the Wall Separating the Top Two Chambers of the Heart,an_opening_in_the_wall_separating_the_top_two_chambers_of_the_heart,general,english,,active
6325,Anaemia,anaemia,general,english,,active
6326,Anaemia Corrected By Uridylic Acid and Cytidylic Acid,anaemia_corrected_by_uridylic_acid_and_cytidylic_acid,general,english,,active
6327,Anaemia Due to Reduced Life Span of Red Cells,anaemia_due_to_reduced_life_span_of_red_cells,general,english,,active
6328,Anaemia of Inadequate Production,anaemia_of_inadequate_production,general,english,,active
6329,Anaemic Pallor,anaemic_pallor,general,english,,active
6330,Anaesthetics Trigger Episodes,anaesthetics_trigger_episodes,general,english,,active
6331,Anaesthetics Triggered Symptoms,anaesthetics_triggered_symptoms,general,english,,active
6332,Anagen Effluvium,anagen_effluvium,general,english,,active
6333,Anal Achalasia,anal_achalasia,general,english,,active
6334,Anal Atresia,anal_atresia,general,english,,active
6335,Anal Canal Adenocarcinoma,anal_canal_adenocarcinoma,general,english,,active
6336,Anal Canal Neoplasm,anal_canal_neoplasm,general,english,,active
6337,Anal Canal Squamous Carcinoma,anal_canal_squamous_carcinoma,general,english,,active
6338,Anal Canal Squamous Cell Carcinoma,anal_canal_squamous_cell_carcinoma,general,english,,active
6339,Anal Canal Tumor,anal_canal_tumor,general,english,,active
6340,Anal Canal Tumour,anal_canal_tumour,general,english,,active
6341,Anal Fissure,anal_fissure,general,english,,active
6342,Anal Fistula,anal_fistula,general,english,,active
6343,Anal High Risk Human Papillomavirus (HPV) DNA Test Positive,anal_high_risk_human_papillomavirus_(hpv)_dna_test_positive,general,english,,active
6344,Anal Incontinence,anal_incontinence,general,english,,active
6345,Anal Intraepithelial Neoplasia,anal_intraepithelial_neoplasia,general,english,,active
6346,Anal Itching,anal_itching,general,english,,active
6347,Anal Low Risk Human Papillomavirus (HPV) DNA Test Positive,anal_low_risk_human_papillomavirus_(hpv)_dna_test_positive,general,english,,active
6348,Anal Margin Basal Cell Carcinoma,anal_margin_basal_cell_carcinoma,general,english,,active
6349,Anal Margin Melanoma,anal_margin_melanoma,general,english,,active
6350,Anal Margin Neoplasm,anal_margin_neoplasm,general,english,,active
6351,Anal Margin Paget's Disease,anal_margin_paget's_disease,general,english,,active
6352,Anal Margin Squamous Cell Carcinoma,anal_margin_squamous_cell_carcinoma,general,english,,active
6353,Anal Mucosal Leukoplakia,anal_mucosal_leukoplakia,general,english,,active
6354,Anal Neoplasm,anal_neoplasm,general,english,,active
6355,Anal Pain,anal_pain,general,english,,active
6356,Anal Stenosis,anal_stenosis,general,english,,active
6357,Anaphylactic Reaction,anaphylactic_reaction,general,english,,active
6358,Anaphylactic Shock,anaphylactic_shock,general,english,,active
