hiligaynon_term,english_term,medical_category,severity,triage_level,status
nagdugo gid baba ko,oral bleeding,Bleeding,Medium,urgent,active
nagdugo gid ilong ko,nosebleed,Bleeding,Medium,urgent,active
nagdugo gid kamot ko,hand bleeding,Bleeding,Medium,urgent,active
nagdugo gid pilas ko,bleeding wound,Bleeding,High,emergency,active
nagdugo gid pilas ku,bleeding wound,Bleeding,High,emergency,active
nagdugo gid tiil ko,foot bleeding,Bleeding,Medium,urgent,active
nagdugo gid tudlo ko,finger bleeding,Bleeding,Medium,urgent,active
nagdugo gid ulo ko,head bleeding,Bleeding,High,emergency,active
nagdugo gid ulo ku,head bleeding,Bleeding,High,emergency,active
nagdugo ilong ko,nosebleed,Bleeding,Medium,urgent,active
nagdugo kamot ko,hand bleeding,Bleeding,Medium,urgent,active
nagdugo ko nga burod,pregnancy bleeding,Obstetric,Critical,emergency,active
nagdugo ngipon ko,bleeding gums,Dental,Medium,routine,active
nagdugo pilas ko,bleeding wound,Wound,High,emergency,active
nagdugo pilas ko kag ginahilanat ko,bleeding wound with fever,Infection,High,emergency,active
nagdugo pilas ko sa batiis,leg wound,Wound,Medium,urgent,active
nagdugo pilas ko sa buuk,arm wound,Wound,Medium,urgent,active
nagdugo pilas ko sa kamot,hand wound,Wound,Medium,urgent,active
nagdugo pilas ko sa likod,back wound,Wound,Medium,urgent,active
nagdugo pilas ko sa paa,foot wound,Wound,Medium,urgent,active
nagdugo pilas ko sa tiil,foot wound,Wound,Medium,urgent,active
nagdugo pilas ko sa tiyan,abdominal wound,Wound,Medium,urgent,active
nagdugo pilas ko sa tudlo,finger wound,Wound,Medium,urgent,active
nagdugo pilas ko sa ulo,head wound,Wound,Medium,urgent,active
nagdugo pilas ko upod sang ginahilanat ko,bleeding wound with fever,Infection,High,emergency,active
nagdugo pilas ku,bleeding wound,Wound,High,emergency,active
nagdugo pilas sa batiis ko,leg wound,Wound,Medium,urgent,active
nagdugo pilas sa buuk ko,arm wound,Wound,Medium,urgent,active
nagdugo pilas sa kamot ko,hand wound,Wound,Medium,urgent,active
nagdugo pilas sa likod ko,back wound,Wound,Medium,urgent,active
nagdugo pilas sa paa ko,foot wound,Wound,Medium,urgent,active
nagdugo pilas sa tiil ko,foot wound,Wound,Medium,urgent,active
nagdugo pilas sa tiyan ko,abdominal wound,Wound,Medium,urgent,active
nagdugo pilas sa tudlo ko,finger wound,Wound,Medium,urgent,active
nagdugo pilas sa ulo ko,head wound,Wound,Medium,urgent,active
nagdugo tiil ko,foot bleeding,Bleeding,Medium,urgent,active
nagdugo tudlo ko,finger bleeding,Bleeding,Medium,urgent,active
nagdugo ulo ko,head bleeding,Trauma,Critical,emergency,active
nagdugo ulo ko kag nahilo ko,head bleeding with dizziness,Trauma,Critical,emergency,active
nagdugo ulo ko pagkatapos natumba,head bleeding after fall,Trauma,Critical,emergency,active
nagdugo ulo ko upod sang nahilo ko,head bleeding with dizziness,Trauma,Critical,emergency,active
nagdugo ulo ku,head bleeding,Trauma,Critical,emergency,active
nagdugo ulo ku pagkatapos natumba,head bleeding after fall,Trauma,Critical,emergency,active
naghubag abaga akon,shoulder swelling,Swelling,Medium,urgent,active
naghubag abaga akon gid,shoulder swelling,Swelling,Medium,urgent,active
naghubag abaga gid ko,shoulder swelling,Swelling,Medium,urgent,active
naghubag abaga ko,shoulder swelling,Swelling,Medium,urgent,active
naghubag abaga ko gid,shoulder swelling,Swelling,Medium,urgent,active
naghubag abaga man,shoulder swelling,Swelling,Medium,urgent,active
naghubag abaga subong,shoulder swelling,Swelling,Medium,urgent,active
naghubag akon abaga,shoulder swelling,Swelling,Medium,urgent,active
naghubag akon atay,liver swelling,Swelling,Medium,urgent,active
naghubag akon awang,jaw swelling,Swelling,Medium,urgent,active
naghubag akon baba,lip swelling,Swelling,Medium,urgent,active
naghubag akon balat,skin swelling,Swelling,Medium,urgent,active
naghubag akon batiis,leg swelling,Swelling,Medium,urgent,active
naghubag akon bato,kidney swelling,Swelling,Medium,urgent,active
naghubag akon baywang,waist swelling,Swelling,Medium,urgent,active
naghubag akon buhok,hair swelling,Swelling,Medium,urgent,active
naghubag akon bukong,forehead swelling,Swelling,Medium,urgent,active
naghubag akon buuk,arm swelling,Swelling,Medium,urgent,active
naghubag akon dalunggan,ear swelling,Swelling,Medium,urgent,active
naghubag akon dila,swollen tongue,Swelling,Medium,urgent,active
naghubag akon dughan,chest swelling,Swelling,Medium,urgent,active
naghubag akon ilong,nasal swelling,Swelling,Medium,urgent,active
naghubag akon kamot,hand swelling,Swelling,Medium,urgent,active
naghubag akon kuko,nail swelling,Swelling,Medium,urgent,active
naghubag akon lawas,body swelling,Swelling,Medium,urgent,active
naghubag akon lawi,nape swelling,Swelling,Medium,urgent,active
naghubag akon likod,back swelling,Swelling,Medium,urgent,active
naghubag akon liog,neck swelling,Swelling,Medium,urgent,active
naghubag akon mata,eye swelling,Swelling,Medium,urgent,active
naghubag akon ngipon,tooth swelling,Swelling,Medium,urgent,active
naghubag akon paa,foot swelling,Swelling,Medium,urgent,active
naghubag akon pilas,wound swelling,Swelling,Medium,urgent,active
naghubag akon pisngi,facial swelling,Swelling,Medium,urgent,active
naghubag akon siko,elbow swelling,Swelling,Medium,urgent,active
naghubag akon tadlong,forearm swelling,Swelling,Medium,urgent,active
naghubag akon tagipusuon,heart swelling,Swelling,Medium,urgent,active
naghubag akon tai,buttocks swelling,Swelling,Medium,urgent,active
naghubag akon tiil,foot swelling,Swelling,Medium,urgent,active
naghubag akon tikod,heel swelling,Swelling,Medium,urgent,active
naghubag akon titi,breast swelling,Swelling,Medium,urgent,active
naghubag akon tiyan,abdominal swelling,Swelling,Medium,urgent,active
naghubag akon tudlo,finger swelling,Swelling,Medium,urgent,active
naghubag akon tuhod,knee swelling,Swelling,Medium,urgent,active
naghubag akon tungod,throat swelling,Swelling,Medium,urgent,active
naghubag akon tungtong,ankle swelling,Swelling,Medium,urgent,active
naghubag akon ulo,head swelling,Swelling,Medium,urgent,active
naghubag akon utok,brain swelling,Swelling,Medium,urgent,active
naghubag atay akon,liver swelling,Swelling,Medium,urgent,active
naghubag atay akon gid,liver swelling,Swelling,Medium,urgent,active
naghubag atay gid ko,liver swelling,Swelling,Medium,urgent,active
naghubag atay ko,liver swelling,Swelling,Medium,urgent,active
naghubag atay ko gid,liver swelling,Swelling,Medium,urgent,active
naghubag atay man,liver swelling,Swelling,Medium,urgent,active
naghubag atay subong,liver swelling,Swelling,Medium,urgent,active
naghubag awang akon,jaw swelling,Swelling,Medium,urgent,active
naghubag awang akon gid,jaw swelling,Swelling,Medium,urgent,active
naghubag awang gid ko,jaw swelling,Swelling,Medium,urgent,active
naghubag awang ko,jaw swelling,Swelling,Medium,urgent,active
naghubag awang ko gid,jaw swelling,Swelling,Medium,urgent,active
naghubag awang man,jaw swelling,Swelling,Medium,urgent,active
naghubag awang subong,jaw swelling,Swelling,Medium,urgent,active
naghubag baba akon,lip swelling,Swelling,Medium,urgent,active
naghubag baba akon gid,lip swelling,Swelling,Medium,urgent,active
naghubag baba gid ko,lip swelling,Swelling,Medium,urgent,active
naghubag baba ko,lip swelling,Swelling,Medium,urgent,active
naghubag baba ko gid,lip swelling,Swelling,Medium,urgent,active
naghubag baba man,lip swelling,Swelling,Medium,urgent,active
naghubag baba subong,lip swelling,Swelling,Medium,urgent,active
naghubag balat akon,skin swelling,Swelling,Medium,urgent,active
naghubag balat akon gid,skin swelling,Swelling,Medium,urgent,active
naghubag balat gid ko,skin swelling,Swelling,Medium,urgent,active
naghubag balat ko,skin swelling,Swelling,Medium,urgent,active
naghubag balat ko gid,skin swelling,Swelling,Medium,urgent,active
naghubag balat man,skin swelling,Swelling,Medium,urgent,active
naghubag balat subong,skin swelling,Swelling,Medium,urgent,active
naghubag batiis akon,leg swelling,Swelling,Medium,urgent,active
naghubag batiis akon gid,leg swelling,Swelling,Medium,urgent,active
naghubag batiis gid ko,leg swelling,Swelling,Medium,urgent,active
naghubag batiis ko,leg swelling,Swelling,Medium,urgent,active
naghubag batiis ko gid,leg swelling,Swelling,Medium,urgent,active
naghubag batiis man,leg swelling,Swelling,Medium,urgent,active
naghubag batiis subong,leg swelling,Swelling,Medium,urgent,active
naghubag bato akon,kidney swelling,Swelling,Medium,urgent,active
naghubag bato akon gid,kidney swelling,Swelling,Medium,urgent,active
naghubag bato gid ko,kidney swelling,Swelling,Medium,urgent,active
naghubag bato ko,kidney swelling,Swelling,Medium,urgent,active
naghubag bato ko gid,kidney swelling,Swelling,Medium,urgent,active
naghubag bato man,kidney swelling,Swelling,Medium,urgent,active
naghubag bato subong,kidney swelling,Swelling,Medium,urgent,active
naghubag baywang akon,waist swelling,Swelling,Medium,urgent,active
naghubag baywang akon gid,waist swelling,Swelling,Medium,urgent,active
naghubag baywang gid ko,waist swelling,Swelling,Medium,urgent,active
naghubag baywang ko,waist swelling,Swelling,Medium,urgent,active
naghubag baywang ko gid,waist swelling,Swelling,Medium,urgent,active
naghubag baywang man,waist swelling,Swelling,Medium,urgent,active
naghubag baywang subong,waist swelling,Swelling,Medium,urgent,active
naghubag buhok akon,hair swelling,Swelling,Medium,urgent,active
naghubag buhok akon gid,hair swelling,Swelling,Medium,urgent,active
naghubag buhok gid ko,hair swelling,Swelling,Medium,urgent,active
naghubag buhok ko,hair swelling,Swelling,Medium,urgent,active
naghubag buhok ko gid,hair swelling,Swelling,Medium,urgent,active
naghubag buhok man,hair swelling,Swelling,Medium,urgent,active
naghubag buhok subong,hair swelling,Swelling,Medium,urgent,active
naghubag bukong akon,forehead swelling,Swelling,Medium,urgent,active
naghubag bukong akon gid,forehead swelling,Swelling,Medium,urgent,active
naghubag bukong gid ko,forehead swelling,Swelling,Medium,urgent,active
naghubag bukong ko,forehead swelling,Swelling,Medium,urgent,active
naghubag bukong ko gid,forehead swelling,Swelling,Medium,urgent,active
naghubag bukong man,forehead swelling,Swelling,Medium,urgent,active
naghubag bukong subong,forehead swelling,Swelling,Medium,urgent,active
naghubag buuk akon,arm swelling,Swelling,Medium,urgent,active
naghubag buuk akon gid,arm swelling,Swelling,Medium,urgent,active
naghubag buuk gid ko,arm swelling,Swelling,Medium,urgent,active
naghubag buuk ko,arm swelling,Swelling,Medium,urgent,active
naghubag buuk ko gid,arm swelling,Swelling,Medium,urgent,active
naghubag buuk man,arm swelling,Swelling,Medium,urgent,active
naghubag buuk subong,arm swelling,Swelling,Medium,urgent,active
naghubag dalunggan akon,ear swelling,Swelling,Medium,urgent,active
naghubag dalunggan akon gid,ear swelling,Swelling,Medium,urgent,active
naghubag dalunggan gid ko,ear swelling,Swelling,Medium,urgent,active
naghubag dalunggan ko,ear swelling,Swelling,Medium,urgent,active
naghubag dalunggan ko gid,ear swelling,Swelling,Medium,urgent,active
naghubag dalunggan man,ear swelling,Swelling,Medium,urgent,active
naghubag dalunggan subong,ear swelling,Swelling,Medium,urgent,active
naghubag dila acun,swollen tongue,Swelling,High,emergency,active
naghubag dila acun gid,swollen tongue,Swelling,High,emergency,active
naghubag dila akon,swollen tongue,Swelling,High,emergency,active
naghubag dila akon gid,swollen tongue,Swelling,High,emergency,active
naghubag dila gid ko,swollen tongue,Swelling,High,emergency,active
naghubag dila gid ku,swollen tongue,Swelling,High,emergency,active
naghubag dila ko,swollen tongue,Swelling,High,emergency,active
naghubag dila ko gid,swollen tongue,Swelling,High,emergency,active
naghubag dila ku,swollen tongue,Swelling,High,emergency,active
naghubag dila ku gid,swollen tongue,Swelling,High,emergency,active
naghubag dila man,swollen tongue,Swelling,High,emergency,active
naghubag dila subong,swollen tongue,Swelling,High,emergency,active
naghubag dughan akon,chest swelling,Swelling,Medium,urgent,active
naghubag dughan akon gid,chest swelling,Swelling,Medium,urgent,active
naghubag dughan gid ko,chest swelling,Swelling,Medium,urgent,active
naghubag dughan ko,chest swelling,Swelling,Medium,urgent,active
naghubag dughan ko gid,chest swelling,Swelling,Medium,urgent,active
naghubag dughan man,chest swelling,Swelling,Medium,urgent,active
naghubag dughan subong,chest swelling,Swelling,Medium,urgent,active
naghubag ilong akon,nasal swelling,Swelling,Medium,urgent,active
naghubag ilong akon gid,nasal swelling,Swelling,Medium,urgent,active
naghubag ilong gid ko,nasal swelling,Swelling,Medium,urgent,active
naghubag ilong ko,nasal swelling,Swelling,Medium,urgent,active
naghubag ilong ko gid,nasal swelling,Swelling,Medium,urgent,active
naghubag ilong man,nasal swelling,Swelling,Medium,urgent,active
naghubag ilong subong,nasal swelling,Swelling,Medium,urgent,active
naghubag kamot akon,hand swelling,Swelling,Medium,urgent,active
naghubag kamot akon gid,hand swelling,Swelling,Medium,urgent,active
naghubag kamot gid ko,hand swelling,Swelling,Medium,urgent,active
naghubag kamot ko,hand swelling,Swelling,Medium,urgent,active
naghubag kamot ko gid,hand swelling,Swelling,Medium,urgent,active
naghubag kamot man,hand swelling,Swelling,Medium,urgent,active
naghubag kamot subong,hand swelling,Swelling,Medium,urgent,active
naghubag kuko akon,nail swelling,Swelling,Medium,urgent,active
naghubag kuko akon gid,nail swelling,Swelling,Medium,urgent,active
naghubag kuko gid ko,nail swelling,Swelling,Medium,urgent,active
naghubag kuko ko,nail swelling,Swelling,Medium,urgent,active
naghubag kuko ko gid,nail swelling,Swelling,Medium,urgent,active
naghubag kuko man,nail swelling,Swelling,Medium,urgent,active
naghubag kuko subong,nail swelling,Swelling,Medium,urgent,active
naghubag lawas akon,body swelling,Swelling,Medium,urgent,active
naghubag lawas akon gid,body swelling,Swelling,Medium,urgent,active
naghubag lawas gid ko,body swelling,Swelling,Medium,urgent,active
naghubag lawas ko,body swelling,Swelling,Medium,urgent,active
naghubag lawas ko gid,body swelling,Swelling,Medium,urgent,active
naghubag lawas man,body swelling,Swelling,Medium,urgent,active
naghubag lawas subong,body swelling,Swelling,Medium,urgent,active
naghubag lawi akon,nape swelling,Swelling,Medium,urgent,active
naghubag lawi akon gid,nape swelling,Swelling,Medium,urgent,active
naghubag lawi gid ko,nape swelling,Swelling,Medium,urgent,active
naghubag lawi ko,nape swelling,Swelling,Medium,urgent,active
naghubag lawi ko gid,nape swelling,Swelling,Medium,urgent,active
naghubag lawi man,nape swelling,Swelling,Medium,urgent,active
naghubag lawi subong,nape swelling,Swelling,Medium,urgent,active
naghubag likod akon,back swelling,Swelling,Medium,urgent,active
naghubag likod akon gid,back swelling,Swelling,Medium,urgent,active
naghubag likod gid ko,back swelling,Swelling,Medium,urgent,active
naghubag likod ko,back swelling,Swelling,Medium,urgent,active
naghubag likod ko gid,back swelling,Swelling,Medium,urgent,active
naghubag likod man,back swelling,Swelling,Medium,urgent,active
naghubag likod subong,back swelling,Swelling,Medium,urgent,active
naghubag liog akon,neck swelling,Swelling,Medium,urgent,active
naghubag liog akon gid,neck swelling,Swelling,Medium,urgent,active
naghubag liog gid ko,neck swelling,Swelling,Medium,urgent,active
naghubag liog ko,neck swelling,Swelling,Medium,urgent,active
naghubag liog ko gid,neck swelling,Swelling,Medium,urgent,active
naghubag liog man,neck swelling,Swelling,Medium,urgent,active
naghubag liog subong,neck swelling,Swelling,Medium,urgent,active
naghubag mata akon,eye swelling,Swelling,Medium,urgent,active
naghubag mata akon gid,eye swelling,Swelling,Medium,urgent,active
naghubag mata gid ko,eye swelling,Swelling,Medium,urgent,active
naghubag mata ko,eye swelling,Swelling,Medium,urgent,active
naghubag mata ko gid,eye swelling,Swelling,Medium,urgent,active
naghubag mata man,eye swelling,Swelling,Medium,urgent,active
naghubag mata subong,eye swelling,Swelling,Medium,urgent,active
naghubag ngipon akon,tooth swelling,Swelling,Medium,urgent,active
naghubag ngipon akon gid,tooth swelling,Swelling,Medium,urgent,active
naghubag ngipon gid ko,tooth swelling,Swelling,Medium,urgent,active
naghubag ngipon ko,tooth swelling,Swelling,Medium,urgent,active
naghubag ngipon ko gid,tooth swelling,Swelling,Medium,urgent,active
naghubag ngipon man,tooth swelling,Swelling,Medium,urgent,active
naghubag ngipon subong,tooth swelling,Swelling,Medium,urgent,active
naghubag paa akon,foot swelling,Swelling,Medium,urgent,active
naghubag paa akon gid,foot swelling,Swelling,Medium,urgent,active
naghubag paa gid ko,foot swelling,Swelling,Medium,urgent,active
naghubag paa ko,foot swelling,Swelling,Medium,urgent,active
naghubag paa ko gid,foot swelling,Swelling,Medium,urgent,active
naghubag paa man,foot swelling,Swelling,Medium,urgent,active
naghubag paa subong,foot swelling,Swelling,Medium,urgent,active
naghubag pilas akon,wound swelling,Swelling,Medium,urgent,active
naghubag pilas akon gid,wound swelling,Swelling,Medium,urgent,active
naghubag pilas gid ko,wound swelling,Swelling,Medium,urgent,active
naghubag pilas ko,wound swelling,Swelling,Medium,urgent,active
naghubag pilas ko gid,wound swelling,Swelling,Medium,urgent,active
naghubag pilas man,wound swelling,Swelling,Medium,urgent,active
naghubag pilas subong,wound swelling,Swelling,Medium,urgent,active
naghubag pisngi akon,facial swelling,Swelling,Medium,urgent,active
naghubag pisngi akon gid,facial swelling,Swelling,Medium,urgent,active
naghubag pisngi gid ko,facial swelling,Swelling,Medium,urgent,active
naghubag pisngi ko,facial swelling,Swelling,Medium,urgent,active
naghubag pisngi ko gid,facial swelling,Swelling,Medium,urgent,active
naghubag pisngi man,facial swelling,Swelling,Medium,urgent,active
naghubag pisngi subong,facial swelling,Swelling,Medium,urgent,active
naghubag siko akon,elbow swelling,Swelling,Medium,urgent,active
naghubag siko akon gid,elbow swelling,Swelling,Medium,urgent,active
naghubag siko gid ko,elbow swelling,Swelling,Medium,urgent,active
naghubag siko ko,elbow swelling,Swelling,Medium,urgent,active
naghubag siko ko gid,elbow swelling,Swelling,Medium,urgent,active
naghubag siko man,elbow swelling,Swelling,Medium,urgent,active
naghubag siko subong,elbow swelling,Swelling,Medium,urgent,active
naghubag tadlong akon,forearm swelling,Swelling,Medium,urgent,active
naghubag tadlong akon gid,forearm swelling,Swelling,Medium,urgent,active
naghubag tadlong gid ko,forearm swelling,Swelling,Medium,urgent,active
naghubag tadlong ko,forearm swelling,Swelling,Medium,urgent,active
naghubag tadlong ko gid,forearm swelling,Swelling,Medium,urgent,active
naghubag tadlong man,forearm swelling,Swelling,Medium,urgent,active
naghubag tadlong subong,forearm swelling,Swelling,Medium,urgent,active
naghubag tagipusuon akon,heart swelling,Swelling,Medium,urgent,active
naghubag tagipusuon akon gid,heart swelling,Swelling,Medium,urgent,active
naghubag tagipusuon gid ko,heart swelling,Swelling,Medium,urgent,active
naghubag tagipusuon ko,heart swelling,Swelling,Medium,urgent,active
naghubag tagipusuon ko gid,heart swelling,Swelling,Medium,urgent,active
naghubag tagipusuon man,heart swelling,Swelling,Medium,urgent,active
naghubag tagipusuon subong,heart swelling,Swelling,Medium,urgent,active
naghubag tai akon,buttocks swelling,Swelling,Medium,urgent,active
naghubag tai akon gid,buttocks swelling,Swelling,Medium,urgent,active
naghubag tai gid ko,buttocks swelling,Swelling,Medium,urgent,active
naghubag tai ko,buttocks swelling,Swelling,Medium,urgent,active
naghubag tai ko gid,buttocks swelling,Swelling,Medium,urgent,active
naghubag tai man,buttocks swelling,Swelling,Medium,urgent,active
naghubag tai subong,buttocks swelling,Swelling,Medium,urgent,active
naghubag tiil akon,foot swelling,Swelling,Medium,urgent,active
naghubag tiil akon gid,foot swelling,Swelling,Medium,urgent,active
naghubag tiil gid ko,foot swelling,Swelling,Medium,urgent,active
naghubag tiil ko,foot swelling,Swelling,Medium,urgent,active
naghubag tiil ko gid,foot swelling,Swelling,Medium,urgent,active
naghubag tiil man,foot swelling,Swelling,Medium,urgent,active
naghubag tiil subong,foot swelling,Swelling,Medium,urgent,active
naghubag tikod akon,heel swelling,Swelling,Medium,urgent,active
naghubag tikod akon gid,heel swelling,Swelling,Medium,urgent,active
naghubag tikod gid ko,heel swelling,Swelling,Medium,urgent,active
naghubag tikod ko,heel swelling,Swelling,Medium,urgent,active
naghubag tikod ko gid,heel swelling,Swelling,Medium,urgent,active
naghubag tikod man,heel swelling,Swelling,Medium,urgent,active
naghubag tikod subong,heel swelling,Swelling,Medium,urgent,active
naghubag titi akon,breast swelling,Swelling,Medium,urgent,active
naghubag titi akon gid,breast swelling,Swelling,Medium,urgent,active
naghubag titi gid ko,breast swelling,Swelling,Medium,urgent,active
naghubag titi ko,breast swelling,Swelling,Medium,urgent,active
naghubag titi ko gid,breast swelling,Swelling,Medium,urgent,active
naghubag titi man,breast swelling,Swelling,Medium,urgent,active
naghubag titi subong,breast swelling,Swelling,Medium,urgent,active
naghubag tiyan akon,abdominal swelling,Swelling,Medium,urgent,active
naghubag tiyan akon gid,abdominal swelling,Swelling,Medium,urgent,active
naghubag tiyan gid ko,abdominal swelling,Swelling,Medium,urgent,active
naghubag tiyan ko,abdominal swelling,Swelling,Medium,urgent,active
naghubag tiyan ko gid,abdominal swelling,Swelling,Medium,urgent,active
naghubag tiyan man,abdominal swelling,Swelling,Medium,urgent,active
naghubag tiyan subong,abdominal swelling,Swelling,Medium,urgent,active
naghubag tudlo akon,finger swelling,Swelling,Medium,urgent,active
naghubag tudlo akon gid,finger swelling,Swelling,Medium,urgent,active
naghubag tudlo gid ko,finger swelling,Swelling,Medium,urgent,active
naghubag tudlo ko,finger swelling,Swelling,Medium,urgent,active
naghubag tudlo ko gid,finger swelling,Swelling,Medium,urgent,active
naghubag tudlo man,finger swelling,Swelling,Medium,urgent,active
naghubag tudlo subong,finger swelling,Swelling,Medium,urgent,active
naghubag tuhod akon,knee swelling,Swelling,Medium,urgent,active
naghubag tuhod akon gid,knee swelling,Swelling,Medium,urgent,active
naghubag tuhod gid ko,knee swelling,Swelling,Medium,urgent,active
naghubag tuhod ko,knee swelling,Swelling,Medium,urgent,active
naghubag tuhod ko gid,knee swelling,Swelling,Medium,urgent,active
naghubag tuhod man,knee swelling,Swelling,Medium,urgent,active
naghubag tuhod subong,knee swelling,Swelling,Medium,urgent,active
naghubag tungod acun,throat swelling,Swelling,High,emergency,active
naghubag tungod acun gid,throat swelling,Swelling,High,emergency,active
naghubag tungod akon,throat swelling,Swelling,High,emergency,active
naghubag tungod akon gid,throat swelling,Swelling,High,emergency,active
naghubag tungod gid ko,throat swelling,Swelling,High,emergency,active
naghubag tungod gid ku,throat swelling,Swelling,High,emergency,active
naghubag tungod ko,throat swelling,Swelling,High,emergency,active
naghubag tungod ko gid,throat swelling,Swelling,High,emergency,active
naghubag tungod ku,throat swelling,Swelling,High,emergency,active
naghubag tungod ku gid,throat swelling,Swelling,High,emergency,active
naghubag tungod man,throat swelling,Swelling,High,emergency,active
naghubag tungod subong,throat swelling,Swelling,High,emergency,active
naghubag tungtong akon,ankle swelling,Swelling,Medium,urgent,active
naghubag tungtong akon gid,ankle swelling,Swelling,Medium,urgent,active
naghubag tungtong gid ko,ankle swelling,Swelling,Medium,urgent,active
naghubag tungtong ko,ankle swelling,Swelling,Medium,urgent,active
naghubag tungtong ko gid,ankle swelling,Swelling,Medium,urgent,active
naghubag tungtong man,ankle swelling,Swelling,Medium,urgent,active
naghubag tungtong subong,ankle swelling,Swelling,Medium,urgent,active
naghubag ulo akon,head swelling,Swelling,Medium,urgent,active
naghubag ulo akon gid,head swelling,Swelling,Medium,urgent,active
naghubag ulo gid ko,head swelling,Swelling,Medium,urgent,active
naghubag ulo ko,head swelling,Swelling,Medium,urgent,active
naghubag ulo ko gid,head swelling,Swelling,Medium,urgent,active
naghubag ulo man,head swelling,Swelling,Medium,urgent,active
naghubag ulo subong,head swelling,Swelling,Medium,urgent,active
naghubag utok akon,brain swelling,Swelling,Medium,urgent,active
naghubag utok akon gid,brain swelling,Swelling,Medium,urgent,active
naghubag utok gid ko,brain swelling,Swelling,Medium,urgent,active
naghubag utok ko,brain swelling,Swelling,Medium,urgent,active
naghubag utok ko gid,brain swelling,Swelling,Medium,urgent,active
naghubag utok man,brain swelling,Swelling,Medium,urgent,active
naghubag utok subong,brain swelling,Swelling,Medium,urgent,active
nagkalbo ako,baldness,Dermatological,Low,routine,active
nagluha ngipon ko,loose tooth,Dental,Medium,routine,active
nagtumba lawas ko,syncope,Neurological,High,emergency,active
naguyam ko,seizure,Neurological,Critical,emergency,active
naguyam ko kag wala ko maka-agi,seizure,Neurological,Critical,emergency,active
naguyam ku,seizure,Neurological,Critical,emergency,active
nahilo gid ko,severe dizziness,Neurological,High,urgent,active
nahilo ko,dizziness,Neurological,Medium,urgent,active
nahilo ko kag ginahilanat ko,dizziness with fever,General,Medium,urgent,active
nahilo ko tungod sa asukar,hypoglycemia,Endocrine,High,emergency,active
nahilo ko upod sang ginahilanat ko,dizziness with fever,General,Medium,urgent,active
nahuad ko,fall injury,Trauma,Medium,urgent,active
nahubasan ko sang init,heat exhaustion,General,High,urgent,active
nahulog ko,syncope,Neurological,High,emergency,active
nahulog ku,syncope,Neurological,High,emergency,active
naipit ang kamot ko,crush injury,Trauma,High,urgent,active
naipit ko,crush injury,Trauma,High,urgent,active
naka-inom ko sang lason,poisoning,Emergency,Critical,emergency,active
naka-inom sang tambal sobra,medication overdose,Emergency,Critical,emergency,active
nakuryente ako,electrical injury,Trauma,Critical,emergency,active
nakuryente gamay ko,minor electrical shock,Trauma,Medium,urgent,active
nakuryente gid ko,electrical injury,Trauma,Critical,emergency,active
nakuryente gid ku,electrical injury,Trauma,Critical,emergency,active
nakuryente ko,electrical injury,Trauma,Critical,emergency,active
nakuryente ko sang kuryente,electrical injury,Trauma,Critical,emergency,active
nakuryente ku,electrical injury,Trauma,Critical,emergency,active
nakuryente ku sang kuryente,electrical injury,Trauma,Critical,emergency,active
nalumos ko,drowning,Emergency,Critical,emergency,active
nasunog akon balat,skin burn,Burn,Medium,urgent,active
nasunog akon batiis,leg burn,Burn,Medium,urgent,active
nasunog akon buuk,arm burn,Burn,Medium,urgent,active
nasunog akon kamot,hand burn,Burn,Medium,urgent,active
nasunog akon lawas,body burn,Burn,High,urgent,active
nasunog akon mata,eye burn,Burn,High,emergency,active
nasunog akon tiil,foot burn,Burn,Medium,urgent,active
nasunog akon tiyan,abdominal burn,Burn,Medium,urgent,active
nasunog balat ko,skin burn,Burn,Medium,urgent,active
nasunog batiis ko,leg burn,Burn,Medium,urgent,active
nasunog buuk ko,arm burn,Burn,Medium,urgent,active
nasunog gid balat ko,skin burn,Burn,Medium,urgent,active
nasunog gid batiis ko,leg burn,Burn,Medium,urgent,active
nasunog gid buuk ko,arm burn,Burn,Medium,urgent,active
nasunog gid kamot ko,hand burn,Burn,Medium,urgent,active
nasunog gid lawas ko,body burn,Burn,High,urgent,active
nasunog gid mata ko,eye burn,Burn,High,emergency,active
nasunog gid tiil ko,foot burn,Burn,Medium,urgent,active
nasunog gid tiyan ko,abdominal burn,Burn,Medium,urgent,active
nasunog kamot ko,hand burn,Burn,Medium,urgent,active
nasunog ko ang balat,skin burn,Burn,Medium,urgent,active
nasunog ko ang batiis,leg burn,Burn,Medium,urgent,active
nasunog ko ang buuk,arm burn,Burn,Medium,urgent,active
nasunog ko ang kamot,hand burn,Burn,Medium,urgent,active
nasunog ko ang lawas,body burn,Burn,High,urgent,active
nasunog ko ang mata,eye burn,Burn,High,emergency,active
nasunog ko ang tiil,foot burn,Burn,Medium,urgent,active
nasunog ko ang tiyan,abdominal burn,Burn,Medium,urgent,active
nasunog ko sang kuryente,electrical burn,Burn,Critical,emergency,active
nasunog ko sang mainit nga tubig,scalding burn,Burn,High,urgent,active
nasunog ko sang mantika,thermal burn,Burn,High,urgent,active
nasunog lawas ko,body burn,Burn,High,urgent,active
nasunog mata ko,eye burn,Burn,High,emergency,active
nasunog tiil ko,foot burn,Burn,Medium,urgent,active
nasunog tiyan ko,abdominal burn,Burn,Medium,urgent,active
natabunan ko,choking,Emergency,Critical,emergency,active
natabunan sang pagkaon,choking on food,Emergency,Critical,emergency,active
